OG_ID,analysis_absrel,analysis_relax_selection,analysis_paml,analysis_cafe,gene_symbol.x,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol.y,condition,gene_symbol
OG0008618,NA,NA,NA,NA,ZFYVE19,relaxed,NA,NA,NA,ZFYVE19
OG0008619,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GCFC2
OG0008621,NA,NA,NA,NA,ARHGAP5,relaxed,NA,NA,NA,ARHGAP5
OG0008622,NA,NA,NA,NA,TMEM62,relaxed,NA,NA,NA,TMEM62
OG0008626,NA,NA,NA,NA,TMEM260,relaxed,NA,NA,NA,TMEM260
OG0008629,NA,NA,paml_selected,NA,KIZ,relaxed,NA,NA,NA,KIZ
OG0008634,NA,NA,paml_selected,NA,NA,NA,NA,MIPOL1,eyeloss,MIPOL1
OG0008636,NA,NA,NA,NA,ORC3,relaxed,NA,NA,NA,ORC3
OG0008638,NA,NA,paml_selected,NA,TTC8,relaxed,NA,NA,NA,TTC8
OG0008639,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,NDC80
OG0008641,NA,NA,NA,NA,TRAPPC12,relaxed,NA,NA,NA,TRAPPC12
OG0008644,NA,intensified,NA,NA,NA,NA,NA,GRHL3,eyeloss,GRHL3
OG0008645,NA,NA,paml_selected,NA,PDZD8,relaxed,NA,NA,NA,PDZD8
OG0008648,NA,NA,NA,NA,ECD,relaxed,NA,NA,NA,ECD
OG0008649,NA,NA,NA,NA,IARS2,relaxed,NA,NA,NA,IARS2
OG0008650,NA,NA,NA,NA,RAB3GAP2,relaxed,NA,RAB3GAP2,eyeloss,RAB3GAP2
OG0008653,NA,NA,NA,NA,OPLAH,relaxed,NA,OPLAH,eyeloss,OPLAH
OG0008655,NA,NA,NA,NA,IRF9,relaxed,NA,NA,NA,IRF9
OG0008657,NA,NA,NA,NA,PSMC5,relaxed,NA,NA,NA,PSMC5
OG0008659,NA,intensified,NA,NA,NA,NA,NA,MFSD8,eyeloss,MFSD8
OG0008660,NA,NA,NA,NA,LRRC59,relaxed,NA,NA,NA,LRRC59
OG0008663,NA,NA,NA,NA,C17orf62,relaxed,NA,NA,NA,C17orf62
OG0008665,NA,NA,paml_selected,NA,ENTHD2,relaxed,NA,NA,NA,ENTHD2
OG0008666,NA,NA,NA,NA,C10orf2,relaxed,NA,NA,NA,C10orf2
OG0008667,NA,NA,paml_selected,NA,NRAP,relaxed,NA,NA,NA,NRAP
OG0008668,NA,NA,paml_selected,NA,SRCAP,relaxed,NA,NA,NA,SRCAP
OG0008669,NA,NA,paml_selected,NA,XRCC6,relaxed,NA,NA,NA,XRCC6
OG0008670,NA,intensified,NA,NA,NA,NA,NA,NA,NA,ERCC4
OG0008675,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DLGAP5
OG0008676,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RSPH10B
OG0008677,NA,NA,NA,NA,MYOCD,relaxed,NA,NA,NA,MYOCD
OG0008683,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CD79B
OG0008684,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,COPS3
OG0008686,NA,NA,NA,NA,SYTL4,relaxed,NA,NA,NA,SYTL4
OG0008687,NA,NA,NA,NA,CENPI,relaxed,NA,NA,NA,CENPI
OG0008688,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TNMD
OG0008689,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PTCD3
OG0008692,NA,NA,NA,NA,ADAT1,relaxed,NA,NA,NA,ADAT1
OG0008693,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,NUP160
OG0008697,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CEP164
OG0008698,NA,intensified,NA,NA,NA,NA,NA,NA,NA,GUCY1A2
OG0008701,NA,NA,NA,NA,FKRP,relaxed,NA,FKRP,eyeloss,FKRP
OG0008702,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RELB
OG0008704,NA,NA,NA,NA,ACAD8,relaxed,NA,NA,NA,ACAD8
OG0008705,NA,NA,NA,NA,SORL1,relaxed,NA,NA,NA,SORL1
OG0008707,NA,NA,NA,NA,UBE4A,relaxed,NA,NA,NA,UBE4A
OG0008711,NA,NA,NA,NA,VPS53,relaxed,NA,NA,NA,VPS53
OG0008713,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NPAT
OG0008714,NA,NA,paml_selected,NA,DPH1,relaxed,NA,NA,NA,DPH1
OG0008715,NA,intensified,NA,NA,NA,NA,NA,NA,NA,KIAA0753
OG0008716,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,BCAS3
OG0008719,NA,NA,NA,NA,SACS,relaxed,NA,NA,NA,SACS
OG0008723,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DUSP12
OG0008725,NA,NA,NA,NA,GTF2B,relaxed,NA,GTF2B,eyeloss,GTF2B
OG0008726,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,HFM1
OG0008727,NA,NA,NA,NA,CA8,relaxed,NA,NA,NA,CA8
OG0008728,NA,NA,NA,NA,TMEM59,relaxed,NA,NA,NA,TMEM59
OG0008732,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCDC141
OG0008734,NA,NA,paml_selected,NA,CERKL,relaxed,NA,CERKL,eyeloss,CERKL
OG0008735,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ANKZF1
OG0008738,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NDUFA10
OG0008740,NA,NA,NA,NA,UBXN4,relaxed,NA,NA,NA,UBXN4
OG0008741,NA,NA,NA,NA,SEC22A,relaxed,NA,NA,NA,SEC22A
OG0008742,NA,NA,NA,NA,DIRC2,relaxed,NA,NA,NA,DIRC2
OG0008743,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GPR156
OG0008746,NA,NA,NA,NA,ARMC8,relaxed,NA,NA,NA,ARMC8
OG0008747,NA,NA,NA,NA,KDELC1,relaxed,NA,NA,NA,KDELC1
OG0008750,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DNAJC28
OG0008751,NA,NA,NA,NA,CDC16,relaxed,NA,NA,NA,CDC16
OG0008753,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,F5
OG0008760,NA,NA,NA,NA,TTLL4,relaxed,NA,NA,NA,TTLL4
OG0008761,NA,NA,NA,NA,USP37,relaxed,NA,NA,NA,USP37
OG0008763,NA,NA,NA,NA,ZNF148,relaxed,NA,NA,NA,ZNF148
OG0008765,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C14orf39
OG0008767,NA,NA,NA,NA,NDUFV3,relaxed,NA,NA,NA,NDUFV3
OG0008769,NA,NA,NA,NA,MITD1,relaxed,NA,NA,NA,MITD1
OG0008770,NA,intensified,NA,NA,NA,NA,NA,IFT88,eyeloss,IFT88
OG0008776,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PIKFYVE
OG0008778,absrel,NA,NA,NA,NA,NA,NA,NA,NA,PUS3
OG0008779,NA,NA,paml_selected,NA,PSME1,relaxed,NA,NA,NA,PSME1
OG0008781,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ST18
OG0008784,NA,NA,NA,NA,RAB11FIP3,relaxed,NA,NA,NA,RAB11FIP3
OG0008785,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ICE1
OG0008786,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,IPO4
OG0008787,NA,NA,NA,NA,C18orf8,relaxed,NA,NA,NA,C18orf8
OG0008789,NA,NA,paml_selected,NA,TELO2,relaxed,NA,NA,NA,TELO2
OG0008790,NA,NA,paml_selected,NA,MASTL,relaxed,NA,NA,NA,MASTL
OG0008792,NA,intensified,NA,NA,NA,NA,NA,NA,NA,FAM69C
OG0008794,NA,NA,NA,NA,DEK,relaxed,NA,NA,NA,DEK
OG0008795,NA,NA,paml_selected,NA,DCTN3,relaxed,NA,NA,NA,DCTN3
OG0008796,NA,intensified,NA,NA,NA,NA,NA,NA,NA,BCKDHB
OG0008797,NA,NA,NA,NA,IBTK,relaxed,NA,NA,NA,IBTK
OG0008798,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GNL2
OG0008801,NA,intensified,NA,NA,NA,NA,NA,NA,NA,TGFB2
OG0008805,NA,NA,NA,NA,TCAIM,relaxed,NA,NA,NA,TCAIM
OG0008808,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ZYX
OG0008810,NA,NA,paml_selected,NA,RASIP1,relaxed,NA,NA,NA,RASIP1
OG0008811,NA,NA,paml_selected,NA,ITGA10,relaxed,NA,NA,NA,ITGA10
OG0008817,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NRROS
OG0008818,NA,NA,NA,NA,FBXO45,relaxed,NA,NA,NA,FBXO45
OG0008820,NA,NA,NA,NA,ZHX2,relaxed,NA,NA,NA,ZHX2
OG0008821,NA,NA,NA,NA,ZFAT,relaxed,NA,NA,NA,ZFAT
OG0008823,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,BCAM
OG0008826,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SF3B2
OG0008829,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GBA2
OG0008831,NA,NA,NA,NA,WRAP53,relaxed,NA,NA,NA,WRAP53
OG0008833,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,HDAC8
OG0008834,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RELL1
OG0008837,NA,NA,NA,NA,B3GAT3,relaxed,NA,NA,NA,B3GAT3
OG0008839,NA,intensified,NA,NA,NA,NA,NA,NA,NA,CCNB1IP1
OG0008843,NA,NA,NA,NA,SERPINE1,relaxed,NA,NA,NA,SERPINE1
OG0008849,NA,NA,NA,NA,KLHL6,relaxed,NA,NA,NA,KLHL6
OG0008850,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ZBTB41
OG0008851,NA,intensified,NA,NA,NA,NA,NA,NA,NA,CDC73
OG0008853,NA,NA,paml_selected,NA,NA,NA,NA,SCRIB,eyeloss,SCRIB
OG0008857,NA,NA,NA,NA,DARS2,relaxed,NA,NA,NA,DARS2
OG0008858,NA,NA,NA,NA,PCNXL4,relaxed,NA,NA,NA,PCNXL4
OG0008860,NA,NA,paml_selected,NA,TACC3,relaxed,NA,NA,NA,TACC3
OG0008861,NA,NA,paml_selected,NA,PQLC3,relaxed,NA,NA,NA,PQLC3
OG0008862,NA,NA,NA,NA,NDUFAF1,relaxed,NA,NA,NA,NDUFAF1
OG0008866,NA,NA,NA,NA,ZBTB8OS,relaxed,NA,NA,NA,ZBTB8OS
OG0008868,NA,NA,paml_selected,NA,NOLC1,relaxed,NA,NA,NA,NOLC1
OG0008869,NA,NA,NA,NA,OIT3,relaxed,NA,NA,NA,OIT3
OG0008873,NA,NA,NA,NA,TNFAIP3,relaxed,NA,NA,NA,TNFAIP3
OG0008876,NA,NA,NA,NA,MLH1,relaxed,NA,NA,NA,MLH1
OG0008877,NA,NA,NA,NA,GGPS1,relaxed,NA,GGPS1,eyeloss,GGPS1
OG0008883,NA,NA,NA,NA,ABCG5,relaxed,NA,NA,NA,ABCG5
OG0008886,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,ENPEP
OG0008889,NA,NA,NA,NA,CCAR1,relaxed,NA,NA,NA,CCAR1
OG0008892,NA,NA,paml_selected,NA,ERCC6,relaxed,NA,ERCC6,eyeloss,ERCC6
OG0008894,NA,NA,NA,NA,FBXW4,relaxed,NA,NA,NA,FBXW4
OG0008897,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,BAG3
OG0008899,NA,NA,NA,NA,ABCB10,relaxed,NA,NA,NA,ABCB10
OG0008900,NA,NA,paml_selected,NA,CEP68,relaxed,NA,NA,NA,CEP68
OG0008901,NA,NA,paml_selected,NA,PDCD2,relaxed,NA,PDCD2,eyeloss,PDCD2
OG0008905,NA,intensified,NA,NA,NA,NA,NA,NA,NA,NANP
OG0008906,NA,NA,paml_selected,NA,HTT,relaxed,NA,NA,NA,HTT
OG0008909,NA,NA,NA,NA,GALNT7,relaxed,NA,NA,NA,GALNT7
OG0008910,NA,NA,paml_selected,NA,TNIP2,relaxed,NA,NA,NA,TNIP2
OG0008911,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GPRIN3
OG0008914,NA,intensified,NA,NA,NA,NA,NA,NA,NA,PSIP1
OG0008915,NA,NA,NA,NA,WDR17,relaxed,NA,NA,NA,WDR17
OG0008917,NA,NA,NA,NA,CNEP1R1,relaxed,NA,NA,NA,CNEP1R1
OG0008920,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MUC15
OG0008921,NA,NA,NA,NA,TUBGCP4,relaxed,NA,NA,NA,TUBGCP4
OG0008923,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,FA2H
OG0008929,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PPARGC1B
OG0008932,NA,NA,NA,NA,AUP1,relaxed,NA,NA,NA,AUP1
OG0008933,NA,NA,paml_selected,NA,ATG2A,relaxed,NA,NA,NA,ATG2A
OG0008935,NA,NA,paml_selected,NA,ATP1B4,relaxed,NA,NA,NA,ATP1B4
OG0008936,NA,NA,NA,NA,XPNPEP2,relaxed,NA,NA,NA,XPNPEP2
OG0008938,NA,NA,NA,NA,CTTNBP2,relaxed,NA,NA,NA,CTTNBP2
OG0008941,NA,NA,NA,NA,VWA9,relaxed,NA,NA,NA,VWA9
OG0008949,NA,NA,NA,NA,MTERF2,relaxed,NA,NA,NA,MTERF2
OG0008951,NA,NA,NA,NA,WFDC1,relaxed,NA,NA,NA,WFDC1
OG0008952,NA,NA,paml_selected,NA,NUP205,relaxed,NA,NA,NA,NUP205
OG0008954,NA,NA,NA,NA,KIAA1377,relaxed,NA,NA,NA,KIAA1377
OG0008955,NA,NA,paml_selected,NA,KIFC3,relaxed,NA,NA,NA,KIFC3
OG0008958,NA,intensified,NA,NA,NA,NA,NA,NA,NA,LRCH3
OG0008960,NA,NA,paml_selected,NA,NOB1,relaxed,NA,NA,NA,NOB1
OG0008964,NA,NA,NA,NA,SLC35A1,relaxed,NA,NA,NA,SLC35A1
OG0008967,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MED23
OG0008968,NA,NA,NA,NA,EFHC1,relaxed,NA,NA,NA,EFHC1
OG0008969,NA,NA,NA,NA,GPATCH2,relaxed,NA,NA,NA,GPATCH2
OG0008970,NA,NA,NA,NA,C1orf198,relaxed,NA,NA,NA,C1orf198
OG0008971,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LRP11
OG0008974,NA,intensified,NA,NA,NA,NA,NA,NA,NA,HLX
OG0008975,NA,NA,NA,NA,DDX1,relaxed,NA,NA,NA,DDX1
OG0008976,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SCML4
OG0008978,NA,NA,NA,NA,OSTM1,relaxed,NA,NA,NA,OSTM1
OG0008979,NA,NA,NA,NA,ZNF512,relaxed,NA,NA,NA,ZNF512
OG0008983,NA,NA,NA,NA,HEATR2,relaxed,NA,NA,NA,HEATR2
OG0008984,NA,NA,NA,NA,MCM7,relaxed,NA,NA,NA,MCM7
OG0008985,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,F8
OG0008990,NA,NA,NA,NA,ABAT,relaxed,NA,NA,NA,ABAT
OG0008993,NA,NA,NA,NA,RPL14,relaxed,NA,NA,NA,RPL14
OG0008994,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCNF
OG0008995,NA,NA,NA,NA,RECQL5,relaxed,NA,NA,NA,RECQL5
OG0008998,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SPC24
OG0009002,NA,NA,NA,NA,UBE2Z,relaxed,NA,NA,NA,UBE2Z
OG0009005,absrel,NA,paml_selected,NA,NA,NA,NA,NA,NA,ATXN7L3
OG0009006,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,MRC2
OG0009011,NA,NA,NA,NA,NUDT9,relaxed,NA,NA,NA,NUDT9
OG0009012,NA,NA,NA,NA,CNTNAP1,relaxed,NA,NA,NA,CNTNAP1
OG0009013,NA,NA,NA,NA,C17orf53,relaxed,NA,NA,NA,C17orf53
OG0009016,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RRN3
OG0009018,NA,NA,NA,NA,ARMC5,relaxed,NA,NA,NA,ARMC5
OG0009020,NA,NA,NA,NA,ATP6AP2,relaxed,NA,NA,NA,ATP6AP2
OG0009022,NA,NA,NA,NA,CAPZB,relaxed,NA,NA,NA,CAPZB
OG0009027,NA,NA,NA,NA,TMF1,relaxed,NA,NA,NA,TMF1
OG0009029,NA,NA,NA,NA,LRIG1,relaxed,NA,NA,NA,LRIG1
OG0009032,NA,NA,NA,NA,FAM72A,relaxed,NA,NA,NA,FAM72A
OG0009034,NA,NA,NA,NA,MDM4,relaxed,NA,NA,NA,MDM4
OG0009038,NA,NA,paml_selected,NA,SMUG1,relaxed,NA,NA,NA,SMUG1
OG0009042,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,IL17RD
OG0009050,NA,NA,NA,NA,IPO9,relaxed,NA,NA,NA,IPO9
OG0009051,NA,NA,paml_selected,NA,UTP3,relaxed,NA,NA,NA,UTP3
OG0009052,NA,NA,NA,NA,KIAA1257,relaxed,NA,NA,NA,KIAA1257
OG0009059,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FMR1
OG0009064,NA,NA,NA,NA,NDUFA9,relaxed,NA,NA,NA,NDUFA9
OG0009065,NA,intensified,NA,NA,NA,NA,NA,NA,NA,DNAJC24
OG0009067,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CEP89
OG0009068,NA,NA,paml_selected,NA,PTPMT1,relaxed,NA,NA,NA,PTPMT1
OG0009073,NA,NA,NA,NA,NA,NA,contracted,NA,NA,STPG2
OG0009074,NA,intensified,NA,NA,NA,NA,NA,NA,NA,GMNC
OG0009079,NA,NA,paml_selected,NA,MDC1,relaxed,NA,NA,NA,MDC1
OG0009082,NA,NA,paml_selected,NA,ENKD1,relaxed,NA,NA,NA,ENKD1
OG0009096,NA,NA,NA,NA,ZNF365,relaxed,NA,NA,NA,ZNF365
OG0009101,NA,NA,NA,NA,COASY,relaxed,NA,NA,NA,COASY
OG0009107,NA,NA,NA,NA,MAP1B,relaxed,NA,NA,NA,MAP1B
OG0009108,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCDC125
OG0009109,NA,NA,paml_selected,NA,GKAP1,relaxed,NA,NA,NA,GKAP1
OG0009127,NA,NA,NA,NA,RD3,relaxed,NA,NA,NA,RD3
OG0009151,NA,NA,NA,NA,GLT1D1,relaxed,NA,NA,NA,GLT1D1
OG0009152,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TTI2
OG0009153,NA,NA,NA,NA,MAK16,relaxed,NA,NA,NA,MAK16
OG0009154,NA,NA,paml_selected,NA,KANSL3,relaxed,NA,NA,NA,KANSL3
OG0009157,NA,NA,NA,NA,CEP78,relaxed,NA,NA,NA,CEP78
OG0009158,NA,NA,NA,NA,MTHFR,relaxed,NA,NA,NA,MTHFR
OG0009159,NA,NA,NA,NA,WRAP73,relaxed,NA,NA,NA,WRAP73
OG0009160,NA,NA,paml_selected,NA,PEX10,relaxed,NA,NA,NA,PEX10
OG0009161,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ARHGEF16
OG0009163,NA,NA,paml_selected,NA,KIAA1751,relaxed,NA,NA,NA,KIAA1751
OG0009166,absrel,intensified,paml_selected,NA,NA,NA,NA,NA,NA,DGCR6
OG0009168,NA,NA,NA,NA,C14orf37,relaxed,NA,NA,NA,C14orf37
OG0009170,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,NUDT14
OG0009180,NA,NA,NA,NA,TMEM165,relaxed,NA,TMEM165,eyeloss,TMEM165
OG0009184,NA,NA,NA,NA,CEBPZ,relaxed,NA,NA,NA,CEBPZ
OG0009187,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SMPDL3A
OG0009188,NA,NA,NA,NA,GOPC,relaxed,NA,NA,NA,GOPC
OG0009189,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NUS1
OG0009190,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LIN9
OG0009191,NA,NA,paml_selected,NA,SERAC1,relaxed,NA,NA,NA,SERAC1
OG0009192,NA,NA,NA,NA,C6orf211,relaxed,NA,NA,NA,C6orf211
OG0009193,NA,NA,NA,NA,VPS18,relaxed,NA,NA,NA,VPS18
OG0009196,NA,NA,paml_selected,NA,MAP9,relaxed,NA,NA,NA,MAP9
OG0009198,NA,NA,NA,NA,PATL1,relaxed,NA,NA,NA,PATL1
OG0009199,NA,NA,NA,NA,BDH2,relaxed,NA,NA,NA,BDH2
OG0009200,NA,intensified,NA,NA,NA,NA,NA,NA,NA,LRRTM1
OG0009203,absrel,NA,paml_selected,NA,NA,NA,NA,NA,NA,LMBRD1
OG0009205,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TASP1
OG0009207,NA,NA,NA,NA,LIAS,relaxed,NA,NA,NA,LIAS
OG0009209,NA,NA,NA,NA,DNAH6,relaxed,NA,NA,NA,DNAH6
OG0009210,NA,NA,NA,NA,PGM2,relaxed,NA,NA,NA,PGM2
OG0009214,NA,NA,NA,NA,MTTP,relaxed,NA,NA,NA,MTTP
OG0009225,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TAT
OG0009226,NA,intensified,NA,NA,NA,NA,NA,NA,NA,KCTD14
OG0009227,absrel,NA,paml_selected,NA,DAW1,relaxed,NA,NA,NA,DAW1
OG0009231,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CUX2
OG0009232,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LRRC2
OG0009233,NA,NA,NA,NA,SNCAIP,relaxed,NA,NA,NA,SNCAIP
OG0009235,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,LRIF1
OG0009238,NA,NA,NA,NA,TMEM9,relaxed,NA,NA,NA,TMEM9
OG0009239,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SLC13A3
OG0009241,NA,NA,NA,NA,AMT,relaxed,NA,NA,NA,AMT
OG0009243,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CEP104
OG0009248,NA,NA,NA,NA,FAM188B,relaxed,NA,NA,NA,FAM188B
OG0009249,NA,NA,NA,NA,DMAP1,relaxed,NA,NA,NA,DMAP1
OG0009251,NA,NA,NA,NA,MUTYH,relaxed,NA,NA,NA,MUTYH
OG0009255,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,MRPS31
OG0009256,NA,NA,NA,NA,TRIM32,relaxed,NA,NA,NA,TRIM32
OG0009257,NA,intensified,NA,NA,NA,NA,NA,NA,NA,ASS1
OG0009260,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,STIP1
OG0009263,NA,NA,NA,NA,MYO19,relaxed,NA,NA,NA,MYO19
OG0009265,NA,NA,NA,NA,GUSB,relaxed,NA,NA,NA,GUSB
OG0009268,NA,NA,NA,NA,ZZEF1,relaxed,NA,NA,NA,ZZEF1
OG0009269,NA,NA,NA,NA,DPAGT1,relaxed,NA,NA,NA,DPAGT1
OG0009273,NA,NA,paml_selected,NA,RABEP1,relaxed,NA,NA,NA,RABEP1
OG0009277,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PLD2
OG0009281,NA,intensified,NA,NA,NA,NA,NA,NA,NA,UBE2M
OG0009283,NA,NA,NA,NA,APOA1BP,relaxed,NA,NA,NA,APOA1BP
OG0009286,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PGLS
OG0009289,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TWISTNB
OG0009296,NA,NA,NA,NA,CASD1,relaxed,NA,NA,NA,CASD1
OG0009298,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CTNNAL1
OG0009304,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CYHR1
OG0009305,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CD164L2
OG0009309,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FLII
OG0009310,NA,intensified,NA,NA,NA,NA,NA,NA,NA,B9D1
OG0009312,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,HIRA
OG0009313,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CHEK2
OG0009317,NA,NA,NA,NA,ARHGAP25,relaxed,NA,ARHGAP25,eyeloss,ARHGAP25
OG0009321,NA,NA,NA,NA,C9orf171,relaxed,NA,NA,NA,C9orf171
OG0009322,NA,NA,NA,NA,NELFB,relaxed,NA,NA,NA,NELFB
OG0009324,NA,NA,NA,NA,MTMR12,relaxed,NA,NA,NA,MTMR12
OG0009326,NA,NA,NA,NA,WDR54,relaxed,NA,NA,NA,WDR54
OG0009330,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NOL6
OG0009334,NA,NA,NA,NA,GTF2H3,relaxed,NA,NA,NA,GTF2H3
OG0009335,NA,NA,NA,NA,WDR66,relaxed,NA,NA,NA,WDR66
OG0009337,NA,NA,NA,NA,USP39,relaxed,NA,NA,NA,USP39
OG0009338,NA,NA,NA,NA,C12orf65,relaxed,NA,NA,NA,C12orf65
OG0009339,NA,NA,paml_selected,NA,KNTC1,relaxed,NA,NA,NA,KNTC1
OG0009340,NA,NA,NA,NA,MFSD3,relaxed,NA,NA,NA,MFSD3
OG0009341,NA,NA,NA,NA,RAD17,relaxed,NA,NA,NA,RAD17
OG0009347,NA,NA,NA,NA,FAM214B,relaxed,NA,NA,NA,FAM214B
OG0009348,NA,NA,NA,NA,SLITRK6,relaxed,NA,NA,NA,SLITRK6
OG0009354,NA,NA,paml_selected,NA,PDCD11,relaxed,NA,NA,NA,PDCD11
OG0009356,NA,NA,NA,NA,MAP2K7,relaxed,NA,NA,NA,MAP2K7
OG0009358,NA,NA,NA,NA,MZT1,relaxed,NA,NA,NA,MZT1
OG0009360,NA,NA,NA,NA,RNASEH2A,relaxed,NA,NA,NA,RNASEH2A
OG0009363,NA,NA,NA,NA,USP34,relaxed,NA,NA,NA,USP34
OG0009365,NA,NA,NA,NA,C19orf53,relaxed,NA,NA,NA,C19orf53
OG0009370,NA,NA,paml_selected,NA,MBTPS2,relaxed,NA,NA,NA,MBTPS2
OG0009371,NA,NA,NA,NA,MTMR6,relaxed,NA,NA,NA,MTMR6
OG0009372,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PPP1R42
OG0009375,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SHISA2
OG0009379,NA,NA,NA,NA,ARMC3,relaxed,NA,NA,NA,ARMC3
OG0009382,NA,NA,NA,NA,DNAJC13,relaxed,NA,NA,NA,DNAJC13
OG0009383,NA,NA,NA,NA,SLC35B3,relaxed,NA,NA,NA,SLC35B3
OG0009384,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ARHGEF1
OG0009386,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SEC61B
OG0009387,NA,NA,NA,NA,INVS,relaxed,NA,NA,NA,INVS
OG0009388,NA,NA,NA,NA,TMEM245,relaxed,NA,NA,NA,TMEM245
OG0009390,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TBRG4
OG0009391,NA,NA,NA,NA,TMEM147,relaxed,NA,NA,NA,TMEM147
OG0009393,NA,intensified,NA,NA,NA,NA,NA,NA,NA,DHDDS
OG0009395,NA,NA,NA,NA,PHF1,relaxed,NA,NA,NA,PHF1
OG0009398,absrel,NA,paml_selected,NA,UBXN7,relaxed,NA,NA,NA,UBXN7
