Ammel,Ammex,Asmec,Asmes,Chlan,Darer,Gamor,Hegla,Hosap,Leocu,Luden,Mymur,Ornil,Plwal,Prang,Scvul,Sians,Sigra,Sirhi,Tagut,Thmac,Trros,Trtib,Xetro,Zoviv,nSp,og,selectionF,selectionB,allF,allB
0.010559848174122,NA,1,1,1,1,1,1,1,0.00502689453759553,1,1,1,NA,1,NA,NA,NA,NA,0.00468531294130159,1,1,1,1,1,hits_per_19_species,OG0006413,0,3,5,14
1,NA,NA,0.0549780391928998,1,1,1,1,1,0.583601527748048,1,1,0.761568517943804,NA,1,1,NA,NA,NA,0.748054486197998,0.722990629922374,0.422765388687927,1,1,1,hits_per_19_species,OG0006451,0,0,4,15
NA,1,1,1,1,NA,1,1,1,1,1,1,1,0.0125096367262939,NA,1,0.0703214352320701,NA,NA,1,1,1,1,1,NA,hits_per_19_species,OG0006452,0,1,6,13
NA,1,NA,NA,1,1,0.0072629517363626,0.546510730920854,1,0.629016320352158,1,1,1,1,1,1,NA,NA,NA,0.0228389652238751,1,3.41948691584548e-13,1,1,0.000448799999695992,hits_per_19_species,OG0006454,1,3,5,14
NA,1,NA,NA,1,0.000489696308141885,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,hits_per_19_species,OG0006455,0,1,5,14
0.457088275329759,NA,0.466643033495445,1,1,1,1,1,1,1,1,0.444419522703536,1,NA,NA,1,NA,NA,NA,1,1,1,0.986478471714249,1,1,hits_per_19_species,OG0006458,0,0,4,15
1,1,1,1,1,1,0.0461346841798341,0.980178252069267,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006460,0,1,5,14
1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006473,0,0,5,14
1,1,1,0,1,1,0.15994399388452,NA,1,1,NA,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006474,0,1,3,16
1,NA,1,1,1.41553435639708e-13,1,NA,NA,1,0.0789297807460485,1,0.653659946566609,1,1,1,1,NA,NA,NA,0.023856078505899,0.572994629714326,1,1,1,1,hits_per_19_species,OG0006483,0,2,4,15
1,1,1,1,0.0145726809338717,NA,1,1,5.05508047088377e-07,0.00437748744692679,0.0165363226315407,1,1,1,NA,1,NA,NA,NA,1,0.00516088544988769,1,1,NA,1,hits_per_19_species,OG0006489,1,4,5,14
1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,1,1,0.115715542003349,1,1,NA,hits_per_19_species,OG0006492,0,0,6,13
1,NA,1,1,1,1,0.0210527316413928,0.069911914931173,0,1,1,1,1,NA,NA,1,NA,NA,NA,0.379315885691262,1,6.53610499057322e-12,1,1,1,hits_per_19_species,OG0006497,1,2,4,15
NA,1,1,1,1,0.732875200572184,0.00165681686904689,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,1,0.756443211299706,1,1,0.671492682034244,1,hits_per_19_species,OG0006502,0,1,5,14
1,1,1,1,1,1,1,NA,1,0.0859555004384789,1,1,1,NA,1,NA,NA,1,NA,1,1,1,NA,1,1,hits_per_19_species,OG0006503,0,0,5,14
1,1,1,1,1,1,0.000114554854712012,1,1,0.0526828184945801,1,0.716578699719782,0.0543448776773532,NA,NA,NA,NA,NA,NA,0.728442029243034,1,0.016924517840059,1,1,1,hits_per_19_species,OG0006509,1,1,5,14
1,1,1,1,1,0.00837150457290825,NA,1,1,1,1,1,NA,1,1,1,NA,NA,2.09571224596416e-06,1,NA,0.218215583535403,1,0.0237694071897712,NA,hits_per_19_species,OG0006514,1,2,7,12
1,1,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,NA,NA,NA,1,1,1,0.585652970540088,1,1,hits_per_19_species,OG0006517,0,0,6,13
1.47611082262911e-06,1,1,0.00066893476736718,1,1,9.65986064471736e-08,0.00317653767572007,1,0.100806686490569,NA,5.51664971204513e-06,0.0315943516091016,0.0431533196440606,0.0259773260195928,0.0649474250401523,NA,NA,NA,3.03968710941849e-05,0.000327262989385568,NA,NA,1,1.78278337343851e-05,hits_per_19_species,OG0006522,2,9,4,15
1,1,1,1,1,NA,1,0.00215116198732268,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006525,1,0,6,13
0.523075044828173,NA,NA,NA,1,0.57727885514428,0.0268111130393804,1,1,0.551217859774831,1,1,1,1,0.540249990049164,NA,1,NA,NA,0.00359125992602405,0.0513033241241887,1,0,0.53760129658017,0.0156222917438615,hits_per_19_species,OG0006532,0,4,5,14
1,0.137214373142484,1,1,1,NA,NA,1,1,0.117253589267808,1,1,1,1,1,1,NA,NA,NA,1,0.402103453312048,NA,1,1,1,hits_per_19_species,OG0006533,0,0,5,14
NA,1,1,1,1,0.00889235450168913,1,1,1,1,NA,NA,1,NA,1,1,NA,1,0,1,NA,1,1,1,1,hits_per_19_species,OG0006535,1,1,6,13
1,0.510779451534276,1,1,0.0432716726545762,NA,1,1,1,0.00107026522076159,1,1,0.000869507535809777,NA,NA,1,NA,NA,NA,1,1,1,1,0.0139854459327502,0.0129434720235758,hits_per_19_species,OG0006539,0,5,5,14
1,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,1,2.1784387349566e-08,NA,NA,NA,0.247900782238618,1,1,0.0369123889363654,0.287037879476951,0.990861175823377,hits_per_19_species,OG0006540,0,2,5,14
1,NA,1,1.3839984713826e-10,1,1,0.000963032812079601,0.00304692413306462,1,1,4.85666931115958e-08,1,0.294973361824053,1,1,1,NA,NA,NA,1,0.0973562752982327,NA,NA,1,1,hits_per_19_species,OG0006542,2,2,4,15
0.225310659374875,1,NA,NA,0.0334424765820479,1,0.00274456007155366,0.237610142772718,1,1,1,0.410395859313752,1,NA,NA,1,1,1,1,1,0.568569137753181,1,NA,NA,0.601646360476269,hits_per_19_species,OG0006543,0,2,6,13
0.280348537691412,1,1,1,1,1,1,0.00212394977641961,1,0.0490154118508285,NA,0.220024085193022,1,NA,1,1,NA,NA,NA,0.195835582328592,1,1,NA,1,0.29005913949244,hits_per_19_species,OG0006552,1,1,5,14
0.106596754244022,NA,1,1,1,NA,1,0.326403462128861,1,0.0616590363304448,1,1,1,0.540814875169957,NA,1,NA,NA,NA,1,0.0614690095397742,1,3.10731743555226e-05,0.524518439239743,1,hits_per_19_species,OG0006558,0,1,4,15
1,NA,1,1,1,0.393540312794764,0.512352989740922,1,1,1,1,0.242329497167823,1,1,NA,1,NA,NA,NA,0.00140675246386446,1,1,1,NA,1,hits_per_19_species,OG0006561,0,1,4,15
1,NA,1,1,1,1,0.450646490851182,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006564,0,0,3,16
1,NA,1,1,1.14068967604908e-08,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,NA,0.00340529613667506,0.966843929002408,0,1,NA,1,hits_per_19_species,OG0006565,1,2,5,14
0.92316663013994,1,1,NA,NA,NA,1,1,0.457594440885223,1,0.0185089908600747,1,8.95919588272953e-05,0.209497838882287,1,1,NA,NA,NA,1,1,1,1,1,0.573112540458843,hits_per_19_species,OG0006573,1,1,6,13
1,NA,1,1,NA,NA,1,0.796975099664439,1,0.337519501898668,0.661098628179185,1,1,NA,1,2.003584108623e-07,NA,NA,1,1,1,1.31436528327811e-11,1,1,1,hits_per_19_species,OG0006575,1,1,6,13
1,0.629624952127068,1,1,1,NA,0.935044910390515,0.040867530483298,1,0.281416068236719,NA,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006580,1,0,4,15
1,1,1,1,0.70553667087761,NA,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,0.431850300345116,1,1,1,hits_per_19_species,OG0006583,0,0,6,13
1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,9.06417443879981e-08,1,1,1,1,NA,1,hits_per_19_species,OG0006591,1,0,5,14
1,1,NA,NA,1,1,1,NA,1,1,NA,1,1,1,1,1,NA,1,NA,1,0.427324715221163,1,1,1,1,hits_per_19_species,OG0006599,0,0,3,16
1,1,1,1,1,1,0.00237524631533781,1,1,0.00460592502099183,NA,0.0891969510829776,1,NA,NA,0.00572551641054275,NA,NA,NA,1,1,1,1,0.254229464484607,1,hits_per_19_species,OG0006603,0,3,4,15
1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,0.233855137692183,1,NA,1,NA,1,NA,1,1,NA,1,hits_per_19_species,OG0006606,0,0,6,13
1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,0.000641087261813444,1,1,1,1,1,hits_per_19_species,OG0006607,0,1,4,15
0.0795214099988968,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,hits_per_19_species,OG0006611,0,1,5,14
0.517523018154564,NA,1,1,1,1,0.000120940916559009,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006619,0,1,4,15
0.0359862223419384,NA,1,1,1,1,1,1,6.01608984851509e-09,0.323645987721632,1,0.166482176764406,0.288294123338147,0.298663434758086,NA,1,NA,NA,NA,1,1,NA,1,1,0.0351754703861999,hits_per_19_species,OG0006623,0,3,3,16
0.0807500313834186,0.000118437589109233,1,1,1,NA,4.15521857671797e-05,1,0.166288231415267,8.07351221876473e-07,1,0.0572107113767519,1,NA,NA,1,NA,NA,NA,0.760120532525649,0.283121099565152,1,0.0346708129702817,0.000558738170267081,4.39923310445178e-05,hits_per_19_species,OG0006625,1,5,5,14
1,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,7.37795960012444e-05,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006627,1,0,5,14
1,1,1,1,1,1,1,1,1,0.12047729823775,1,NA,1,NA,4.33813790445825e-09,NA,NA,NA,NA,1,1,0.0665843064872899,1,1,1,hits_per_19_species,OG0006630,1,0,6,13
1,NA,1,1,1,1,1,0,1,1,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006635,1,0,4,15
1,2.2883744660307e-06,1,1,1,1,1,1,1,1,1,1,1,NA,3.6397882966166e-05,NA,NA,NA,NA,1,1,NA,1,1,1,hits_per_19_species,OG0006636,2,0,5,14
1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,0.0622349920362592,1,1,1,1,hits_per_19_species,OG0006638,0,0,5,14
0.530307247112939,NA,1,1,1,NA,1,1,1,0.507039247542397,0.601805791821518,0.871878106286196,1,1,NA,1,NA,NA,NA,0.000338574772772715,1,1,0.0251397079526079,1,1,hits_per_19_species,OG0006645,0,2,4,15
0.924661591107704,1,1,1,1,NA,1,1,1,0.176343346949944,1,0.347738686602131,1,1,3.64415342346547e-08,1,NA,NA,NA,1,1,NA,NA,1,1,hits_per_19_species,OG0006647,1,0,5,14
1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,0.146004050465477,0.00336001675119757,NA,NA,NA,1,1,1,1,1,NA,hits_per_19_species,OG0006654,0,1,5,14
1,1,8.51792014699981e-08,0.329442979248262,6.43546617495883e-06,1,1,NA,1,1,0.145988508731854,0.704257103582477,1,1,1,0.0151558628698083,NA,NA,NA,NA,0.33492225217876,NA,6.35967176632057e-06,1,1,hits_per_19_species,OG0006657,1,3,4,15
1,NA,0.983233710374384,1,1.63820833370964e-06,1,NA,1,1,1,1,0.481743323325265,1,1,0.0700207148326608,1,NA,NA,NA,0.308294371994803,0.312536345503386,1,NA,1,1,hits_per_19_species,OG0006664,0,1,5,14
1,NA,1,1,1,NA,0.00209841172654634,1,1,NA,0.758926624076682,1,1,6.25441870365506e-05,1,1,NA,NA,NA,1.34054271266892e-06,1,0.0637281436055683,1,1,1,hits_per_19_species,OG0006665,0,3,5,14
1,1,NA,NA,1,1,1,1,1,1,0.0375450839043226,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006667,1,0,5,14
1,1,1,1,1,1,1,1,1,1,0.597453237270249,1,NA,NA,0.177950519796448,1,NA,NA,NA,1,NA,1,1,1,1,hits_per_19_species,OG0006670,0,0,6,13
1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,0.000137432324405495,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006671,1,0,5,14
1,NA,1,1,1,1,0.156093508587744,1,0.859693104302758,0.0416300486536245,NA,0.831555841475672,1,2.71809601617989e-05,NA,1,NA,NA,NA,0.00213936230400169,1,1,1,0.117249671551209,0.0455651465694451,hits_per_19_species,OG0006672,0,4,3,16
7.34952484426898e-08,0.00328189306598337,1,1,0.00328221197518969,7.60584019193766e-06,3.44169137633799e-14,0.00127442959710744,1,0,NA,0.231967539632739,1,1.53079986067173e-05,0.131601240417084,NA,NA,NA,NA,9.20692793986433e-05,8.94940996543081e-05,9.07039091613271e-07,NA,1.18522680558897e-08,3.01011116032868e-09,hits_per_19_species,OG0006673,3,10,5,14
1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,0.836957396265717,1,NA,NA,NA,1,NA,0.579735590958458,1,1,1,hits_per_19_species,OG0006675,0,0,6,13
1,0.0198666929168206,1,1,1,NA,0.0399835304951096,1,1,0.02167086331451,1,1,1,1,NA,NA,NA,NA,NA,1.10355857785294e-08,1,1,1,1,0.446882966364573,hits_per_19_species,OG0006679,1,3,5,14
1,NA,1,1,1,1,0.0943648497339554,NA,3.15192316691082e-13,1,1,1,0.684820839761762,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006687,0,1,3,16
1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,4.00641464448626e-10,1,1,1,hits_per_19_species,OG0006689,1,0,5,14
1,1,1,1,NA,1,1,1,NA,NA,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,NA,hits_per_19_species,OG0006690,0,0,7,12
1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,1,hits_per_19_species,OG0006710,0,0,4,15
1,NA,1,1,0.0155590176082749,1,4.37820047716197e-07,0.730019071040809,1,0.526010803533269,NA,0.0158630759852018,0.000136812231919747,1,NA,1,0.743736305003177,NA,NA,NA,1,1,0.925544638879704,1,0.734944853267185,hits_per_19_species,OG0006714,0,4,4,15
1,NA,1,1,4.85011596385032e-07,0.18433863652883,1.30922690919633e-05,1,1,NA,1,0.758697857748062,7.4961394608275e-06,0.937226648390904,NA,1,NA,NA,NA,1,0.00185210600370384,1,0.000127572904101592,4.2289623713998e-07,0.00492123394486799,hits_per_19_species,OG0006727,0,7,4,15
1,1,1.94289029309402e-15,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006731,1,0,4,15
1,1,1,1,NA,1,1,NA,NA,1,0.00832078087704163,1,1,NA,1,1,NA,1,NA,1,1,0.777227598426198,1,1,1,hits_per_19_species,OG0006732,1,0,5,14
1,1,1,1,1,1,0.235169873526923,1,1,0.243522649912861,1,1,1,NA,1,1,NA,NA,NA,0.0199725970017556,1,NA,NA,0.11715087845144,0.133839690742623,hits_per_19_species,OG0006733,0,1,5,14
1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006734,0,0,5,14
NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,0.00479186300652718,1,0.905303221835922,hits_per_19_species,OG0006737,0,1,6,13
1,NA,1,1,8.1270021723423e-06,0.0790117515387216,1,1,1,1,1,0.0643524425861681,NA,NA,NA,0.67538663402686,1,NA,NA,1,0.00928155998424979,1,0,1,1,hits_per_19_species,OG0006739,0,3,5,14
0.00139538120267546,0.493817520623876,1,0.464093673767465,1,NA,1,1,1,1,NA,0.00230372706757881,NA,NA,NA,1,1,1,1,1,1,NA,1,1,1,hits_per_19_species,OG0006744,0,2,5,14
0.508614360495238,NA,NA,0.0185081369222704,1,1,0.10728967663835,0.00457909213207802,1,1,NA,1,1,1,1,1,NA,NA,NA,1,1,0.0525254313323238,0.00169426605897599,0.608965093522521,0.662033047485848,hits_per_19_species,OG0006746,1,2,3,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,hits_per_19_species,OG0006747,0,0,5,14
1,1,1,1,1,1,1,NA,1,1,1,1,0.00470864571597274,NA,NA,0.904971172884648,NA,NA,NA,1,1,1,0.00115704030589553,1,1,hits_per_19_species,OG0006749,0,2,4,15
1,NA,1,1,4.1411080120568e-09,1,1,NA,0.00166564402647906,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,2.38975506050565e-12,1,0.0978761443947747,hits_per_19_species,OG0006755,0,3,4,15
NA,0.0697789544730925,NA,3.68016792242076e-05,1,0.0540839018751431,0.000911331298538709,1.14343698264796e-05,1,0.280486660553633,NA,1,1,0.274565941616359,1,1,1,NA,0,NA,1,NA,1,1,0.988608888469959,hits_per_19_species,OG0006756,2,2,5,14
1,NA,1,1,1,NA,1,1,2.13586359232298e-06,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,0,1,0.332653612771183,hits_per_19_species,OG0006759,0,2,5,14
1,0.493701480178432,NA,1,0.179242773213671,1,1.69264602334351e-11,1,1,1,0.0296105921723818,4.43872831940029e-06,1,1,NA,3.29436265449346e-05,NA,NA,NA,0.821383996893137,NA,1,5.04750789720454e-07,0.282593810659485,0.0212719685970477,hits_per_19_species,OG0006763,1,5,4,15
1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,0.418300200624112,1,1,NA,NA,1,1,1,NA,1,1,hits_per_19_species,OG0006770,0,0,6,13
0.291332699853147,1,NA,NA,1,1,1,1,1,1,1,1,1,NA,3.50323004938424e-06,1,NA,NA,NA,0.0059395086534535,1,0,0.128989545034746,1,0.349898065006558,hits_per_19_species,OG0006772,2,1,5,14
0.0107897248743725,NA,1,1,1,1,1,1,1,1,8.25099011297903e-06,1,1,NA,NA,0,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006774,1,2,4,15
1,1,1,1,1,NA,0.0395503246688918,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,1,1,1,6.7632011102603e-12,1,1,hits_per_19_species,OG0006776,0,2,5,14
0.00434727311135497,1,1,1,NA,1,1,NA,NA,1,NA,1,1,0.0027207479306296,1.59502292371161e-05,NA,1,1,1,1,1,1,0.0908344998961741,NA,1,hits_per_19_species,OG0006777,1,2,6,13
1,NA,1,1,1,1,1,1,1,NA,1,1,1,0.477254257412396,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006786,0,0,4,15
1,1,1,1,1,1,1,1,1,1,0.349139593744693,1,NA,NA,1,1,NA,NA,NA,1,NA,0.931334651472177,1,1,1,hits_per_19_species,OG0006788,0,0,6,13
1,1,1,1,1,NA,1,1,0.376359842568277,1,1,1,1,1,1,1,NA,NA,NA,0.0534636904352644,1,NA,1,NA,1,hits_per_19_species,OG0006795,0,0,5,14
1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006797,0,0,5,14
1,NA,1,1,1,NA,1,0.260889398183901,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,0.768480206298352,1,hits_per_19_species,OG0006804,0,0,5,14
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,1,hits_per_19_species,OG0006817,0,0,6,13
1,NA,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,8.0942227920211e-09,1,1,hits_per_19_species,OG0006848,0,1,5,14
1,1,0.0979025334383636,1,1,4.75978417735501e-06,1,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006853,0,1,5,14
1,1,1,1,0,1,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006854,0,1,5,14
0.000403116552604943,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,1,1,1,0.48213830368584,1,1,hits_per_19_species,OG0006861,0,1,4,15
1,1,1,1,1,NA,1,1,1,0.000589686814252977,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006868,0,1,5,14
1,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006882,0,0,6,13
1,1,1,1,4.82209691621271e-08,1,NA,1,1,0.41750342214317,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,0.000416136218914176,1,1,hits_per_19_species,OG0006886,0,2,5,14
1,1,1,1,1,1,0.388013416116042,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,0,1,0.439288004445053,1,hits_per_19_species,OG0006889,1,0,5,14
1,NA,1,1,1,1,0.858699740354863,0.120339556359772,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,NA,hits_per_19_species,OG0006903,0,0,5,14
1,1,1,1,1,NA,0.048277842546371,1,1,1,0.0075742780485154,0.377924464844813,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006904,1,1,5,14
1,0.454846564671325,1,1,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006905,0,0,6,13
1,NA,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,0.00175196393759236,1,0.401638912228387,1,hits_per_19_species,OG0006908,1,0,5,14
1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006909,0,0,5,14
1,1,1,1,1,1,1,1,1,1,1,0.0330609305952595,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,hits_per_19_species,OG0006910,0,1,6,13
1,1,1,1,1,NA,1,1,7.3971000769113e-07,1,NA,1,1,NA,1,1,NA,NA,NA,1,0.197741863202641,1,1,1,1,hits_per_19_species,OG0006912,0,1,5,14
0.0327210949168408,1,1,1,NA,0.228269129359097,1,1,1,0.000484873270227726,0.0332026477932748,1,0.00263624960656361,1,NA,1,NA,NA,NA,0.246662849269271,1,1,1,0.614805961803605,NA,hits_per_19_species,OG0006932,1,3,5,14
1,0.279680332722961,1,1,1,1,1,NA,0.0187580575985336,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,NA,1,1,hits_per_19_species,OG0006933,0,1,4,15
1,NA,0,1,0.202719128431224,NA,0.339815672833667,1,1.380672950968e-07,0.0450211314142684,NA,1,1,0.214245334606543,NA,0.217867508349074,NA,0.691203905051544,NA,1,0.101605743444985,1,1,0.0816942794216193,0.00196316608041475,hits_per_19_species,OG0006937,1,3,3,16
1,1,1,1,1,1,1,0.993801122607877,1,0.003012342238355,1,1,1,NA,NA,NA,NA,NA,NA,0.00201056185872173,1,1,0.238451794366817,0.0818967755987869,1,hits_per_19_species,OG0006960,0,2,5,14
0.791776085476725,1,1,1,3.44860814038839e-06,NA,0.000295683941429759,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,3.10796454406903e-05,1,1,1,1,0.0280015160406375,hits_per_19_species,OG0006962,0,4,5,14
1,1,1,1,1,NA,1,0.0831034728991322,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006966,0,0,5,14
0.0124648488678644,NA,NA,4.99592829722451e-06,1,0.000296439936092852,0.0130732593714475,0.350732390394684,1,0.00455967000704671,0.364169845519547,1,1,1.36002320516582e-13,NA,1,NA,NA,NA,1,1,0.0607337966203159,1,0.11233465412031,0.798005698754431,hits_per_19_species,OG0006969,0,6,3,16
1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,0.00880099944077922,NA,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0006971,1,0,5,14
NA,1,1,1,1,NA,1,1,1,1,1,0.360753012947261,1,0.980318977296754,1,1,NA,NA,NA,1,1,1,1,1,NA,hits_per_19_species,OG0006974,0,0,6,13
1,0.00637993538376769,1,1,1,NA,1,1,1,1,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0006980,1,0,5,14
1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,NA,hits_per_19_species,OG0006990,0,0,5,14
1,1,1,1,1,0.372254965269782,1,1,1,0.629837960409354,1,1,1,NA,NA,NA,NA,NA,NA,0.0090228338198301,1,0.12233454333363,1,0.622347858266339,1,hits_per_19_species,OG0006994,0,1,5,14
1,1,1,1,0.0176280128796094,1,0.0130913218306918,1,0.267993714240375,0.000269900566916004,1.59594647062278e-05,7.58536128978027e-05,0.176285268911659,NA,NA,1,NA,NA,NA,1,1,1,NA,0.451503482094226,0.0634737112312503,hits_per_19_species,OG0006995,1,4,5,14
1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,NA,NA,NA,0.313955976681638,0.401245221001883,0.421116548957412,1,1,1,hits_per_19_species,OG0006998,0,0,4,15
1,NA,0,1,1,NA,1,1,1,1,0.0671911480864367,1,1,0.406003659012036,1,NA,NA,NA,NA,1,1,5.37270952338798e-06,1,1,1,hits_per_19_species,OG0007014,2,0,5,14
1,1,1,1,1,NA,1,1,0.000958085067140346,1,NA,1,1,0.919391005811038,NA,1,NA,NA,NA,0.0833483353741878,1,1,1,1,1,hits_per_19_species,OG0007017,0,1,4,15
1,1,1,1,1,NA,0.452568224463942,1,0.999658873052613,1,NA,1,1,NA,1,1,NA,NA,NA,0.485834444150409,0.19731310505511,1,1,1,1,hits_per_19_species,OG0007019,0,0,5,14
1,1,1,1,1,NA,2.35294593808888e-08,1,1,1,NA,1,0.00851596471274912,NA,1,1,NA,NA,NA,0.0272771633689518,1,1,1,1,1,hits_per_19_species,OG0007027,0,3,5,14
1,NA,1,1,0.30152680256852,1,0.00725380174259244,1,1,1,NA,0.592725773644181,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0007043,0,1,4,15
1,NA,4.11448652926083e-13,1,1,0.0195686950796831,0,1,1,6.71533867790952e-07,NA,1,1,1,NA,1,NA,NA,NA,8.17316839207827e-05,1,1,0.0203145712070107,0.477850276431594,0.0193489901813408,hits_per_19_species,OG0007045,1,6,3,16
1,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,NA,1,0.176599225237188,NA,NA,1,1,1,1.94289029309402e-15,1,1,hits_per_19_species,OG0007057,0,1,5,14
1,1,1,1,1,NA,0.0795055139750109,1,NA,0.250423196419401,1,0.000111540294007451,1,NA,1,1,NA,NA,NA,0.875906423677324,1,1,1,0.254569991431414,1,hits_per_19_species,OG0007060,0,1,6,13
1,1,1,1,1,NA,1,1,1,1,0.00059167029203322,0.017567853374398,0.463475903525967,1,1.25651281046579e-07,NA,NA,NA,NA,1,0.015091823217201,1,NA,1,1,hits_per_19_species,OG0007067,2,2,6,13
1,1,1,NA,1,1,1,1,1,0.727647063830438,1,1,NA,NA,1,1,NA,NA,NA,1,1,1,1,0.381639631749779,1,hits_per_19_species,OG0007088,0,0,6,13
1,NA,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,NA,NA,NA,1,1,0.254397434904063,1,1,1,hits_per_19_species,OG0007090,0,0,3,16
