OG_ID,gene_symbol.x,analysis_absrel,gene_symbol.y,analysis_relax_selection,analysis_paml,analysis_cafe_expanded,gene_symbol.x,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol.y,condition,gene_symbol
OG0009335,NA,NA,TMC5,intensified,NA,NA,NA,NA,NA,NA,NA,TMC5
OG0009341,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CASC3
OG0009343,ATXN7L3,selected,NA,NA,paml_selected,NA,ATXN7L3,relaxed,NA,NA,NA,ATXN7L3
OG0009345,NA,NA,DHRS7B,intensified,NA,NA,NA,NA,NA,NA,NA,DHRS7B
OG0009346,NA,NA,NA,NA,NA,NA,CRAMP1L,relaxed,NA,NA,NA,CRAMP1L
OG0009348,NA,NA,NA,NA,NA,NA,STAT3,relaxed,NA,NA,NA,STAT3
OG0009349,NA,NA,NA,NA,NA,NA,TTC25,relaxed,NA,NA,NA,TTC25
OG0009352,NA,NA,NA,NA,NA,NA,SNRNP70,relaxed,NA,NA,NA,SNRNP70
OG0009354,NA,NA,NA,NA,NA,NA,PPL,relaxed,NA,NA,NA,PPL
OG0009355,NA,NA,NA,NA,NA,NA,C17orf53,relaxed,NA,NA,NA,C17orf53
OG0009358,NA,NA,BCL2L12,intensified,NA,NA,NA,NA,NA,NA,NA,BCL2L12
OG0009359,NA,NA,NA,NA,NA,NA,ARMC5,relaxed,NA,NA,NA,ARMC5
OG0009361,NA,NA,CCDC130,intensified,NA,NA,NA,NA,NA,NA,NA,CCDC130
OG0009364,NA,NA,NA,NA,NA,NA,KRT222,relaxed,NA,NA,NA,KRT222
OG0009367,NA,NA,NA,NA,paml_selected,NA,BYSL,relaxed,NA,NA,NA,BYSL
OG0009370,NA,NA,NA,NA,NA,NA,BAP1,relaxed,NA,NA,NA,BAP1
OG0009371,NA,NA,NA,NA,NA,NA,TRAIP,relaxed,NA,NA,NA,TRAIP
OG0009375,NA,NA,NA,NA,NA,NA,SUCLG2,relaxed,NA,NA,NA,SUCLG2
OG0009379,NA,NA,NA,NA,NA,NA,CSE1L,relaxed,NA,NA,NA,CSE1L
OG0009385,NA,NA,NA,NA,NA,NA,SMUG1,relaxed,NA,NA,NA,SMUG1
OG0009389,NA,NA,NA,NA,NA,NA,SH2D5,relaxed,NA,NA,NA,SH2D5
OG0009393,NA,NA,NA,NA,paml_selected,NA,IL17RD,relaxed,NA,NA,NA,IL17RD
OG0009394,NA,NA,NA,NA,NA,NA,PDHB,relaxed,NA,PDHB,pigmentation,PDHB
OG0009398,NA,NA,CASS4,intensified,paml_selected,NA,NA,NA,NA,NA,NA,CASS4
OG0009399,NA,NA,FAM120A,intensified,NA,NA,NA,NA,NA,NA,NA,FAM120A
OG0009401,NA,NA,NA,NA,paml_selected,NA,IPO9,relaxed,NA,NA,NA,IPO9
OG0009407,NA,NA,NA,NA,paml_selected,NA,CLP1,relaxed,NA,NA,NA,CLP1
OG0009408,NA,NA,NA,NA,NA,NA,SMPD3,relaxed,NA,NA,NA,SMPD3
OG0009411,DNAJC24,selected,DNAJC24,intensified,paml_selected,NA,NA,NA,NA,NA,NA,DNAJC24
OG0009413,NA,NA,NA,NA,NA,NA,ANKRD11,relaxed,NA,NA,NA,ANKRD11
OG0009414,NA,NA,NA,NA,NA,NA,NUDT19,relaxed,NA,NA,NA,NUDT19
OG0009418,NA,NA,NA,NA,NA,NA,MCMDC2,relaxed,NA,NA,NA,MCMDC2
OG0009420,NA,NA,GMNC,intensified,NA,NA,NA,NA,NA,NA,NA,GMNC
OG0009427,NA,NA,NA,NA,NA,NA,RPP38,relaxed,NA,NA,NA,RPP38
OG0009435,NA,NA,ALOX5AP,intensified,NA,NA,NA,NA,NA,NA,NA,ALOX5AP
OG0009443,NA,NA,NA,NA,paml_selected,NA,DCST1,relaxed,NA,NA,NA,DCST1
OG0009444,NA,NA,NA,NA,NA,NA,CHRNA4,relaxed,NA,NA,NA,CHRNA4
OG0009448,NA,NA,NA,NA,paml_selected,NA,OCA2,relaxed,NA,OCA2,pigmentation,OCA2
OG0009455,NA,NA,NA,NA,NA,NA,HMX2,relaxed,NA,NA,NA,HMX2
OG0009493,NA,NA,HPS4,intensified,NA,NA,NA,NA,NA,HPS4,pigmentation,HPS4
OG0009494,NA,NA,ELMOD3,intensified,NA,NA,NA,NA,NA,NA,NA,ELMOD3
OG0009498,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MAK16
OG0009499,NA,NA,NA,NA,NA,NA,KANSL3,relaxed,NA,NA,NA,KANSL3
OG0009502,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RENBP
OG0009504,NA,NA,NA,NA,NA,NA,WRAP73,relaxed,NA,NA,NA,WRAP73
OG0009506,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TRH
OG0009508,NA,NA,NA,NA,NA,NA,BRPF1,relaxed,NA,NA,NA,BRPF1
OG0009511,NA,NA,DGCR6,intensified,NA,NA,NA,NA,NA,NA,NA,DGCR6
OG0009512,NA,NA,NA,NA,NA,NA,ACTR10,relaxed,NA,NA,NA,ACTR10
OG0009513,NA,NA,NA,NA,NA,NA,C14orf37,relaxed,NA,NA,NA,C14orf37
OG0009514,NA,NA,NA,NA,NA,NA,GZF1,relaxed,NA,NA,NA,GZF1
OG0009515,NA,NA,NUDT14,intensified,paml_selected,NA,NA,NA,NA,NA,NA,NUDT14
OG0009528,NA,NA,SGCB,intensified,NA,NA,NA,NA,NA,NA,NA,SGCB
OG0009530,NA,NA,NA,NA,NA,NA,REPS1,relaxed,NA,NA,NA,REPS1
OG0009531,NA,NA,SMPDL3A,intensified,NA,NA,NA,NA,NA,NA,NA,SMPDL3A
OG0009532,NA,NA,TBC1D32,intensified,NA,NA,NA,NA,NA,NA,NA,TBC1D32
OG0009534,NA,NA,NA,NA,NA,NA,LIN9,relaxed,NA,NA,NA,LIN9
OG0009538,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ILVBL
OG0009539,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MAP9
OG0009545,NA,NA,LMBRD1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,LMBRD1
OG0009546,NA,NA,NA,NA,NA,NA,GSG2,relaxed,NA,NA,NA,GSG2
OG0009548,NA,NA,EXOSC9,intensified,NA,NA,NA,NA,NA,NA,NA,EXOSC9
OG0009550,NA,NA,NA,NA,NA,NA,METTL14,relaxed,NA,NA,NA,METTL14
OG0009559,NA,NA,SS18L2,intensified,NA,NA,NA,NA,NA,NA,NA,SS18L2
OG0009562,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MAPK8IP2
OG0009565,NA,NA,NA,NA,NA,NA,TAT,relaxed,NA,NA,NA,TAT
OG0009567,NA,NA,NA,NA,paml_selected,NA,BLVRB,relaxed,NA,NA,NA,BLVRB
OG0009568,NA,NA,NA,NA,NA,NA,TRIP12,relaxed,NA,NA,NA,TRIP12
OG0009569,NA,NA,BLM,intensified,paml_selected,NA,NA,NA,NA,BLM,pigmentation,BLM
OG0009574,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LRRC2
OG0009577,NA,NA,TBC1D25,intensified,NA,NA,NA,NA,NA,NA,NA,TBC1D25
OG0009581,NA,NA,MRPL55,intensified,NA,NA,NA,NA,NA,NA,NA,MRPL55
OG0009585,NA,NA,NA,NA,paml_selected,NA,ARIH2,relaxed,NA,NA,NA,ARIH2
OG0009587,NA,NA,CEP104,intensified,paml_selected,NA,NA,NA,NA,NA,NA,CEP104
OG0009596,NA,NA,NA,NA,NA,NA,CDK20,relaxed,NA,NA,NA,CDK20
OG0009599,NA,NA,PTGES2,intensified,NA,NA,NA,NA,NA,NA,NA,PTGES2
OG0009603,NA,NA,NA,NA,NA,NA,TAB3,relaxed,NA,NA,NA,TAB3
OG0009605,NA,NA,NA,NA,NA,NA,TNNI3K,relaxed,NA,NA,NA,TNNI3K
OG0009606,NA,NA,NAA38,intensified,NA,NA,NA,NA,NA,NA,NA,NAA38
OG0009608,NA,NA,ASS1,intensified,NA,NA,NA,NA,NA,NA,NA,ASS1
OG0009611,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,WDR36
OG0009614,NA,NA,ANAPC2,intensified,NA,NA,NA,NA,NA,NA,NA,ANAPC2
OG0009615,NA,NA,BSPRY,intensified,NA,NA,NA,NA,NA,NA,NA,BSPRY
OG0009618,NA,NA,NA,NA,NA,NA,EMC6,relaxed,NA,NA,NA,EMC6
OG0009621,NA,NA,NA,NA,NA,NA,RPAIN,relaxed,NA,NA,NA,RPAIN
OG0009622,NA,NA,CYB5D2,intensified,NA,NA,NA,NA,NA,NA,NA,CYB5D2
OG0009629,NA,NA,NA,NA,NA,NA,BCKDK,relaxed,NA,NA,NA,BCKDK
OG0009631,NA,NA,NA,NA,NA,NA,RABEP1,relaxed,NA,NA,NA,RABEP1
OG0009635,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FDXACB1
OG0009640,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,IQCD
OG0009642,NA,NA,NA,NA,NA,NA,KPNB1,relaxed,NA,NA,NA,KPNB1
OG0009643,NA,NA,MRPL24,intensified,NA,NA,NA,NA,NA,NA,NA,MRPL24
OG0009644,NA,NA,NA,NA,paml_selected,NA,ANKLE1,relaxed,NA,NA,NA,ANKLE1
OG0009647,NA,NA,NA,NA,NA,NA,TBCD,relaxed,NA,TBCD,pigmentation,TBCD
OG0009648,NA,NA,GMIP,intensified,paml_selected,NA,NA,NA,NA,NA,NA,GMIP
OG0009651,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TWISTNB
OG0009664,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,WASF2
OG0009666,NA,NA,NA,NA,NA,NA,GATAD1,relaxed,NA,NA,NA,GATAD1
OG0009668,NA,NA,NSMCE1,intensified,NA,NA,NA,NA,NA,NA,NA,NSMCE1
OG0009673,NA,NA,MGMT,intensified,paml_selected,NA,NA,NA,NA,NA,NA,MGMT
OG0009674,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ZNF598
OG0009678,NA,NA,HIRA,intensified,NA,NA,NA,NA,NA,NA,NA,HIRA
OG0009680,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ARHGAP25
OG0009681,NA,NA,NA,NA,paml_selected,NA,KAT6A,relaxed,NA,NA,NA,KAT6A
OG0009685,NA,NA,NA,NA,NA,NA,PPIL2,relaxed,NA,NA,NA,PPIL2
OG0009688,NA,NA,NA,NA,NA,NA,LIMK2,relaxed,NA,NA,NA,LIMK2
OG0009689,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KANK1
OG0009696,NA,NA,NA,NA,NA,NA,NOL6,relaxed,NA,NA,NA,NOL6
OG0009701,NA,NA,C12orf65,intensified,NA,NA,NA,NA,NA,NA,NA,C12orf65
OG0009702,NA,NA,NA,NA,paml_selected,NA,KNTC1,relaxed,NA,NA,NA,KNTC1
OG0009703,NA,NA,NA,NA,NA,NA,MFSD3,relaxed,NA,NA,NA,MFSD3
OG0009704,NA,NA,RNF181,intensified,NA,NA,NA,NA,NA,NA,NA,RNF181
OG0009705,NA,NA,NA,NA,NA,NA,RAD17,relaxed,NA,NA,NA,RAD17
OG0009707,NA,NA,NA,NA,NA,NA,ANKRD13A,relaxed,NA,NA,NA,ANKRD13A
OG0009711,NA,NA,NA,NA,NA,NA,OSTF1,relaxed,NA,NA,NA,OSTF1
OG0009712,NA,NA,NA,NA,NA,NA,C7orf26,relaxed,NA,NA,NA,C7orf26
OG0009713,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ALKBH5
OG0009721,NA,NA,TIMMDC1,intensified,NA,NA,NA,NA,NA,NA,NA,TIMMDC1
OG0009722,NA,NA,NA,NA,NA,NA,GJA8,relaxed,NA,NA,NA,GJA8
OG0009723,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ATF7IP
OG0009725,NA,NA,NA,NA,NA,NA,METAP1D,relaxed,NA,NA,NA,METAP1D
OG0009726,NA,NA,CENPK,intensified,NA,NA,NA,NA,NA,NA,NA,CENPK
OG0009727,NA,NA,NSUN3,intensified,NA,NA,NA,NA,NA,NA,NA,NSUN3
OG0009734,NA,NA,NA,NA,NA,NA,CHRND,relaxed,NA,NA,NA,CHRND
OG0009737,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MYD88
OG0009738,NA,NA,SHISA2,intensified,NA,NA,NA,NA,NA,NA,NA,SHISA2
OG0009740,NA,NA,DCAF11,intensified,NA,NA,NA,NA,NA,NA,NA,DCAF11
OG0009741,NA,NA,NGDN,intensified,NA,NA,NA,NA,NA,NA,NA,NGDN
OG0009743,NA,NA,NA,NA,NA,NA,CMBL,relaxed,NA,NA,NA,CMBL
OG0009748,NA,NA,BLOC1S5,intensified,NA,NA,NA,NA,NA,BLOC1S5,pigmentation,BLOC1S5
OG0009753,NA,NA,NA,NA,NA,NA,STX17,relaxed,NA,STX17,pigmentation,STX17
OG0009754,NA,NA,NA,NA,NA,NA,TMEM245,relaxed,NA,NA,NA,TMEM245
OG0009755,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FRRS1L
OG0009756,NA,NA,TBRG4,intensified,NA,NA,NA,NA,NA,NA,NA,TBRG4
OG0009758,NA,NA,NA,NA,NA,NA,RUNDC3B,relaxed,NA,NA,NA,RUNDC3B
OG0009759,NA,NA,NA,NA,paml_selected,NA,FAM171A1,relaxed,NA,NA,NA,FAM171A1
OG0009761,NA,NA,TRIP13,intensified,NA,NA,NA,NA,NA,NA,NA,TRIP13
OG0009764,NA,NA,MIOS,intensified,NA,NA,NA,NA,NA,NA,NA,MIOS
OG0009768,NA,NA,NA,NA,NA,NA,NOD1,relaxed,NA,NA,NA,NOD1
OG0009770,NA,NA,NA,NA,NA,NA,UBXN7,relaxed,NA,NA,NA,UBXN7
OG0009772,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PIF1
OG0009777,NA,NA,NA,NA,NA,NA,SFT2D3,relaxed,NA,NA,NA,SFT2D3
OG0009778,NA,NA,NA,NA,paml_selected,NA,MIB1,relaxed,NA,MIB1,pigmentation,MIB1
OG0009779,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NPC1
OG0009780,NA,NA,NA,NA,NA,NA,ARMC6,relaxed,NA,NA,NA,ARMC6
OG0009784,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ALG3
OG0009787,NA,NA,GTPBP4,intensified,NA,NA,NA,NA,NA,NA,NA,GTPBP4
OG0009791,NA,NA,MFSD1,intensified,NA,NA,NA,NA,NA,NA,NA,MFSD1
OG0009793,NA,NA,MMS22L,intensified,paml_selected,NA,NA,NA,NA,NA,NA,MMS22L
OG0009794,NA,NA,NA,NA,NA,NA,ATG5,relaxed,NA,NA,NA,ATG5
OG0009796,NA,NA,NA,NA,NA,NA,UROD,relaxed,NA,NA,NA,UROD
OG0009799,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,REXO4
OG0009801,NA,NA,NA,NA,NA,NA,AGGF1,relaxed,NA,NA,NA,AGGF1
OG0009803,NA,NA,STBD1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,STBD1
OG0009804,NA,NA,NA,NA,paml_selected,NA,IDH3B,relaxed,NA,NA,NA,IDH3B
OG0009808,NA,NA,WDR91,intensified,NA,NA,NA,NA,NA,NA,NA,WDR91
OG0009809,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SLC31A2
OG0009812,NA,NA,NA,NA,NA,NA,UBAP1,relaxed,NA,NA,NA,UBAP1
OG0009813,NA,NA,NA,NA,NA,NA,GLRX,relaxed,NA,NA,NA,GLRX
OG0009814,NA,NA,PCSK1,intensified,NA,NA,NA,NA,NA,NA,NA,PCSK1
OG0009815,NA,NA,NA,NA,NA,NA,GFI1B,relaxed,NA,NA,NA,GFI1B
OG0009819,NA,NA,NA,NA,paml_selected,NA,PTPN13,relaxed,NA,NA,NA,PTPN13
OG0009821,NA,NA,NA,NA,NA,NA,KDELC2,relaxed,NA,NA,NA,KDELC2
OG0009828,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KLF4
OG0009829,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,POLD3
OG0009831,NA,NA,TMEM38B,intensified,NA,NA,NA,NA,NA,NA,NA,TMEM38B
OG0009838,NA,NA,SLCO2B1,intensified,NA,NA,NA,NA,NA,NA,NA,SLCO2B1
OG0009842,MPP1,selected,NA,NA,paml_selected,NA,MPP1,relaxed,NA,NA,NA,MPP1
OG0009846,NA,NA,RAD50,intensified,paml_selected,NA,NA,NA,NA,RAD50,pigmentation,RAD50
OG0009849,NA,NA,BOP1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,BOP1
OG0009850,NA,NA,TAZ,intensified,paml_selected,NA,NA,NA,NA,NA,NA,TAZ
OG0009851,NA,NA,L3MBTL1,intensified,NA,NA,NA,NA,NA,NA,NA,L3MBTL1
OG0009852,NA,NA,NA,NA,NA,NA,TCFL5,relaxed,NA,NA,NA,TCFL5
OG0009857,NA,NA,NA,NA,NA,NA,SLC26A10,relaxed,NA,NA,NA,SLC26A10
OG0009861,NA,NA,PLEKHM2,intensified,NA,NA,NA,NA,NA,NA,NA,PLEKHM2
OG0009862,NA,NA,PLEKHN1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,PLEKHN1
OG0009863,NA,NA,C1orf192,intensified,NA,NA,NA,NA,NA,NA,NA,C1orf192
OG0009864,NA,NA,NA,NA,paml_selected,NA,USP19,relaxed,NA,NA,NA,USP19
OG0009865,NA,NA,NA,NA,NA,NA,USP21,relaxed,NA,NA,NA,USP21
OG0009866,NA,NA,TTC34,intensified,NA,NA,NA,NA,NA,NA,NA,TTC34
OG0009870,NA,NA,DDX23,intensified,NA,NA,NA,NA,NA,NA,NA,DDX23
OG0009878,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ZBTB39
OG0009879,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,AGMAT
OG0009882,NA,NA,NA,NA,NA,NA,DNAAF1,relaxed,NA,NA,NA,DNAAF1
OG0009883,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ZFP64
OG0009884,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TSHZ2
OG0009888,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GTPBP6
OG0009889,ZRANB2,selected,ZRANB2,intensified,paml_selected,NA,NA,NA,NA,NA,NA,ZRANB2
OG0009893,NA,NA,TATDN2,intensified,NA,NA,NA,NA,NA,NA,NA,TATDN2
OG0009894,NA,NA,RNF219,intensified,paml_selected,NA,NA,NA,NA,NA,NA,RNF219
OG0009895,NA,NA,NA,NA,NA,NA,TRNT1,relaxed,NA,NA,NA,TRNT1
OG0009896,NA,NA,NA,NA,NA,NA,MST1,relaxed,NA,NA,NA,MST1
OG0009898,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PLTP
OG0009901,NA,NA,NA,NA,NA,NA,IGSF8,relaxed,NA,NA,NA,IGSF8
OG0009908,RAD18,selected,RAD18,intensified,NA,NA,NA,NA,NA,NA,NA,RAD18
OG0009912,NA,NA,NA,NA,NA,NA,PPIL1,relaxed,NA,NA,NA,PPIL1
OG0009915,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LRRC7
OG0009917,NA,NA,NA,NA,NA,NA,USP13,relaxed,NA,USP13,pigmentation,USP13
OG0009918,NA,NA,NA,NA,NA,NA,DPT,relaxed,NA,NA,NA,DPT
OG0009919,NA,NA,NA,NA,NA,NA,NME7,relaxed,NA,NA,NA,NME7
OG0009920,NA,NA,NA,NA,NA,NA,KANK4,relaxed,NA,NA,NA,KANK4
OG0009924,NA,NA,NA,NA,NA,NA,TNPO3,relaxed,NA,NA,NA,TNPO3
OG0009928,NA,NA,RERG,intensified,NA,NA,NA,NA,NA,NA,NA,RERG
OG0009930,NA,NA,NA,NA,NA,NA,ATP5C1,relaxed,NA,NA,NA,ATP5C1
OG0009937,NA,NA,ANKRD16,intensified,NA,NA,NA,NA,NA,NA,NA,ANKRD16
OG0009941,NA,NA,NA,NA,NA,NA,SVOPL,relaxed,NA,NA,NA,SVOPL
OG0009942,NA,NA,NA,NA,NA,NA,SULT4A1,relaxed,NA,NA,NA,SULT4A1
OG0009943,NA,NA,NA,NA,NA,NA,SMO,relaxed,NA,SMO,pigmentation,SMO
OG0009944,NA,NA,NA,NA,NA,NA,PAH,relaxed,NA,PAH,pigmentation,PAH
OG0009945,NA,NA,PSMC2,intensified,NA,NA,NA,NA,NA,NA,NA,PSMC2
OG0009946,NA,NA,NA,NA,NA,NA,YEATS4,relaxed,NA,NA,NA,YEATS4
OG0009947,NA,NA,NA,NA,NA,NA,ACSS3,relaxed,NA,NA,NA,ACSS3
OG0009950,NA,NA,ERP27,intensified,NA,NA,NA,NA,NA,NA,NA,ERP27
OG0009959,NA,NA,TCF19,intensified,NA,NA,NA,NA,NA,NA,NA,TCF19
OG0009960,NA,NA,NA,NA,NA,NA,SDHA,relaxed,NA,NA,NA,SDHA
OG0009962,NA,NA,NA,NA,paml_selected,NA,LRRC71,relaxed,NA,NA,NA,LRRC71
OG0009966,NA,NA,COL9A2,intensified,NA,NA,NA,NA,NA,NA,NA,COL9A2
OG0009967,NA,NA,NA,NA,paml_selected,NA,PHF14,relaxed,NA,NA,NA,PHF14
OG0009969,NA,NA,EIF3I,intensified,NA,NA,NA,NA,NA,EIF3I,pigmentation,EIF3I
OG0009971,NA,NA,NA,NA,NA,NA,EYA3,relaxed,NA,NA,NA,EYA3
OG0009974,NA,NA,WBP11,intensified,paml_selected,NA,NA,NA,NA,NA,NA,WBP11
OG0009976,KIAA1467,selected,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KIAA1467
OG0009979,NA,NA,CWF19L1,intensified,NA,NA,NA,NA,NA,NA,NA,CWF19L1
OG0009981,NA,NA,NA,NA,NA,NA,PROSER2,relaxed,NA,NA,NA,PROSER2
OG0009982,NA,NA,FBXO7,intensified,NA,NA,NA,NA,NA,NA,NA,FBXO7
OG0009983,NA,NA,NA,NA,NA,NA,XPOT,relaxed,NA,NA,NA,XPOT
OG0009986,NA,NA,TRAPPC11,intensified,paml_selected,NA,NA,NA,NA,NA,NA,TRAPPC11
OG0009988,CSPG4,selected,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CSPG4
OG0009992,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SMYD5
OG0009996,NA,NA,NA,NA,NA,NA,UEVLD,relaxed,NA,NA,NA,UEVLD
OG0009997,NA,NA,NA,NA,NA,NA,DUSP8,relaxed,NA,NA,NA,DUSP8
OG0010000,NA,NA,NA,NA,paml_selected,NA,LDLRAD3,relaxed,NA,NA,NA,LDLRAD3
OG0010003,NA,NA,NA,NA,NA,NA,RPGRIP1L,relaxed,NA,NA,NA,RPGRIP1L
OG0010004,NA,NA,SIGIRR,intensified,NA,NA,NA,NA,NA,NA,NA,SIGIRR
OG0010005,NA,NA,NA,NA,NA,NA,USP3,relaxed,NA,USP3,pigmentation,USP3
OG0010010,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KIAA1033
OG0010011,NA,NA,METTL20,intensified,NA,NA,NA,NA,NA,NA,NA,METTL20
OG0010013,NA,NA,CHID1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,CHID1
OG0010015,NA,NA,NA,NA,NA,NA,PUS7,relaxed,NA,NA,NA,PUS7
OG0010020,NA,NA,NA,NA,paml_selected,NA,TNIP1,relaxed,NA,NA,NA,TNIP1
OG0010021,NA,NA,NA,NA,NA,NA,DCTN4,relaxed,NA,NA,NA,DCTN4
OG0010022,NA,NA,NA,NA,NA,NA,N4BP3,relaxed,NA,NA,NA,N4BP3
OG0010026,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FAM135B
OG0010030,NA,NA,NA,NA,paml_selected,NA,GALT,relaxed,NA,NA,NA,GALT
OG0010033,NA,NA,PHAX,intensified,paml_selected,NA,NA,NA,NA,NA,NA,PHAX
OG0010037,NA,NA,HYOU1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,HYOU1
OG0010039,NA,NA,NA,NA,paml_selected,NA,IFT46,relaxed,NA,NA,NA,IFT46
OG0010043,NA,NA,NA,NA,paml_selected,NA,FEZ1,relaxed,NA,NA,NA,FEZ1
OG0010045,NA,NA,NA,NA,NA,NA,TIMM10B,relaxed,NA,NA,NA,TIMM10B
OG0010048,NA,NA,ALG5,intensified,NA,NA,NA,NA,NA,NA,NA,ALG5
OG0010049,NA,NA,NA,NA,NA,NA,SUPT20H,relaxed,NA,NA,NA,SUPT20H
OG0010050,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RIPK4
OG0010051,NA,NA,ATG10,intensified,NA,NA,NA,NA,NA,NA,NA,ATG10
OG0010052,NA,NA,NA,NA,NA,NA,ACADS,relaxed,NA,NA,NA,ACADS
OG0010053,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SCARB1
OG0010056,NA,NA,NA,NA,NA,NA,C2CD2,relaxed,NA,NA,NA,C2CD2
OG0010059,NA,NA,NA,NA,NA,NA,TRIM37,relaxed,NA,NA,NA,TRIM37
OG0010063,NA,NA,AP4M1,intensified,NA,NA,NA,NA,NA,NA,NA,AP4M1
OG0010064,NA,NA,NA,NA,NA,NA,ACER3,relaxed,NA,NA,NA,ACER3
OG0010065,NA,NA,EPB41L4A,intensified,paml_selected,NA,NA,NA,NA,NA,NA,EPB41L4A
OG0010067,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DDX56
OG0010068,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FGFR1OP
OG0010070,NA,NA,NA,NA,NA,NA,ACAT2,relaxed,NA,NA,NA,ACAT2
OG0010073,NA,NA,NA,NA,NA,NA,MGAT2,relaxed,NA,NA,NA,MGAT2
OG0010074,NA,NA,NA,NA,NA,NA,TCTE1,relaxed,NA,NA,NA,TCTE1
OG0010078,NA,NA,HVCN1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,HVCN1
OG0010081,NA,NA,NA,NA,paml_selected,NA,SPPL3,relaxed,NA,NA,NA,SPPL3
OG0010083,NA,NA,SMC5,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SMC5
OG0010084,NA,NA,NA,NA,NA,NA,SLC7A6OS,relaxed,NA,NA,NA,SLC7A6OS
OG0010086,NA,NA,NA,NA,NA,NA,TDRD3,relaxed,NA,NA,NA,TDRD3
OG0010090,NA,NA,LRRC28,intensified,NA,NA,NA,NA,NA,NA,NA,LRRC28
OG0010096,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KIAA0226
OG0010100,NA,NA,NA,NA,NA,NA,DPH5,relaxed,NA,NA,NA,DPH5
OG0010102,NA,NA,NA,NA,NA,NA,TMEM221,relaxed,NA,NA,NA,TMEM221
OG0010106,NA,NA,NA,NA,NA,NA,POLE4,relaxed,NA,NA,NA,POLE4
OG0010108,NA,NA,NA,NA,NA,NA,SGTA,relaxed,NA,NA,NA,SGTA
OG0010109,NA,NA,NA,NA,NA,NA,NDUFA11,relaxed,NA,NA,NA,NDUFA11
OG0010114,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCDC50
