gene_symbol,OG,TargetSpecies_Count,Reference_Count
BOLL,OG0009643,NA,NA
BOP1,OG0009058,NA,NA
BORA,OG0006466,NA,NA
BORCS7,OG0010403,NA,NA
BPHL,OG0004698,NA,NA
BPIFB4,NA,1,1
BPIFB6,NA,1,1
BPNT1,OG0005924,NA,NA
BPTF,OG0003715,1,1
BRAF,OG0009585,NA,NA
BRAP,OG0010663,2,2
BRAT1,OG0008359,NA,NA
BRCA1,OG0010125,NA,NA
BRCA2,OG0005593,1,1
BRCC3,OG0006332,NA,NA
BRD7,OG0005828,NA,NA
BRD9,OG0010465,NA,NA
BRDT,NA,1,1
BRE,OG0010184,NA,NA
BRF1,OG0005168,NA,NA
BRF2,OG0008620,NA,NA
BRI3,OG0007538,NA,NA
BRI3BP,OG0011440,NA,NA
BRICD5,OG0011718,NA,NA
BRIP1,OG0010067,2,2
BRIX1,OG0008605,NA,NA
BRK1,OG0004967,NA,NA
BROX,OG0005909,NA,NA
BRPF1,OG0006968,NA,NA
BRS3,OG0012355,NA,NA
BRWD1,NA,1,1
BRWD3,NA,1,1
BSCL2,OG0007174,NA,NA
BSDC1,OG0010391,NA,NA
BSN,OG0003376,NA,NA
BSND,OG0008583,NA,NA
BSPRY,OG0011095,NA,NA
BST1,NA,1,1
BSX,OG0004509,NA,NA
BTAF1,OG0011921,NA,NA
BTBD10,NA,1,1
BTBD16,OG0011659,NA,NA
BTBD17,OG0006158,NA,NA
BTBD18,NA,1,1
BTBD19,OG0011049,NA,NA
BTBD7,OG0010598,NA,NA
BTBD8,NA,1,1
BTBD9,OG0007552,NA,NA
BTC,OG0010827,NA,NA
BTG4,NA,1,1
BUB1,OG0008897,1,1
BUB1B,OG0004748,NA,NA
BUB3,OG0007159,NA,NA
BUD13,OG0005167,NA,NA
BUD31,OG0004285,NA,NA
BVES,OG0009080,1,1
BYSL,OG0007711,NA,NA
C10orf10,OG0012438,NA,NA
C10orf105,OG0009668,NA,NA
C10orf107,OG0006896,NA,NA
C10orf11,OG0007541,NA,NA
C10orf12,OG0003710,NA,NA
C10orf2,OG0009783,NA,NA
C10orf53,OG0011887,NA,NA
C10orf54,OG0011720,NA,NA
C10orf71,OG0011706,NA,NA
C10orf76,OG0008590,NA,NA
C11orf1,OG0011543,1,1
C11orf16,OG0011134,1,1
C11orf24,OG0008818,NA,NA
C11orf30,OG0004286,NA,NA
C11orf49,OG0009720,NA,NA
C11orf52,OG0011315,NA,NA
C11orf53,OG0006992,NA,NA
C11orf54,OG0009883,NA,NA
C11orf57,OG0005118,NA,NA
C11orf58,OG0009507,NA,NA
C11orf63,OG0006774,NA,NA
C11orf65,OG0012068,1,1
C11orf68,OG0012333,NA,NA
C11orf70,OG0011760,NA,NA
C11orf73,OG0008518,NA,NA
C11orf74,OG0010887,1,1
C11orf80,NA,1,1
C11orf85,OG0012510,NA,NA
C11orf87,OG0007173,NA,NA
C11orf88,OG0012475,NA,NA
C11orf91,OG0012508,NA,NA
C11orf95,OG0009722,NA,NA
C11orf96,OG0007994,NA,NA
C12orf10,OG0010970,NA,NA
C12orf29,OG0008301,NA,NA
C12orf4,OG0008969,NA,NA
C12orf43,OG0009146,NA,NA
C12orf49,OG0008019,NA,NA
C12orf57,OG0011671,NA,NA
C12orf65,OG0006055,NA,NA
C12orf66,OG0008457,NA,NA
C12orf73,OG0010769,NA,NA
C14orf1,OG0008753,NA,NA
C14orf105,OG0012172,NA,NA
C14orf119,OG0009615,NA,NA
C14orf132,OG0009584,NA,NA
C14orf159,OG0010473,NA,NA
C14orf166,OG0005112,NA,NA
C14orf169,OG0008163,NA,NA
C14orf180,OG0012069,NA,NA
C14orf28,OG0011186,NA,NA
C14orf37,OG0009880,NA,NA
C14orf39,OG0011967,NA,NA
C14orf80,OG0007754,NA,NA
C14orf93,OG0012071,NA,NA
C15orf26,OG0010079,NA,NA
C15orf27,OG0004592,NA,NA
C15orf39,OG0006464,1,1
C15orf40,OG0008722,NA,NA
C15orf41,OG0010116,NA,NA
C15orf43,OG0011927,NA,NA
C15orf57,OG0008277,NA,NA
C15orf59,OG0010471,NA,NA
C15orf61,OG0008244,NA,NA
C15orf65,OG0012607,NA,NA
C16orf46,OG0009824,NA,NA
C16orf52,OG0004681,NA,NA
C16orf54,OG0012202,NA,NA
C16orf58,OG0009601,NA,NA
C16orf59,OG0011036,NA,NA
C16orf62,OG0011067,NA,NA
C16orf70,OG0007844,NA,NA
C16orf87,OG0007602,NA,NA
C16orf89,OG0011791,1,1
C16orf91,OG0012609,NA,NA
C16orf92,NA,1,1
C16orf93,OG0011796,NA,NA
C16orf96,NA,1,1
C17orf47,NA,1,1
C17orf49,OG0008536,NA,NA
C17orf53,OG0007382,NA,NA
C17orf58,OG0011857,NA,NA
C17orf59,OG0004631,NA,NA
C17orf62,OG0009354,NA,NA
C17orf67,OG0009590,NA,NA
C17orf70,OG0009749,NA,NA
C17orf75,OG0008867,1,1
C17orf78,NA,1,1
C17orf85,OG0011715,NA,NA
C17orf96,OG0012635,NA,NA
C17orf97,OG0012055,NA,NA
C18orf21,OG0004211,NA,NA
C18orf25,OG0006416,NA,NA
C18orf54,OG0007368,NA,NA
C18orf63,OG0011908,1,1
C18orf8,OG0010865,NA,NA
C19orf10,OG0005106,NA,NA
C19orf25,OG0011852,1,1
C19orf26,OG0005374,NA,NA
C19orf40,OG0009959,NA,NA
C19orf43,OG0007363,NA,NA
C19orf44,OG0007609,NA,NA
C19orf47,OG0010428,NA,NA
C19orf52,OG0007242,NA,NA
C19orf53,OG0007727,NA,NA
C19orf54,OG0006030,1,1
C19orf57,OG0012358,NA,NA
C19orf60,OG0012228,NA,NA
C19orf66,OG0005998,NA,NA
C19orf67,OG0011900,NA,NA
C19orf70,OG0004876,NA,NA
C1D,OG0004633,NA,NA
C1orf106,OG0004589,NA,NA
C1orf109,OG0010362,NA,NA
C1orf110,OG0010911,NA,NA
C1orf112,OG0008332,NA,NA
C1orf115,OG0011171,1,1
C1orf116,OG0005357,NA,NA
C1orf123,OG0008201,NA,NA
C1orf131,OG0009676,NA,NA
C1orf146,OG0011517,NA,NA
C1orf158,OG0009860,NA,NA
C1orf159,OG0012287,NA,NA
C1orf168,OG0012344,NA,NA
C1orf174,OG0008637,NA,NA
C1orf177,OG0010766,NA,NA
C1orf189,OG0012595,NA,NA
C1orf192,OG0009662,NA,NA
C1orf194,OG0009867,NA,NA
C1orf198,OG0009913,NA,NA
C1orf21,OG0005216,NA,NA
C1orf216,OG0009694,NA,NA
C1orf228,OG0008404,NA,NA
C1orf233,OG0011711,NA,NA
C1orf27,OG0009370,NA,NA
C1orf35,OG0011443,NA,NA
C1orf43,OG0005206,NA,NA
C1orf50,OG0011354,NA,NA
C1orf52,OG0007778,NA,NA
C1orf68,NA,1,1
C1orf74,OG0009967,NA,NA
C1orf85,OG0009320,NA,NA
C1orf94,OG0012684,1,1
C1orf95,OG0012309,NA,NA
C1QA,NA,1,1
C1QB,NA,1,1
C1QBP,OG0007586,NA,NA
C1QTNF2,NA,1,1
C1QTNF3,OG0012035,NA,NA
C1QTNF5,OG0008032,1,1
C1QTNF6,NA,1,1
C1QTNF9,NA,1,1
C1QTNF9B,NA,1,1
C1R,NA,1,1
C1S,NA,1,1
C2,NA,1,1
C20orf173,NA,1,1
C20orf187,NA,1,1
C20orf194,OG0009334,1,1
C20orf195,OG0012352,NA,NA
C20orf196,OG0012041,NA,NA
C20orf24,OG0008260,NA,NA
C20orf27,OG0006033,NA,NA
C20orf85,OG0009716,NA,NA
C20orf96,OG0011302,NA,NA
C21orf2,OG0011241,NA,NA
C21orf59,OG0005128,NA,NA
C21orf62,OG0009744,NA,NA
C21orf91,OG0008475,NA,NA
C22orf23,OG0010520,NA,NA
C22orf39,OG0009843,NA,NA
C2CD2,OG0004595,NA,NA
C2CD2L,OG0010592,NA,NA
C2CD3,OG0004408,1,1
C2CD5,OG0006617,1,1
C2orf16,NA,1,1
C2orf40,OG0008004,NA,NA
C2orf42,OG0006488,NA,NA
C2orf43,OG0009888,NA,NA
C2orf47,OG0007875,NA,NA
C2orf49,OG0010652,NA,NA
C2orf50,OG0010907,NA,NA
C2orf61,OG0010978,NA,NA
C2orf66,OG0012065,NA,NA
C2orf68,OG0005147,NA,NA
C2orf69,OG0008861,NA,NA
C2orf70,OG0012024,1,1
C2orf71,OG0005014,NA,NA
C2orf72,OG0010089,1,1
C2orf73,OG0012016,NA,NA
C2orf76,OG0010421,NA,NA
C2orf80,NA,2,2
C2orf81,OG0009704,NA,NA
C2orf82,OG0012261,NA,NA
C3orf14,OG0011141,1,1
C3orf17,OG0007501,NA,NA
C3orf18,OG0008976,NA,NA
C3orf20,NA,1,1
C3orf33,OG0008341,NA,NA
C3orf38,OG0005456,NA,NA
C3orf52,OG0010292,NA,NA
C3orf58,OG0010683,NA,NA
C3orf62,OG0012360,NA,NA
C3orf67,OG0005758,NA,NA
C3orf70,OG0004689,NA,NA
C3orf80,OG0012417,NA,NA
C4orf22,OG0009684,NA,NA
C4orf27,OG0007210,NA,NA
C4orf29,OG0011079,NA,NA
C4orf32,OG0011820,NA,NA
C4orf45,OG0012251,NA,NA
C4orf47,OG0009729,NA,NA
C4orf48,OG0011491,NA,NA
C5,OG0011957,NA,NA
C5orf15,OG0007495,NA,NA
C5orf22,OG0008725,NA,NA
C5orf24,OG0006345,NA,NA
C5orf28,OG0010212,NA,NA
C5orf30,OG0011526,NA,NA
C5orf34,OG0008916,2,2
C5orf42,OG0003924,NA,NA
C5orf45,OG0011320,NA,NA
C5orf46,NA,1,1
C5orf49,OG0008216,NA,NA
C5orf63,OG0006848,NA,NA
C6,OG0004165,NA,NA
C6orf106,OG0003964,NA,NA
C6orf118,OG0011616,NA,NA
C6orf120,OG0009393,NA,NA
C6orf136,OG0009105,NA,NA
C6orf203,OG0007047,NA,NA
C6orf211,OG0009755,NA,NA
C6orf222,NA,1,1
C6orf47,OG0010732,1,1
C6orf57,OG0011534,NA,NA
C6orf62,OG0005253,NA,NA
C6orf89,OG0011442,1,1
C7,OG0004729,NA,NA
C7orf25,OG0008893,NA,NA
C7orf26,OG0010534,NA,NA
C7orf43,OG0008407,NA,NA
C7orf49,OG0008662,NA,NA
C7orf50,OG0011802,NA,NA
C7orf55,OG0011799,NA,NA
C7orf57,OG0005292,NA,NA
C7orf60,OG0005519,NA,NA
C7orf61,NA,1,1
C7orf72,OG0009648,NA,NA
C8A,OG0006868,NA,NA
C8B,OG0011660,1,1
C8G,OG0011605,NA,NA
C8orf22,OG0012611,NA,NA
C8orf33,OG0008448,NA,NA
C8orf34,OG0007693,NA,NA
C8orf37,OG0009939,NA,NA
C8orf4,OG0005166,NA,NA
C8orf48,OG0009954,NA,NA
C8orf74,OG0008152,NA,NA
C8orf76,OG0006334,NA,NA
C8orf82,OG0008215,NA,NA
C9,OG0008182,1,1
C9orf114,OG0009196,NA,NA
C9orf116,OG0012094,NA,NA
C9orf117,OG0011585,NA,NA
C9orf131,NA,1,1
C9orf135,OG0012025,NA,NA
C9orf142,OG0011167,NA,NA
C9orf152,OG0011012,NA,NA
C9orf16,OG0006507,NA,NA
C9orf171,OG0011553,NA,NA
C9orf172,OG0011705,NA,NA
C9orf24,OG0012588,NA,NA
C9orf3,OG0004244,NA,NA
C9orf40,OG0012603,NA,NA
C9orf41,OG0006951,NA,NA
C9orf64,OG0008254,NA,NA
C9orf69,OG0010985,NA,NA
C9orf72,OG0009176,NA,NA
C9orf78,OG0008862,NA,NA
C9orf84,OG0004549,NA,NA
C9orf85,OG0006356,NA,NA
C9orf89,OG0006179,NA,NA
C9orf9,OG0006845,NA,NA
C9orf91,OG0004656,NA,NA
CA10,OG0005604,NA,NA
CA12,NA,1,1
CA4,NA,1,1
CA6,OG0005751,NA,NA
CA8,OG0008371,NA,NA
CA9,OG0010218,NA,NA
CAAP1,OG0010142,NA,NA
CABCOCO1,NA,1,1
CABIN1,OG0004050,NA,NA
CABYR,OG0012194,NA,NA
CACFD1,OG0010702,NA,NA
CACHD1,OG0004941,NA,NA
CACNA1C,NA,1,1
CACNB2,NA,1,1
CACNG1,OG0005192,NA,NA
CACNG4,OG0004579,NA,NA
CACTIN,OG0008589,NA,NA
CACUL1,OG0007423,NA,NA
CACYBP,OG0006581,NA,NA
CADM1,OG0005120,NA,NA
CADM2,NA,1,1
CADM4,OG0008787,NA,NA
CADPS,NA,1,1
CALB1,OG0008312,NA,NA
CALB2,OG0005711,NA,NA
CALCOCO1,OG0009163,NA,NA
CALCOCO2,OG0007648,NA,NA
CALCR,NA,1,1
CALD1,OG0004770,NA,NA
CALHM2,OG0010984,NA,NA
CALHM5,NA,1,1
CALML4,OG0009048,NA,NA
CALR3,NA,1,1
CALU,OG0004791,NA,NA
CAMKMT,OG0009932,NA,NA
CAMLG,OG0011045,NA,NA
CAMSAP1,OG0009457,NA,NA
CAMSAP2,OG0003874,NA,NA
CAMTA2,NA,1,1
CAND2,NA,1,1
CANT1,OG0007811,NA,NA
CAP1,NA,1,1
CAPG,OG0008486,NA,NA
CAPN10,OG0010255,NA,NA
CAPN13,NA,1,1
CAPN15,OG0009253,NA,NA
CAPN3,OG0005938,NA,NA
CAPN7,OG0005554,NA,NA
CAPN9,OG0011814,NA,NA
CAPRIN1,OG0004875,NA,NA
CAPRIN2,OG0006778,NA,NA
CAPS,NA,1,1
CAPS2,OG0011689,1,1
CAPZB,OG0006835,NA,NA
CARD10,OG0011250,1,1
CARD14,OG0011421,1,1
CARD6,NA,1,1
CARD9,OG0009753,NA,NA
CARF,OG0007571,1,1
CARKD,OG0007718,NA,NA
CARMIL3,NA,1,1
CARS,OG0011166,NA,NA
CARS2,OG0011386,NA,NA
CASC1,OG0006881,NA,NA
CASC3,OG0007670,NA,NA
CASC4,OG0006525,NA,NA
CASC5,OG0006028,NA,NA
CASD1,OG0010774,NA,NA
CASK,OG0005645,NA,NA
CASP1,NA,1,1
CASP10,NA,2,2
CASP2,OG0011152,NA,NA
CASP4,NA,1,1
CASP6,OG0003696,NA,NA
CASP8AP2,OG0005310,1,1
CASP9,OG0007915,NA,NA
CASQ1,NA,1,1
CASQ2,NA,1,1
CASS4,OG0007227,NA,NA
CAST,OG0005953,NA,NA
CASZ1,OG0010124,NA,NA
CAT,OG0004732,NA,NA
CATIP,OG0008217,1,1
CATSPER2,OG0012654,NA,NA
CATSPER3,OG0012146,NA,NA
CATSPER4,OG0012254,NA,NA
CATSPERB,NA,1,1
CATSPERG,NA,1,1
CAVIN4,NA,1,1
CBFA2T2,OG0007549,NA,NA
CBFB,OG0008446,NA,NA
CBLL1,OG0004301,1,1
CBR4,OG0008618,NA,NA
CBX2,OG0005622,NA,NA
CBX3,NA,1,1
CBX4,OG0005926,NA,NA
CBX6,OG0003989,NA,NA
CBX7,OG0004134,NA,NA
CBX8,OG0004427,NA,NA
CBY1,OG0006173,NA,NA
CC2D1A,NA,1,1
CCAR1,OG0007904,NA,NA
CCAR2,OG0007600,NA,NA
CCDC101,OG0007523,NA,NA
CCDC103,OG0006766,NA,NA
CCDC105,OG0008313,1,1
CCDC107,OG0008917,NA,NA
CCDC108,OG0006920,NA,NA
CCDC11,OG0011767,NA,NA
CCDC112,OG0011238,NA,NA
CCDC113,OG0011034,NA,NA
CCDC115,OG0006322,1,1
CCDC116,NA,1,1
CCDC117,OG0009193,NA,NA
CCDC12,OG0007765,NA,NA
CCDC120,OG0005110,NA,NA
CCDC122,OG0011536,NA,NA
CCDC124,OG0011149,NA,NA
CCDC125,OG0011336,NA,NA
CCDC126,OG0007374,NA,NA
CCDC127,OG0005178,NA,NA
CCDC129,OG0009803,NA,NA
CCDC13,OG0009925,NA,NA
CCDC130,OG0007540,NA,NA
CCDC132,OG0006058,NA,NA
CCDC134,OG0009863,NA,NA
CCDC135,OG0007065,NA,NA
CCDC136,OG0005866,NA,NA
CCDC137,OG0008708,NA,NA
CCDC138,OG0006886,NA,NA
CCDC14,OG0010163,1,1
CCDC141,OG0004576,1,1
CCDC142,OG0005202,NA,NA
CCDC146,OG0007291,NA,NA
CCDC148,OG0011208,NA,NA
CCDC149,OG0006474,NA,NA
CCDC15,OG0010324,NA,NA
CCDC150,OG0010034,NA,NA
CCDC151,OG0008617,1,1
CCDC152,OG0011504,NA,NA
CCDC153,OG0011029,NA,NA
CCDC155,OG0007884,NA,NA
CCDC158,OG0009819,NA,NA
CCDC160,OG0012121,NA,NA
CCDC166,OG0005999,NA,NA
CCDC167,OG0012188,NA,NA
CCDC170,NA,1,1
CCDC171,OG0003750,1,1
CCDC172,OG0011941,NA,NA
CCDC173,OG0010519,1,1
CCDC174,OG0007377,1,1
CCDC175,OG0008133,1,1
CCDC176,OG0009567,NA,NA
CCDC178,OG0005813,NA,NA
CCDC18,OG0005644,1,1
CCDC180,OG0005973,1,1
CCDC181,OG0008245,NA,NA
CCDC183,OG0012625,NA,NA
CCDC184,NA,1,1
CCDC186,OG0006427,NA,NA
CCDC197,OG0012108,NA,NA
CCDC22,OG0011766,NA,NA
CCDC23,OG0010378,NA,NA
CCDC24,OG0011882,NA,NA
CCDC25,OG0010227,1,1
CCDC30,OG0011775,2,2
CCDC33,NA,1,1
CCDC34,OG0006837,1,1
CCDC36,OG0008146,NA,NA
CCDC38,NA,1,1
CCDC39,OG0009321,NA,NA
CCDC40,OG0007296,NA,NA
CCDC43,OG0005679,NA,NA
CCDC47,OG0006755,NA,NA
CCDC50,NA,1,1
CCDC51,OG0011507,1,1
CCDC53,OG0005133,NA,NA
CCDC57,OG0008945,NA,NA
CCDC58,OG0008829,NA,NA
CCDC59,OG0008383,NA,NA
CCDC6,OG0007480,NA,NA
CCDC60,OG0010931,NA,NA
CCDC61,OG0004762,NA,NA
CCDC62,OG0011414,NA,NA
CCDC64,OG0006217,NA,NA
CCDC64B,OG0010187,NA,NA
CCDC65,OG0008524,NA,NA
CCDC66,OG0011859,1,1
CCDC68,OG0011713,NA,NA
CCDC69,OG0009385,NA,NA
CCDC71,OG0007326,NA,NA
CCDC71L,OG0012314,NA,NA
CCDC73,OG0011987,1,1
CCDC77,OG0008242,1,1
CCDC78,OG0011032,NA,NA
CCDC79,OG0008083,NA,NA
CCDC80,OG0003558,NA,NA
CCDC81,OG0008411,1,1
CCDC82,OG0005093,NA,NA
CCDC83,OG0010399,NA,NA
CCDC84,OG0011712,NA,NA
CCDC85A,OG0005396,NA,NA
CCDC85B,OG0010240,NA,NA
CCDC85C,OG0005640,NA,NA
CCDC86,OG0010159,NA,NA
CCDC87,OG0005738,1,1
CCDC89,OG0010764,NA,NA
CCDC9,OG0004198,NA,NA
CCDC91,OG0012031,NA,NA
CCDC93,OG0011357,NA,NA
CCDC94,OG0006256,NA,NA
CCDC96,OG0010983,NA,NA
CCDC97,OG0007626,1,1
CCHCR1,OG0009157,1,1
CCK,OG0003955,NA,NA
CCKAR,NA,1,1
CCKBR,NA,1,1
CCL13,NA,1,1
CCL18,NA,1,1
CCM2,OG0010427,NA,NA
CCM2L,OG0009135,NA,NA
CCNA1,OG0011511,NA,NA
CCNA2,OG0009314,NA,NA
CCNB1,OG0005283,NA,NA
CCNB1IP1,OG0008052,NA,NA
CCNB2,OG0007297,NA,NA
CCNB3,OG0004787,1,1
CCNC,OG0007736,NA,NA
CCNDBP1,OG0008846,1,1
CCNE1,OG0007468,NA,NA
CCNE2,OG0006685,NA,NA
CCNF,OG0007823,NA,NA
CCNG1,OG0004954,NA,NA
CCNG2,OG0006090,NA,NA
CCNH,OG0010048,1,1
CCNK,OG0006016,NA,NA
CCNO,OG0008137,NA,NA
CCNT1,OG0010209,1,1
CCNT2,OG0007769,NA,NA
CCP110,OG0004685,1,1
CCPG1,OG0007551,1,1
CCR10,OG0012515,1,1
CCR4,NA,1,1
CCR6,OG0004368,1,1
CCR7,NA,1,1
CCR9,NA,1,1
CCRL2,NA,1,1
CCRN4L,OG0005264,NA,NA
CCS,OG0008276,NA,NA
CCSAP,OG0010262,NA,NA
CCSER2,OG0003981,NA,NA
CCT2,OG0007172,1,1
CCT3,OG0005197,NA,NA
CCT4,OG0006402,NA,NA
CCT5,OG0008603,NA,NA
CCT7,OG0011145,NA,NA
CCT8,OG0008436,NA,NA
CCZ1,OG0006982,NA,NA
CD101,NA,1,1
CD109,OG0004401,NA,NA
CD14,NA,1,1
CD2,OG0003122,NA,NA
CD200R1L,NA,1,1
CD226,OG0010975,NA,NA
CD247,OG0008264,NA,NA
CD248,OG0005592,1,1
CD2AP,OG0005509,NA,NA
CD34,OG0011530,NA,NA
CD36,OG0004980,1,1
CD3D,NA,1,1
CD3E,OG0011123,NA,NA
CD3EAP,OG0011310,1,1
CD40LG,OG0008062,NA,NA
CD44,OG0007024,NA,NA
CD47,NA,1,1
CD5,OG0012371,NA,NA
CD53,OG0012207,1,1
CD6,OG0010832,1,1
CD68,OG0012325,NA,NA
CD7,OG0004152,1,1
CD72,NA,1,1
CD74,OG0008673,1,1
CD79A,OG0006873,NA,NA
CD79B,OG0012161,1,1
CD82,NA,1,1
CD8A,OG0010949,NA,NA
CD93,OG0010276,1,1
CDA,OG0004226,NA,NA
CDADC1,OG0008823,1,1
CDAN1,OG0010735,NA,NA
CDC123,OG0008709,NA,NA
CDC16,OG0006110,NA,NA
CDC20,OG0009852,NA,NA
CDC20B,OG0012664,NA,NA
CDC23,OG0010545,NA,NA
CDC26,OG0009561,NA,NA
CDC27,OG0005613,NA,NA
CDC37,OG0006077,NA,NA
CDC37L1,OG0010106,NA,NA
CDC40,OG0011304,NA,NA
CDC42BPB,NA,1,1
CDC42BPG,NA,1,1
CDC42EP1,OG0005913,NA,NA
CDC42EP2,OG0010254,1,1
CDC42EP3,OG0007493,NA,NA
CDC42EP4,OG0004399,NA,NA
CDC45,OG0010407,NA,NA
CDC5L,OG0009152,NA,NA
CDC6,OG0005236,NA,NA
CDC7,OG0009162,NA,NA
CDC73,OG0008857,NA,NA
CDCA2,OG0009441,1,1
CDCA3,OG0004570,NA,NA
CDCA8,OG0009004,NA,NA
CDCP1,OG0004714,1,1
CDCP2,OG0005516,NA,NA
CDH1,NA,2,2
CDH13,OG0004363,1,1
CDH15,OG0004903,NA,NA
CDH16,OG0011433,1,1
CDH17,OG0010816,1,1
CDH19,NA,1,1
CDH20,OG0011532,NA,NA
CDH26,NA,1,1
CDHR1,OG0004600,NA,NA
CDHR2,OG0005530,1,1
CDHR3,NA,1,1
CDK1,OG0004619,NA,NA
CDK10,OG0010706,NA,NA
CDK12,NA,1,1
CDK2,NA,1,1
CDK20,OG0006069,NA,NA
CDK5,OG0009067,NA,NA
CDK5RAP1,OG0007476,1,1
CDK5RAP2,OG0003131,1,1
CDK5RAP3,OG0006895,NA,NA
CDK7,OG0008458,NA,NA
CDK9,OG0008644,NA,NA
CDKAL1,OG0008542,NA,NA
CDKL2,OG0008158,NA,NA
CDKL3,OG0012490,1,1
CDKL5,OG0008991,NA,NA
CDKN1B,OG0005504,NA,NA
CDKN2A,NA,2,3
CDKN2A/B,NA,1,1
CDKN2AIP,OG0007671,NA,NA
CDKN2AIPNL,OG0006408,1,1
CDKN2B,NA,1,1
CDKN2B-AS1,NA,2,2
CDKN2C,OG0006978,NA,NA
CDKN2D,OG0011878,NA,NA
CDKN3,OG0011139,NA,NA
CDO1,OG0005068,NA,NA
CDON,OG0008992,1,1
CDPF1,OG0011013,NA,NA
CDR2,OG0008915,NA,NA
CDR2L,OG0007566,NA,NA
CDT1,OG0007235,NA,NA
CDX1,NA,1,1
CDX2,NA,1,1
CDYL,OG0004071,NA,NA
CDYL2,OG0008183,NA,NA
CEBPB,OG0010202,NA,NA
CEBPD,OG0011691,NA,NA
CEBPG,OG0006293,NA,NA
CEBPZ,OG0007357,NA,NA
CECR2,OG0004222,NA,NA
CECR6,OG0011044,NA,NA
CEL,OG0004554,NA,NA
CELSR2,NA,2,3
CEMIP,OG0011379,NA,NA
CEMIP2,NA,1,1
CENPC,OG0007591,NA,NA
CENPF,NA,1,1
CENPH,OG0005730,1,1
CENPI,OG0006639,2,2
CENPJ,NA,1,1
CENPK,OG0010229,1,1
CENPL,OG0009459,NA,NA
CENPM,OG0008330,NA,NA
CENPN,OG0005301,NA,NA
CENPO,OG0004790,NA,NA
CENPP,OG0005674,NA,NA
CENPQ,OG0006870,1,1
CENPS-CORT,OG0005091,NA,NA
CENPT,OG0005823,NA,NA
CENPU,OG0010021,NA,NA
CENPV,OG0011664,NA,NA
CENPW,OG0006676,NA,NA
CEP104,OG0011387,NA,NA
CEP112,OG0006412,1,1
CEP120,OG0007451,NA,NA
CEP126,NA,1,1
CEP128,OG0006000,1,1
CEP131,OG0010725,NA,NA
CEP135,NA,1,1
CEP152,OG0006621,1,1
CEP162,OG0003951,NA,NA
CEP164,OG0008719,NA,NA
CEP170,OG0004957,NA,NA
CEP170B,OG0004234,NA,NA
CEP19,OG0009767,NA,NA
CEP192,OG0004828,1,1
CEP250,NA,1,1
CEP290,OG0010042,1,1
CEP350,OG0003303,NA,NA
CEP41,OG0008745,NA,NA
CEP44,OG0011005,NA,NA
CEP55,OG0005174,NA,NA
CEP63,OG0011137,NA,NA
CEP68,OG0008721,NA,NA
CEP70,OG0003982,1,1
CEP72,OG0011397,NA,NA
CEP76,OG0010103,NA,NA
CEP78,OG0004303,NA,NA
CEP83,OG0006735,1,1
CEP85,OG0009096,NA,NA
CEP85L,OG0008779,NA,NA
CEP89,OG0008555,2,2
CEP95,OG0007926,NA,NA
CEP97,OG0009064,NA,NA
CER1,NA,1,1
CERKL,OG0008949,1,1
CERS1,OG0005427,NA,NA
CERS6,NA,1,1
CETN3,OG0008741,NA,NA
CETP,NA,1,1
CFAP157,NA,1,1
CFAP20,OG0005024,NA,NA
CFAP206,OG0008450,NA,NA
CFAP221,OG0008132,1,1
CFAP300,NA,1,1
CFAP36,OG0008964,NA,NA
CFAP43,OG0004356,1,1
CFAP44,OG0008370,1,1
CFAP45,OG0006009,NA,NA
CFAP46,OG0004246,NA,NA
CFAP52,NA,1,1
CFAP53,NA,1,1
CFAP54,OG0003601,1,1
CFAP58,OG0009730,NA,NA
CFAP61,OG0004537,NA,NA
CFAP65,NA,1,1
CFAP69,OG0006872,1,1
CFAP97,OG0009174,1,1
CFAP99,OG0005879,NA,NA
CFDP1,OG0007144,NA,NA
CFH,NA,1,1
CFI,OG0005560,1,1
CFLAR,OG0005882,NA,NA
CFP,OG0009698,NA,NA
CFTR,OG0008048,1,1
CGA,OG0004559,NA,NA
CGAS,NA,1,1
CGN,OG0005281,NA,NA
CGNL1,OG0007567,NA,NA
CGREF1,OG0012229,1,1
CGRRF1,OG0005377,NA,NA
CH25H,OG0005081,NA,NA
CHAC1,OG0008563,1,1
CHAC2,OG0009566,NA,NA
CHAD,OG0010959,NA,NA
CHADL,OG0010564,NA,NA
CHAF1A,OG0003979,NA,NA
CHAF1B,OG0007569,NA,NA
CHAMP1,OG0011196,NA,NA
CHAT,OG0008176,NA,NA
CHCHD1,OG0010312,NA,NA
CHCHD4,OG0003635,NA,NA
CHCHD5,OG0011873,NA,NA
CHCHD7,OG0009259,NA,NA
CHD1L,OG0011727,NA,NA
CHDH,OG0010258,NA,NA
CHEK1,OG0006294,NA,NA
CHEK2,OG0007361,NA,NA
CHERP,OG0008071,NA,NA
CHFR,OG0006645,NA,NA
CHGB,OG0009164,1,1
CHIA,NA,1,1
CHID1,OG0011303,NA,NA
CHKB,NA,1,1
CHL1,OG0009414,NA,NA
CHM,NA,1,1
CHML,NA,1,1
CHMP1A,OG0007346,NA,NA
CHMP2A,OG0009693,NA,NA
CHMP2B,OG0004389,NA,NA
CHMP3,OG0010120,NA,NA
CHMP4C,NA,1,1
CHMP5,OG0004235,NA,NA
CHMP6,OG0005468,NA,NA
CHMP7,OG0008774,NA,NA
