qname,query,OG_ID,chr,seqStart,seqEnd
evm.model.ptg010431l.2_Prang-OG0006685.fa,evm.model.ptg010431l.2_Prang,OG0006685,chr14,104521558,104523748
evm.model.ptg005529l.4_Prang-OG0006686.fa,evm.model.ptg005529l.4_Prang,OG0006686,chr4,2901966286,2901968527
evm.model.ptg004851l.8_Prang-OG0006689.fa,evm.model.ptg004851l.8_Prang,OG0006689,chr9,561946649,561949565
evm.model.ptg007613l.9_Prang-OG0006690.fa,evm.model.ptg007613l.9_Prang,OG0006690,chr11,685902038,685903454
evm.model.ptg006699l.2_Prang-OG0006699.fa,evm.model.ptg006699l.2_Prang,OG0006699,chr5,1905494948,1905496919
evm.model.ptg009961l.2_Prang-OG0006704.fa,evm.model.ptg009961l.2_Prang,OG0006704,chr4,557785241,557786270
evm.model.ptg001208l.6_Prang-OG0006709.fa,evm.model.ptg001208l.6_Prang,OG0006709,chr4,709917829,709919809
evm.model.ptg004072l.9_Prang-OG0006714.fa,evm.model.ptg004072l.9_Prang,OG0006714,chr15,262967504,262967885
evm.model.ptg003659l.1_Prang-OG0006715.fa,evm.model.ptg003659l.1_Prang,OG0006715,chr15,521666314,521671372
evm.model.ptg004871l.4_Prang-OG0006719.fa,evm.model.ptg004871l.4_Prang,OG0006719,chr6,450138604,450142762
evm.model.ptg000965l.6_Prang-OG0006720.fa,evm.model.ptg000965l.6_Prang,OG0006720,chr14,697663715,697665293
evm.model.ptg001658l.9_Prang-OG0006722.fa,evm.model.ptg001658l.9_Prang,OG0006722,chr14,512238838,512241781
evm.model.ptg004049l.2_Prang-OG0006723.fa,evm.model.ptg004049l.2_Prang,OG0006723,chr14,694734170,694736222
evm.model.ptg020368l.2_Prang-OG0006726.fa,evm.model.ptg020368l.2_Prang,OG0006726,chr3,47301547,47302240
evm.model.ptg000827l.1_Prang-OG0006732.fa,evm.model.ptg000827l.1_Prang,OG0006732,chr14,541522321,541526752
evm.model.ptg000337l.9_Prang-OG0006735.fa,evm.model.ptg000337l.9_Prang,OG0006735,chr6,1671487267,1671487963
evm.model.ptg025240l.1_Prang-OG0006737.fa,evm.model.ptg025240l.1_Prang,OG0006737,chr6,199093117,199095538
evm.model.ptg009484l.1_Prang-OG0006738.fa,evm.model.ptg009484l.1_Prang,OG0006738,chr14,659245212,659246574
evm.model.ptg001041l.2_Prang-OG0006739.fa,evm.model.ptg001041l.2_Prang,OG0006739,chr7,474367674,474369213
evm.model.ptg010977l.3_Prang-OG0006741.fa,evm.model.ptg010977l.3_Prang,OG0006741,chr4,2582650356,2582651778
evm.model.ptg000393l.7_Prang-OG0006744.fa,evm.model.ptg000393l.7_Prang,OG0006744,chr13,818895731,818898689
evm.model.ptg004243l.2_Prang-OG0006747.fa,evm.model.ptg004243l.2_Prang,OG0006747,chr10,334961618,334963091
evm.model.ptg013883l.2_Prang-OG0006748.fa,evm.model.ptg013883l.2_Prang,OG0006748,chr13,292705617,292707366
evm.model.ptg004326l.1_Prang-OG0006750.fa,evm.model.ptg004326l.1_Prang,OG0006750,chr5,986053392,986059875
evm.model.ptg000735l.2_Prang-OG0006751.fa,evm.model.ptg000735l.2_Prang,OG0006751,chr5,1230848638,1230850012
evm.model.ptg012735l.5_Prang-OG0006757.fa,evm.model.ptg012735l.5_Prang,OG0006757,chr9,1148239477,1148241568
evm.model.ptg018841l.2_Prang-OG0006763.fa,evm.model.ptg018841l.2_Prang,OG0006763,chr10,700924105,700925941
evm.model.ptg005114l.8_Prang-OG0006764.fa,evm.model.ptg005114l.8_Prang,OG0006764,chr3,494263073,494264147
evm.model.ptg004852l.1_Prang-OG0006766.fa,evm.model.ptg004852l.1_Prang,OG0006766,chr7,23009512,23010238
evm.model.ptg002221l.15_Prang-OG0006767.fa,evm.model.ptg002221l.15_Prang,OG0006767,chr17,145192337,145193600
evm.model.ptg000148l.15_Prang-OG0006770.fa,evm.model.ptg000148l.15_Prang,OG0006770,chr17,773853104,773854001
evm.model.ptg003843l.4_Prang-OG0006771.fa,evm.model.ptg003843l.4_Prang,OG0006771,chr9,253627969,253631080
evm.model.ptg017881l.4_Prang-OG0006774.fa,evm.model.ptg017881l.4_Prang,OG0006774,chr10,266661884,266663078
evm.model.ptg021366l.1_Prang-OG0006779.fa,evm.model.ptg021366l.1_Prang,OG0006779,chr6,92308032,92310357
evm.model.ptg000219l.2_Prang-OG0006780.fa,evm.model.ptg000219l.2_Prang,OG0006780,chr6,191417834,191418662
evm.model.ptg007396l.2_Prang-OG0006781.fa,evm.model.ptg007396l.2_Prang,OG0006781,chr6,1735228907,1735230752
evm.model.ptg023066l.1_Prang-OG0006782.fa,evm.model.ptg023066l.1_Prang,OG0006782,chr5,1272477614,1272480587
evm.model.ptg002011l.5_Prang-OG0006795.fa,evm.model.ptg002011l.5_Prang,OG0006795,chr3,856820942,856821512
evm.model.ptg030164l.1_Prang-OG0006835.fa,evm.model.ptg030164l.1_Prang,OG0006835,chr3,2998448555,2998449527
evm.model.ptg000527l.8_Prang-OG0006836.fa,evm.model.ptg000527l.8_Prang,OG0006836,chr13,324135425,324136097
evm.model.ptg022162l.1_Prang-OG0006840.fa,evm.model.ptg022162l.1_Prang,OG0006840,chr10,257697951,257700711
evm.model.ptg020638l.2_Prang-OG0006842.fa,evm.model.ptg020638l.2_Prang,OG0006842,chr1,1528693835,1528695422
evm.model.ptg003364l.7_Prang-OG0006846.fa,evm.model.ptg003364l.7_Prang,OG0006846,chr4,2102555049,2102556438
evm.model.ptg003051l.3_Prang-OG0006847.fa,evm.model.ptg003051l.3_Prang,OG0006847,chr4,2542469208,2542473048
evm.model.ptg006444l.2_Prang-OG0006852.fa,evm.model.ptg006444l.2_Prang,OG0006852,chr1,1095607378,1095608548
evm.model.ptg007439l.12_Prang-OG0006853.fa,evm.model.ptg007439l.12_Prang,OG0006853,chr7,239877281,239878205
evm.model.ptg009858l.4_Prang-OG0006854.fa,evm.model.ptg009858l.4_Prang,OG0006854,chr4,813173033,813173510
evm.model.ptg015032c.1_Prang-OG0006856.fa,evm.model.ptg015032c.1_Prang,OG0006856,scaffold181,23337,24231
evm.model.ptg014106l.2_Prang-OG0006857.fa,evm.model.ptg014106l.2_Prang,OG0006857,chr1,520340616,520341024
evm.model.ptg006058l.6_Prang-OG0006861.fa,evm.model.ptg006058l.6_Prang,OG0006861,chr14,743974755,743975388
evm.model.ptg006058l.4_Prang-OG0006862.fa,evm.model.ptg006058l.4_Prang,OG0006862,chr14,744520891,744522289
evm.model.ptg001502l.7_Prang-OG0006865.fa,evm.model.ptg001502l.7_Prang,OG0006865,chr7,130418285,130418957
evm.model.ptg013731l.5_Prang-OG0006868.fa,evm.model.ptg013731l.5_Prang,OG0006868,chr17,131736455,131736782
evm.model.ptg000519l.17_Prang-OG0006870.fa,evm.model.ptg000519l.17_Prang,OG0006870,chr18,568048552,568054753
evm.model.ptg008244l.3_Prang-OG0006874.fa,evm.model.ptg008244l.3_Prang,OG0006874,scaffold563,327947,328484
evm.model.ptg006854l.1_Prang-OG0006877.fa,evm.model.ptg006854l.1_Prang,OG0006877,chr11,125582026,125584315
evm.model.ptg010852l.2_Prang-OG0006879.fa,evm.model.ptg010852l.2_Prang,OG0006879,chr1,1918406351,1918407248
evm.model.ptg009258l.4_Prang-OG0006882.fa,evm.model.ptg009258l.4_Prang,OG0006882,chr11,345326864,345328382
evm.model.ptg002244l.2_Prang-OG0006884.fa,evm.model.ptg002244l.2_Prang,OG0006884,chr4,477002088,477002952
evm.model.ptg010849l.2_Prang-OG0006885.fa,evm.model.ptg010849l.2_Prang,OG0006885,chr5,1519062822,1519064913
evm.model.ptg045986l.1_Prang-OG0006886.fa,evm.model.ptg045986l.1_Prang,OG0006886,chr7,1674908332,1674909337
evm.model.ptg000889l.1_Prang-OG0006887.fa,evm.model.ptg000889l.1_Prang,OG0006887,chr1,3161326946,3161329238
evm.model.ptg005120l.2_Prang-OG0006892.fa,evm.model.ptg005120l.2_Prang,OG0006892,chr2,2907399865,2907402541
evm.model.ptg020501l.2_Prang-OG0006893.fa,evm.model.ptg020501l.2_Prang,OG0006893,chr12,1162719283,1162722898
evm.model.ptg003352l.4_Prang-OG0006900.fa,evm.model.ptg003352l.4_Prang,OG0006900,chr2,2505484374,2505486834
evm.model.ptg057060l.1_Prang-OG0006901.fa,evm.model.ptg057060l.1_Prang,OG0006901,chr14,3967176,3967710
evm.model.ptg000493l.2_Prang-OG0006903.fa,evm.model.ptg000493l.2_Prang,OG0006903,chr10,941063109,941066595
evm.model.ptg000336l.3_Prang-OG0006905.fa,evm.model.ptg000336l.3_Prang,OG0006905,chr14,89915818,89916658
evm.model.ptg006737l.2_Prang-OG0006907.fa,evm.model.ptg006737l.2_Prang,OG0006907,chr6,1240598398,1240601977
evm.model.ptg005721l.5_Prang-OG0006910.fa,evm.model.ptg005721l.5_Prang,OG0006910,chr6,1028410386,1028411979
evm.model.ptg017852l.3_Prang-OG0006911.fa,evm.model.ptg017852l.3_Prang,OG0006911,chr1,3823880123,3823881740
evm.model.ptg011236l.3_Prang-OG0006912.fa,evm.model.ptg011236l.3_Prang,OG0006912,chr1,2686608296,2686609796
evm.model.ptg011657l.3_Prang-OG0006915.fa,evm.model.ptg011657l.3_Prang,OG0006915,chr1,2587014439,2587016275
evm.model.ptg007295l.9_Prang-OG0006917.fa,evm.model.ptg007295l.9_Prang,OG0006917,chr6,641181352,641182375
evm.model.ptg002517l.13_Prang-OG0006919.fa,evm.model.ptg002517l.13_Prang,OG0006919,chr6,629712532,629713609
evm.model.ptg006614l.5_Prang-OG0006921.fa,evm.model.ptg006614l.5_Prang,OG0006921,chr6,1243515357,1243519914
evm.model.ptg031071l.3_Prang-OG0006922.fa,evm.model.ptg031071l.3_Prang,OG0006922,chr1,1046247110,1046249648
evm.model.ptg010884l.6_Prang-OG0006923.fa,evm.model.ptg010884l.6_Prang,OG0006923,chr19,67018572,67019982
evm.model.ptg000408l.3_Prang-OG0006924.fa,evm.model.ptg000408l.3_Prang,OG0006924,chr3,2029706781,2029707255
evm.model.ptg001106l.3_Prang-OG0006926.fa,evm.model.ptg001106l.3_Prang,OG0006926,chr3,2536709350,2536713037
evm.model.ptg001841l.2_Prang-OG0006927.fa,evm.model.ptg001841l.2_Prang,OG0006927,chr3,1692484919,1692486734
evm.model.ptg004880l.3_Prang-OG0006929.fa,evm.model.ptg004880l.3_Prang,OG0006929,chr8,918351726,918353688
evm.model.ptg001836l.2_Prang-OG0006935.fa,evm.model.ptg001836l.2_Prang,OG0006935,chr16,129879373,129884596
evm.model.ptg019216l.2_Prang-OG0006937.fa,evm.model.ptg019216l.2_Prang,OG0006937,chr3,3149557314,3149557749
evm.model.ptg000772l.4_Prang-OG0006939.fa,evm.model.ptg000772l.4_Prang,OG0006939,chr2,789900245,789901376
evm.model.ptg008554l.5_Prang-OG0006941.fa,evm.model.ptg008554l.5_Prang,OG0006941,chr2,1571127394,1571128600
evm.model.ptg005021l.2_Prang-OG0006942.fa,evm.model.ptg005021l.2_Prang,OG0006942,chr2,1910214013,1910216350
evm.model.ptg004887l.1_Prang-OG0006945.fa,evm.model.ptg004887l.1_Prang,OG0006945,chr18,675725421,675726171
evm.model.ptg001232l.6_Prang-OG0006949.fa,evm.model.ptg001232l.6_Prang,OG0006949,chr9,389264856,389267013
evm.model.ptg002519l.2_Prang-OG0006950.fa,evm.model.ptg002519l.2_Prang,OG0006950,chr2,2308881055,2308887214
evm.model.ptg002659l.3_Prang-OG0006951.fa,evm.model.ptg002659l.3_Prang,OG0006951,chr18,682511547,682515582
evm.model.ptg001380l.1_Prang-OG0006953.fa,evm.model.ptg001380l.1_Prang,OG0006953,chr4,2963857027,2963861335
evm.model.ptg001295l.1_Prang-OG0006955.fa,evm.model.ptg001295l.1_Prang,OG0006955,chr2,151633596,151634832
evm.model.ptg012785l.3_Prang-OG0006956.fa,evm.model.ptg012785l.3_Prang,OG0006956,chr18,615060923,615061925
evm.model.ptg006035l.4_Prang-OG0006958.fa,evm.model.ptg006035l.4_Prang,OG0006958,chr16,465090060,465090993
evm.model.ptg011577l.3_Prang-OG0006959.fa,evm.model.ptg011577l.3_Prang,OG0006959,chr9,555238674,555239259
evm.model.ptg014813l.1_Prang-OG0006961.fa,evm.model.ptg014813l.1_Prang,OG0006961,chr3,608295382,608296534
evm.model.ptg023341l.1_Prang-OG0006962.fa,evm.model.ptg023341l.1_Prang,OG0006962,chr11,282389939,282390311
evm.model.ptg000811l.8_Prang-OG0006966.fa,evm.model.ptg000811l.8_Prang,OG0006966,chr1,3789788106,3789789249
evm.model.ptg012944l.1_Prang-OG0006967.fa,evm.model.ptg012944l.1_Prang,OG0006967,chr3,56456325,56456781
evm.model.ptg005187l.1_Prang-OG0006970.fa,evm.model.ptg005187l.1_Prang,OG0006970,chr7,1800974168,1800974939
evi.model.ptg021007l.20_Prang-OG0006972.fa,evi.model.ptg021007l.20_Prang,OG0006972,chr16,472830507,472830729
evm.model.ptg003862l.1_Prang-OG0006973.fa,evm.model.ptg003862l.1_Prang,OG0006973,chr16,538645351,538646917
evm.model.ptg015051l.4_Prang-OG0006975.fa,evm.model.ptg015051l.4_Prang,OG0006975,chr2,3437926375,3437927542
evm.model.ptg008296l.2_Prang-OG0006977.fa,evm.model.ptg008296l.2_Prang,OG0006977,chr5,1618348032,1618366521
evm.model.ptg027369l.1_Prang-OG0006978.fa,evm.model.ptg027369l.1_Prang,OG0006978,chr10,72965462,72969008
evm.model.ptg016914l.2_Prang-OG0006980.fa,evm.model.ptg016914l.2_Prang,OG0006980,chr10,1259814828,1259816457
evm.model.ptg008479l.6_Prang-OG0006981.fa,evm.model.ptg008479l.6_Prang,OG0006981,chr5,2233673077,2233674649
evm.model.ptg018431l.1_Prang-OG0006983.fa,evm.model.ptg018431l.1_Prang,OG0006983,chr13,443026351,443027566
evm.model.ptg003312l.12_Prang-OG0006984.fa,evm.model.ptg003312l.12_Prang,OG0006984,chr5,2219400339,2219401791
evm.model.ptg021097l.1_Prang-OG0006985.fa,evm.model.ptg021097l.1_Prang,OG0006985,chr17,785039969,785042021
evm.model.ptg007004l.2_Prang-OG0006987.fa,evm.model.ptg007004l.2_Prang,OG0006987,chr4,890544047,890548757
evm.model.ptg002885l.2_Prang-OG0006988.fa,evm.model.ptg002885l.2_Prang,OG0006988,chr1,1636892926,1636895137
evm.model.ptg003474l.6_Prang-OG0006992.fa,evm.model.ptg003474l.6_Prang,OG0006992,chr5,528414847,528415777
evm.model.ptg019277l.3_Prang-OG0006993.fa,evm.model.ptg019277l.3_Prang,OG0006993,chr5,530340657,530341431
evm.model.ptg009833l.2_Prang-OG0006995.fa,evm.model.ptg009833l.2_Prang,OG0006995,chr10,44816109,44817375
evm.model.ptg004037l.3_Prang-OG0006996.fa,evm.model.ptg004037l.3_Prang,OG0006996,chr11,77334770,77335220
evm.model.ptg019180l.2_Prang-OG0006997.fa,evm.model.ptg019180l.2_Prang,OG0006997,chr12,840574417,840575011
evm.model.ptg009060l.3_Prang-OG0006998.fa,evm.model.ptg009060l.3_Prang,OG0006998,chr12,331299625,331302157
evm.model.ptg005927l.1_Prang-OG0007002.fa,evm.model.ptg005927l.1_Prang,OG0007002,chr12,274784827,274787629
evm.model.ptg006182l.1_Prang-OG0007004.fa,evm.model.ptg006182l.1_Prang,OG0007004,chr5,2501630406,2501632728
evm.model.ptg006322l.2_Prang-OG0007005.fa,evm.model.ptg006322l.2_Prang,OG0007005,chr5,2500524715,2500525429
evm.model.ptg002829l.5_Prang-OG0007008.fa,evm.model.ptg002829l.5_Prang,OG0007008,chr5,1333205827,1333207312
evm.model.ptg000995l.3_Prang-OG0007011.fa,evm.model.ptg000995l.3_Prang,OG0007011,chr12,337136315,337138832
evm.model.ptg000368l.3_Prang-OG0007012.fa,evm.model.ptg000368l.3_Prang,OG0007012,chr12,302125207,302126647
evm.model.ptg006471l.1_Prang-OG0007013.fa,evm.model.ptg006471l.1_Prang,OG0007013,chr18,64100404,64101124
evm.model.ptg005070l.5_Prang-OG0007015.fa,evm.model.ptg005070l.5_Prang,OG0007015,chr7,414510228,414511536
evm.model.ptg005070l.10_Prang-OG0007016.fa,evm.model.ptg005070l.10_Prang,OG0007016,chr7,412675412,412676669
evm.model.ptg000552l.5_Prang-OG0007017.fa,evm.model.ptg000552l.5_Prang,OG0007017,chr7,1529238869,1529241872
evm.model.ptg003534l.8_Prang-OG0007023.fa,evm.model.ptg003534l.8_Prang,OG0007023,chr7,896511067,896512099
evm.model.ptg003505l.2_Prang-OG0007026.fa,evm.model.ptg003505l.2_Prang,OG0007026,chr7,779299798,779301784
evm.model.ptg003061l.4_Prang-OG0007030.fa,evm.model.ptg003061l.4_Prang,OG0007030,chr10,729254879,729258557
evm.model.ptg018846l.2_Prang-OG0007031.fa,evm.model.ptg018846l.2_Prang,OG0007031,chr19,640191156,640192125
evm.model.ptg003243l.3_Prang-OG0007033.fa,evm.model.ptg003243l.3_Prang,OG0007033,chr19,707203853,707205680
evm.model.ptg001687l.6_Prang-OG0007039.fa,evm.model.ptg001687l.6_Prang,OG0007039,chr16,511555298,511555913
evm.model.ptg004212l.1_Prang-OG0007041.fa,evm.model.ptg004212l.1_Prang,OG0007041,chr9,1407822332,1407825281
evm.model.ptg016968l.4_Prang-OG0007044.fa,evm.model.ptg016968l.4_Prang,OG0007044,chr9,1404857422,1404858937
evm.model.ptg012500l.8_Prang-OG0007046.fa,evm.model.ptg012500l.8_Prang,OG0007046,chr13,946068921,946069881
evm.model.ptg002106l.7_Prang-OG0007047.fa,evm.model.ptg002106l.7_Prang,OG0007047,chr10,474576673,474577918
evm.model.ptg003027l.2_Prang-OG0007049.fa,evm.model.ptg003027l.2_Prang,OG0007049,chr1,2705732669,2705736425
evm.model.ptg000517l.5_Prang-OG0007050.fa,evm.model.ptg000517l.5_Prang,OG0007050,chr12,324409310,324410096
evm.model.ptg021074l.2_Prang-OG0007053.fa,evm.model.ptg021074l.2_Prang,OG0007053,chr6,1979244156,1979244804
evm.model.ptg007439l.4_Prang-OG0007054.fa,evm.model.ptg007439l.4_Prang,OG0007054,chr7,231931137,231932739
evm.model.ptg000304l.9_Prang-OG0007055.fa,evm.model.ptg000304l.9_Prang,OG0007055,chr6,1577782976,1577784623
evm.model.ptg006104l.2_Prang-OG0007056.fa,evm.model.ptg006104l.2_Prang,OG0007056,chr2,3468744414,3468749715
evm.model.ptg001183l.1_Prang-OG0007057.fa,evm.model.ptg001183l.1_Prang,OG0007057,chr2,2001620433,2001624207
evm.model.ptg016015l.3_Prang-OG0007058.fa,evm.model.ptg016015l.3_Prang,OG0007058,chr14,114067165,114067468
evm.model.ptg009600l.5_Prang-OG0007062.fa,evm.model.ptg009600l.5_Prang,OG0007062,chr1,2192259825,2192260614
evm.model.ptg017100l.1_Prang-OG0007064.fa,evm.model.ptg017100l.1_Prang,OG0007064,chr1,3594893581,3594896368
evm.model.ptg013709l.1_Prang-OG0007071.fa,evm.model.ptg013709l.1_Prang,OG0007071,chr6,1213392536,1213394216
evm.model.ptg003863l.2_Prang-OG0007073.fa,evm.model.ptg003863l.2_Prang,OG0007073,chr7,740458471,740459020
evm.model.ptg001364l.1_Prang-OG0007077.fa,evm.model.ptg001364l.1_Prang,OG0007077,chr1,3135090224,3135098858
evm.model.ptg008311l.4_Prang-OG0007078.fa,evm.model.ptg008311l.4_Prang,OG0007078,chr4,2756043249,2756045181
evm.model.ptg022197l.2_Prang-OG0007080.fa,evm.model.ptg022197l.2_Prang,OG0007080,chr8,191167440,191168556
evm.model.ptg004102l.3_Prang-OG0007083.fa,evm.model.ptg004102l.3_Prang,OG0007083,chr9,1285864718,1285865792
evm.model.ptg000337l.5_Prang-OG0007087.fa,evm.model.ptg000337l.5_Prang,OG0007087,chr6,1673148297,1673150772
evm.model.ptg001868l.2_Prang-OG0007088.fa,evm.model.ptg001868l.2_Prang,OG0007088,chr14,852164631,852165222
evm.model.ptg003385l.2_Prang-OG0007089.fa,evm.model.ptg003385l.2_Prang,OG0007089,chr18,102305552,102305753
evm.model.ptg028426l.1_Prang-OG0007092.fa,evm.model.ptg028426l.1_Prang,OG0007092,chr12,1138643567,1138645043
evm.model.ptg016950l.3_Prang-OG0007093.fa,evm.model.ptg016950l.3_Prang,OG0007093,chr16,112107483,112107984
evm.model.ptg011672l.2_Prang-OG0007094.fa,evm.model.ptg011672l.2_Prang,OG0007094,chr18,728254498,728255440
evm.model.ptg004267l.4_Prang-OG0007095.fa,evm.model.ptg004267l.4_Prang,OG0007095,chr13,246349121,246352931
evm.model.ptg002004l.1_Prang-OG0007101.fa,evm.model.ptg002004l.1_Prang,OG0007101,chr12,1113324742,1113328993
evm.model.ptg001649l.2_Prang-OG0007102.fa,evm.model.ptg001649l.2_Prang,OG0007102,chr18,320780266,320782273
evm.model.ptg001649l.1_Prang-OG0007103.fa,evm.model.ptg001649l.1_Prang,OG0007103,chr18,320273475,320274591
evm.model.ptg001736l.4_Prang-OG0007105.fa,evm.model.ptg001736l.4_Prang,OG0007105,chr13,267106290,267108462
evm.model.ptg017334l.1_Prang-OG0007106.fa,evm.model.ptg017334l.1_Prang,OG0007106,chr12,691137544,691145674
evm.model.ptg000010l.5_Prang-OG0007108.fa,evm.model.ptg000010l.5_Prang,OG0007108,chr6,51850158,51851697
evm.model.ptg000365l.5_Prang-OG0007109.fa,evm.model.ptg000365l.5_Prang,OG0007109,chr6,1730918844,1730924574
evm.model.ptg014678l.1_Prang-OG0007110.fa,evm.model.ptg014678l.1_Prang,OG0007110,chr5,17070674,17072093
evm.model.ptg012907l.1_Prang-OG0007113.fa,evm.model.ptg012907l.1_Prang,OG0007113,chr4,1929878474,1929879047
evm.model.ptg006088l.1_Prang-OG0007115.fa,evm.model.ptg006088l.1_Prang,OG0007115,chr8,73210267,73216792
evm.model.ptg009535l.1_Prang-OG0007119.fa,evm.model.ptg009535l.1_Prang,OG0007119,chr4,2787535769,2787536753
evm.model.ptg006173l.2_Prang-OG0007121.fa,evm.model.ptg006173l.2_Prang,OG0007121,chr8,343264351,343266094
evm.model.ptg018096l.4_Prang-OG0007122.fa,evm.model.ptg018096l.4_Prang,OG0007122,chr4,295135830,295136982
evm.model.ptg001033l.4_Prang-OG0007124.fa,evm.model.ptg001033l.4_Prang,OG0007124,chr1,1549931591,1549934156
evm.model.ptg002903l.2_Prang-OG0007125.fa,evm.model.ptg002903l.2_Prang,OG0007125,chr4,842899522,842901415
evm.model.ptg004445l.2_Prang-OG0007129.fa,evm.model.ptg004445l.2_Prang,OG0007129,chr9,842815980,842816607
evm.model.ptg020169l.3_Prang-OG0007130.fa,evm.model.ptg020169l.3_Prang,OG0007130,chr9,1239752079,1239755745
evm.model.ptg000076l.2_Prang-OG0007135.fa,evm.model.ptg000076l.2_Prang,OG0007135,chr13,947596826,947600966
evm.model.ptg013129l.1_Prang-OG0007138.fa,evm.model.ptg013129l.1_Prang,OG0007138,chr9,1090245768,1090246527
evm.model.ptg004756l.2_Prang-OG0007139.fa,evm.model.ptg004756l.2_Prang,OG0007139,chr9,1187887628,1187889311
evm.model.ptg015205l.3_Prang-OG0007140.fa,evm.model.ptg015205l.3_Prang,OG0007140,chr5,890603518,890604046
evm.model.ptg002110l.1_Prang-OG0007141.fa,evm.model.ptg002110l.1_Prang,OG0007141,chr10,697663228,697664410
evm.model.ptg004145l.1_Prang-OG0007142.fa,evm.model.ptg004145l.1_Prang,OG0007142,chr10,692915858,692918321
evm.model.ptg012625l.5_Prang-OG0007153.fa,evm.model.ptg012625l.5_Prang,OG0007153,chr5,500164745,500168978
evm.model.ptg000697l.4_Prang-OG0007155.fa,evm.model.ptg000697l.4_Prang,OG0007155,chr3,988449192,988451001
evm.model.ptg003209l.2_Prang-OG0007156.fa,evm.model.ptg003209l.2_Prang,OG0007156,chr18,578719868,578720810
evm.model.ptg000451l.2_Prang-OG0007157.fa,evm.model.ptg000451l.2_Prang,OG0007157,chr10,581231668,581232430
evm.model.ptg001103l.1_Prang-OG0007158.fa,evm.model.ptg001103l.1_Prang,OG0007158,chr5,1468954289,1468960847
evm.model.ptg002358l.3_Prang-OG0007166.fa,evm.model.ptg002358l.3_Prang,OG0007166,chr8,1198316679,1198318611
evm.model.ptg006591l.1_Prang-OG0007168.fa,evm.model.ptg006591l.1_Prang,OG0007168,chr5,431765554,431768374
evm.model.ptg027798l.2_Prang-OG0007172.fa,evm.model.ptg027798l.2_Prang,OG0007172,chr5,2594544988,2594546197
evm.model.ptg008276l.2_Prang-OG0007173.fa,evm.model.ptg008276l.2_Prang,OG0007173,chr12,130673770,130676371
evm.model.ptg012129l.2_Prang-OG0007175.fa,evm.model.ptg012129l.2_Prang,OG0007175,chr19,527230141,527232373
evm.model.ptg000913l.2_Prang-OG0007179.fa,evm.model.ptg000913l.2_Prang,OG0007179,chr3,1357616555,1357617044
evm.model.ptg014682l.1_Prang-OG0007182.fa,evm.model.ptg014682l.1_Prang,OG0007182,chr19,668603046,668603766
evm.model.ptg005630l.4_Prang-OG0007183.fa,evm.model.ptg005630l.4_Prang,OG0007183,chr19,370835867,370855373
evm.model.ptg008343l.2_Prang-OG0007186.fa,evm.model.ptg008343l.2_Prang,OG0007186,chr19,409586844,409589760
evm.model.ptg001106l.4_Prang-OG0007188.fa,evm.model.ptg001106l.4_Prang,OG0007188,chr3,2534371207,2534374933
evm.model.ptg002109l.2_Prang-OG0007190.fa,evm.model.ptg002109l.2_Prang,OG0007190,chr3,1265005144,1265005789
evm.model.ptg000893l.4_Prang-OG0007194.fa,evm.model.ptg000893l.4_Prang,OG0007194,chr2,1007353914,1007356572
evm.model.ptg005468l.1_Prang-OG0007195.fa,evm.model.ptg005468l.1_Prang,OG0007195,chr10,499704513,499705704
