OG_ID,analysis_absrel,analysis_paml,analysis_relax_intens,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contr,condition_pigmentation,condition_eyes,gene_symbol,count_NA,count_sel
OG0009817,NA,PAML,NA,NA,NA,NA,NA,NA,TPCN1,4,2
OG0009818,NA,PAML,NA,NA,NA,NA,NA,NA,LAS1L,4,2
OG0009821,NA,PAML,NA,NA,relaxed,NA,NA,NA,PSMD3,3,3
OG0009833,NA,PAML,NA,NA,NA,NA,NA,NA,TWISTNB,4,2
OG0009848,NA,PAML,NA,NA,relaxed,NA,NA,NA,WASF2,3,3
OG0009853,NA,PAML,NA,NA,NA,NA,NA,NA,MGMT,4,2
OG0009873,NA,PAML,NA,NA,NA,NA,NA,NA,MFSD10,4,2
OG0009891,NA,PAML,NA,NA,relaxed,NA,NA,NA,SPEF2,3,3
OG0009923,NA,PAML,NA,NA,NA,NA,NA,NA,CENPC,4,2
OG0010000,NA,PAML,NA,NA,NA,NA,NA,NA,MRE11A,4,2
OG0010032,NA,PAML,NA,NA,NA,NA,NA,NA,KLF4,4,2
OG0010035,NA,PAML,NA,NA,relaxed,NA,NA,NA,KIF20A,3,3
OG0010038,NA,PAML,NA,NA,NA,NA,NA,NA,CCDC61,4,2
OG0010097,NA,PAML,NA,NA,NA,NA,NA,NA,ITIH6,4,2
OG0010103,NA,PAML,NA,NA,relaxed,NA,NA,NA,CS,3,3
OG0010126,NA,PAML,NA,NA,NA,NA,NA,NA,RAD18,4,2
OG0010132,NA,PAML,NA,NA,relaxed,NA,NA,NA,LRRC7,3,3
OG0010161,NA,PAML,NA,NA,NA,NA,NA,NA,ANKRD16,4,2
OG0010163,NA,PAML,NA,NA,relaxed,NA,NA,NA,SVOPL,3,3
OG0010171,NA,PAML,NA,NA,relaxed,NA,NA,NA,NUP107,3,3
OG0010230,NA,PAML,NA,NA,NA,NA,NA,NA,SNX20,4,2
OG0010237,NA,PAML,NA,NA,NA,NA,NA,NA,CEP152,4,2
OG0010270,NA,PAML,NA,NA,relaxed,NA,NA,NA,IFT46,3,3
OG0010339,NA,PAML,NA,NA,relaxed,NA,NA,NA,DPH5,3,3
OG0010342,NA,PAML,NA,NA,NA,NA,NA,NA,PEX6,4,2
OG0010343,NA,PAML,NA,NA,NA,NA,NA,NA,UOX,4,2
OG0010345,NA,PAML,NA,NA,NA,NA,NA,NA,R3HDM4,4,2
OG0010350,NA,PAML,NA,NA,NA,NA,NA,NA,CCDC50,4,2
OG0010352,NA,PAML,NA,NA,NA,NA,NA,NA,AMH,4,2
OG0010369,NA,PAML,NA,NA,relaxed,NA,NA,NA,APOB,3,3
OG0010370,NA,PAML,NA,NA,relaxed,NA,NA,NA,KTN1,3,3
OG0010392,NA,PAML,NA,NA,NA,NA,NA,NA,KIAA1598,4,2
OG0010440,NA,PAML,NA,NA,relaxed,NA,NA,NA,NRBF2,3,3
OG0010507,NA,PAML,NA,NA,NA,NA,NA,NA,PMS1,4,2
OG0010509,NA,PAML,NA,NA,relaxed,NA,NA,NA,BARD1,3,3
OG0010521,NA,PAML,NA,NA,relaxed,NA,NA,NA,MAATS1,3,3
OG0010555,NA,PAML,NA,NA,relaxed,NA,NA,NA,DCBLD2,3,3
OG0010583,NA,PAML,NA,NA,NA,NA,NA,NA,SYBU,4,2
OG0010619,NA,PAML,NA,NA,relaxed,NA,NA,NA,C8A,3,3
OG0010645,NA,PAML,NA,NA,NA,NA,NA,NA,MTA2,4,2
OG0010665,NA,PAML,NA,NA,NA,NA,NA,NA,RFWD2,4,2
OG0010694,NA,PAML,NA,NA,NA,NA,pigmentation,NA,ATE1,4,2
OG0010697,NA,PAML,NA,NA,NA,NA,NA,NA,PHF10,4,2
OG0010738,NA,PAML,NA,NA,NA,NA,NA,NA,GAB1,4,2
OG0010772,NA,PAML,NA,NA,relaxed,NA,NA,NA,SNX25,3,3
OG0010786,NA,PAML,NA,NA,NA,NA,NA,NA,PEX16,4,2
OG0010805,NA,PAML,NA,NA,NA,NA,pigmentation,NA,MED23,4,2
OG0010813,NA,PAML,NA,NA,NA,NA,NA,NA,MEI4,4,2
OG0010843,NA,PAML,NA,NA,NA,NA,NA,NA,SGSM3,4,2
OG0010850,NA,PAML,NA,NA,relaxed,NA,NA,NA,SPC24,3,3
OG0010853,NA,PAML,NA,NA,NA,NA,NA,NA,IL27RA,4,2
OG0010856,NA,PAML,NA,NA,NA,NA,NA,NA,SEZ6L2,4,2
OG0010885,NA,PAML,NA,NA,relaxed,NA,NA,NA,ZBTB40,3,3
OG0010887,NA,PAML,NA,NA,NA,NA,NA,NA,MYOG,4,2
OG0010910,NA,PAML,NA,NA,NA,NA,NA,NA,CSTF1,4,2
OG0010997,NA,PAML,NA,NA,NA,NA,NA,NA,RCN2,4,2
OG0011056,NA,PAML,NA,NA,NA,NA,NA,NA,VPS13A,4,2
OG0011075,NA,PAML,NA,NA,NA,NA,NA,NA,FBXO16,4,2
OG0011078,NA,PAML,NA,NA,NA,NA,NA,NA,SCARA3,4,2
OG0011085,NA,PAML,NA,NA,relaxed,NA,NA,NA,CFAP36,3,3
OG0011087,NA,PAML,NA,NA,NA,NA,NA,NA,TMEM154,4,2
OG0011123,NA,PAML,NA,NA,NA,NA,NA,NA,DALRD3,4,2
OG0011136,NA,PAML,NA,NA,NA,NA,NA,NA,UTP14A,4,2
OG0011188,NA,PAML,NA,NA,NA,NA,NA,NA,RNF215,4,2
OG0011193,NA,PAML,NA,NA,NA,NA,NA,NA,ABCA2,4,2
OG0011206,NA,PAML,NA,NA,NA,NA,NA,NA,PXMP2,4,2
OG0011214,NA,PAML,NA,NA,NA,NA,NA,NA,ALKBH5,4,2
OG0011240,NA,PAML,NA,NA,NA,NA,NA,NA,KNOP1,4,2
OG0011298,NA,PAML,NA,NA,relaxed,NA,NA,NA,CAST,3,3
OG0011313,NA,PAML,NA,NA,NA,NA,NA,NA,GEMIN5,4,2
OG0011317,NA,PAML,NA,NA,relaxed,NA,NA,NA,BOP1,3,3
OG0011324,NA,PAML,NA,NA,NA,NA,NA,NA,CMTR1,4,2
OG0011336,NA,PAML,NA,NA,relaxed,NA,NA,NA,USP21,3,3
OG0011344,NA,PAML,NA,NA,NA,NA,pigmentation,NA,CTC1,4,2
OG0011362,NA,PAML,NA,NA,NA,NA,NA,NA,COL7A1,4,2
OG0011367,NA,PAML,NA,NA,NA,NA,NA,NA,SHQ1,4,2
OG0011369,NA,PAML,NA,NA,NA,NA,NA,NA,GLYCTK,4,2
OG0011392,NA,PAML,NA,NA,NA,NA,NA,NA,NA,4,2
OG0011393,NA,PAML,NA,NA,NA,NA,NA,NA,ATG4C,4,2
OG0011398,NA,PAML,NA,NA,NA,NA,NA,NA,VEZT,4,2
OG0011414,NA,PAML,NA,NA,NA,NA,NA,NA,KMT2E,4,2
OG0011418,NA,PAML,NA,NA,relaxed,NA,NA,NA,ACOX1,3,3
OG0011470,NA,PAML,NA,NA,NA,NA,NA,NA,PHAX,4,2
OG0011474,NA,PAML,NA,NA,NA,NA,NA,NA,HLCS,4,2
OG0011522,NA,PAML,NA,NA,NA,NA,NA,NA,APC2,4,2
OG0011530,NA,PAML,NA,NA,NA,NA,NA,NA,HAP1,4,2
OG0011545,NA,PAML,NA,NA,NA,NA,NA,NA,KIF28P,4,2
OG0011577,NA,PAML,NA,NA,relaxed,NA,NA,NA,RLF,3,3
OG0011620,NA,PAML,NA,NA,NA,NA,NA,NA,FAM199X,4,2
OG0011630,NA,PAML,NA,NA,NA,NA,NA,NA,NUP160,4,2
OG0011640,NA,PAML,NA,NA,relaxed,NA,NA,NA,TXNDC17,3,3
OG0011682,NA,PAML,NA,NA,NA,NA,NA,NA,OFD1,4,2
OG0011702,NA,PAML,NA,NA,NA,NA,NA,NA,DCTN3,4,2
OG0011712,NA,PAML,NA,NA,NA,NA,NA,NA,HACE1,4,2
OG0011714,NA,PAML,NA,NA,NA,NA,NA,NA,CNOT10,4,2
OG0011766,NA,PAML,NA,NA,NA,NA,NA,NA,BLVRA,4,2
OG0011791,NA,PAML,NA,NA,NA,NA,NA,NA,CCDC172,4,2
OG0011794,NA,PAML,NA,NA,NA,NA,NA,NA,C10orf54,4,2
OG0011798,NA,PAML,NA,NA,NA,NA,NA,NA,ANAPC1,4,2
OG0011801,NA,PAML,NA,NA,relaxed,NA,NA,NA,DLK2,3,3
OG0011805,NA,PAML,NA,NA,relaxed,NA,NA,NA,MANBA,3,3
OG0011812,NA,PAML,NA,NA,NA,NA,NA,eyeloss,PROM2,4,2
OG0011870,NA,PAML,NA,NA,relaxed,NA,NA,NA,PDPR,3,3
OG0011940,NA,PAML,NA,NA,relaxed,NA,NA,NA,ARHGEF3,3,3
OG0011952,NA,PAML,NA,NA,NA,NA,pigmentation,NA,FMR1,4,2
OG0012017,NA,PAML,NA,NA,NA,NA,NA,NA,NFE2,4,2
OG0012158,NA,PAML,NA,NA,NA,NA,pigmentation,NA,SLC31A1,4,2
OG0012183,NA,PAML,NA,NA,relaxed,NA,NA,eyeloss,KDM8,3,3
OG0012192,NA,PAML,NA,NA,NA,NA,NA,NA,SNRNP27,4,2
OG0012193,NA,PAML,NA,NA,relaxed,NA,NA,NA,GNB1L,3,3
OG0012209,NA,PAML,NA,NA,NA,NA,NA,NA,ARL6IP4,4,2
OG0012211,NA,PAML,NA,NA,relaxed,NA,NA,eyeloss,MVK,3,3
OG0012214,NA,PAML,NA,NA,NA,NA,NA,NA,FGB,4,2
OG0012216,NA,PAML,NA,NA,relaxed,NA,NA,NA,FASTKD2,3,3
OG0012221,NA,PAML,NA,NA,relaxed,NA,NA,NA,TMCO3,3,3
OG0012231,NA,PAML,NA,NA,relaxed,NA,NA,NA,MYCBPAP,3,3
OG0012250,NA,PAML,NA,NA,NA,NA,NA,NA,HPN,4,2
OG0012255,NA,PAML,NA,NA,NA,NA,NA,NA,IL20RB,4,2
OG0012259,NA,PAML,NA,NA,relaxed,NA,NA,NA,ZNF236,3,3
OG0012260,NA,PAML,NA,NA,NA,NA,NA,NA,RIOK1,4,2
OG0012275,NA,PAML,NA,NA,NA,NA,NA,NA,SEMA4D,4,2
OG0012287,NA,PAML,NA,NA,NA,NA,NA,NA,NOP14,4,2
OG0012307,NA,PAML,NA,NA,relaxed,NA,NA,NA,TTLL9,3,3
OG0012379,NA,PAML,NA,NA,relaxed,NA,NA,NA,SLC35B4,3,3
OG0012388,NA,PAML,NA,NA,NA,NA,NA,NA,MPI,4,2
OG0012437,NA,PAML,NA,NA,relaxed,NA,NA,NA,ZGPAT,3,3
OG0012440,NA,PAML,NA,NA,relaxed,NA,NA,NA,SLC6A5,3,3
OG0012448,NA,PAML,NA,NA,NA,NA,NA,NA,NA,4,2
OG0012454,NA,PAML,NA,NA,NA,NA,NA,NA,C2orf43,4,2
OG0012466,NA,PAML,NA,NA,NA,NA,NA,NA,DDX24,4,2
OG0012470,NA,PAML,NA,NA,NA,NA,NA,NA,RBKS,4,2
OG0012471,NA,PAML,NA,NA,relaxed,NA,NA,NA,NA,3,3
OG0012475,NA,PAML,NA,NA,NA,NA,NA,NA,C16orf62,4,2
OG0012492,NA,PAML,NA,NA,NA,NA,NA,NA,METTL9,4,2
OG0012495,NA,PAML,NA,NA,relaxed,NA,NA,NA,PEMT,3,3
OG0012513,NA,PAML,NA,NA,relaxed,NA,NA,eyeloss,MFRP,3,3
OG0012520,NA,PAML,NA,NA,NA,NA,NA,NA,ASNSD1,4,2
OG0012526,NA,PAML,NA,NA,relaxed,NA,NA,NA,TSC22D1,3,3
OG0012534,NA,PAML,NA,NA,NA,NA,NA,NA,BCS1L,4,2
OG0012550,NA,PAML,NA,NA,relaxed,NA,NA,NA,TAF2,3,3
OG0012577,NA,PAML,NA,NA,NA,NA,NA,eyeloss,ARHGEF11,4,2
OG0012587,NA,PAML,NA,NA,NA,NA,pigmentation,NA,LARP7,4,2
OG0012603,NA,PAML,NA,NA,NA,NA,NA,NA,WDR35,4,2
OG0012616,NA,PAML,NA,NA,NA,NA,NA,NA,GSTCD,4,2
OG0012624,NA,PAML,NA,NA,NA,NA,NA,NA,TRPM5,4,2
OG0012638,NA,PAML,NA,NA,NA,NA,NA,NA,SF3B3,4,2
OG0012652,NA,PAML,NA,NA,relaxed,NA,NA,NA,RPF2,3,3
OG0012695,NA,PAML,NA,NA,NA,NA,NA,eyeloss,SETMAR,4,2
OG0012712,NA,PAML,NA,NA,NA,NA,NA,eyeloss,NOL8,4,2
OG0012719,NA,PAML,NA,NA,NA,NA,NA,NA,KIAA1210,4,2
OG0012758,NA,PAML,NA,NA,NA,NA,NA,NA,RGS22,4,2
OG0012788,NA,PAML,NA,NA,NA,NA,NA,NA,MAP10,4,2
OG0012859,NA,PAML,NA,NA,NA,NA,NA,NA,DDX51,4,2
OG0012860,NA,PAML,NA,NA,NA,NA,NA,NA,EIF2D,4,2
OG0012862,NA,PAML,NA,NA,relaxed,NA,pigmentation,NA,IFT122,3,3
OG0012867,NA,PAML,NA,NA,relaxed,NA,NA,NA,CEBPZ,3,3
OG0012868,NA,PAML,NA,NA,NA,NA,NA,NA,PEX7,4,2
OG0012909,NA,PAML,NA,NA,NA,NA,NA,NA,FIGLA,4,2
OG0012923,NA,PAML,NA,NA,NA,NA,NA,NA,NA,4,2
OG0012929,NA,PAML,NA,NA,NA,NA,NA,NA,LIG4,4,2
OG0012939,NA,PAML,NA,NA,NA,NA,NA,NA,NA,4,2
OG0012997,NA,PAML,NA,NA,NA,NA,NA,NA,RPA3OS,4,2
OG0013047,NA,PAML,NA,NA,NA,NA,NA,NA,TFB1M,4,2
OG0013058,NA,PAML,NA,NA,NA,NA,NA,NA,RPS6KL1,4,2
OG0013060,NA,PAML,NA,NA,NA,NA,NA,NA,MORN2,4,2
OG0013069,NA,PAML,NA,NA,relaxed,NA,NA,NA,PRODH2,3,3
OG0013090,NA,PAML,NA,NA,NA,NA,NA,NA,AGMO,4,2
OG0013095,NA,PAML,NA,NA,NA,NA,NA,NA,EFHC2,4,2
OG0013104,NA,PAML,NA,NA,NA,NA,NA,NA,VTCN1,4,2
OG0013108,NA,PAML,NA,NA,NA,NA,NA,NA,COG3,4,2
OG0013166,NA,PAML,NA,NA,NA,NA,NA,NA,CETP,4,2
OG0013176,NA,PAML,NA,NA,NA,NA,pigmentation,NA,FIG4,4,2
OG0013192,NA,PAML,NA,NA,NA,NA,NA,NA,MRPL20,4,2
OG0013247,NA,PAML,NA,NA,NA,NA,NA,NA,C5,4,2
OG0013335,NA,PAML,NA,NA,relaxed,NA,NA,NA,PNPT1,3,3
OG0013406,NA,PAML,NA,NA,NA,NA,NA,NA,FBXW12,4,2
OG0013417,NA,PAML,NA,NA,NA,NA,NA,NA,TMEM214,4,2
OG0013420,NA,PAML,NA,NA,NA,NA,NA,NA,CRELD2,4,2
OG0013493,NA,PAML,NA,NA,relaxed,NA,NA,NA,NEK5,3,3
OG0013496,NA,PAML,NA,NA,relaxed,NA,NA,eyeloss,RAB3GAP1,3,3
OG0013509,NA,PAML,NA,NA,NA,NA,NA,NA,ECHDC1,4,2
OG0013544,NA,PAML,NA,NA,NA,NA,NA,NA,NA,4,2
OG0013568,NA,PAML,NA,NA,NA,NA,NA,NA,C4orf45,4,2
OG0013585,NA,PAML,NA,NA,relaxed,NA,NA,NA,IQCK,3,3
OG0013586,NA,PAML,NA,NA,relaxed,NA,NA,NA,NA,3,3
OG0013603,NA,PAML,NA,NA,NA,NA,NA,NA,FANCF,4,2
OG0013727,NA,PAML,NA,NA,NA,NA,NA,NA,CD8A,4,2
OG0013737,NA,PAML,NA,NA,NA,NA,NA,NA,CHD1L,4,2
OG0013760,NA,PAML,NA,NA,relaxed,NA,NA,NA,PDCD7,3,3
OG0013833,NA,PAML,NA,NA,NA,NA,NA,NA,EVC,4,2
OG0013976,NA,PAML,NA,NA,NA,NA,NA,NA,NA,4,2
OG0014160,NA,PAML,NA,NA,NA,NA,NA,NA,CCDC185,4,2
OG0014439,NA,PAML,NA,NA,NA,NA,NA,NA,NA,4,2
OG0004960,NA,NA,intensified,NA,NA,NA,NA,NA,KNG1,3,3
OG0004975,NA,NA,intensified,NA,NA,NA,NA,NA,UROS,3,3
OG0005139,NA,NA,intensified,NA,NA,NA,NA,NA,GNMT,3,3
OG0005638,NA,NA,intensified,NA,NA,NA,NA,NA,PPP1R3B,3,3
OG0005695,NA,NA,intensified,NA,NA,NA,NA,NA,G2E3,3,3
OG0005700,NA,NA,intensified,NA,NA,NA,NA,NA,FBXW10,3,3
OG0005721,NA,NA,intensified,NA,NA,NA,NA,NA,SUGCT,3,3
OG0005732,NA,NA,intensified,NA,NA,NA,NA,NA,RPS24,3,3
OG0005740,NA,NA,intensified,NA,NA,NA,pigmentation,NA,MDN1,3,3
OG0005853,NA,NA,intensified,NA,NA,NA,NA,NA,RNF207,3,3
OG0005903,NA,NA,intensified,NA,NA,NA,NA,NA,ITGA2,3,3
OG0005965,NA,NA,intensified,NA,NA,NA,NA,NA,C7orf43,3,3
OG0006086,NA,NA,intensified,NA,NA,NA,NA,NA,SLC2A6,3,3
OG0006096,NA,NA,intensified,NA,NA,NA,NA,NA,ORAI2,3,3
OG0006149,NA,NA,intensified,NA,NA,NA,NA,NA,CDK5RAP2,3,3
OG0006171,NA,NA,intensified,NA,NA,NA,NA,eyeloss,NOS1AP,3,3
OG0006174,NA,NA,intensified,NA,NA,NA,NA,NA,INPP5D,3,3
OG0006228,NA,NA,intensified,NA,NA,NA,NA,eyeloss,LRRK1,3,3
OG0006272,NA,NA,intensified,NA,NA,NA,NA,NA,CWC22,3,3
OG0006317,NA,NA,intensified,NA,NA,NA,pigmentation,NA,OPN3,3,3
OG0006408,NA,NA,intensified,NA,NA,NA,NA,NA,NAA30,3,3
OG0006442,NA,NA,intensified,NA,NA,NA,NA,NA,PISD,3,3
OG0006450,NA,NA,intensified,NA,NA,NA,NA,NA,LIG3,3,3
OG0006463,NA,NA,intensified,NA,NA,NA,NA,NA,TNRC18,3,3
OG0006496,NA,NA,intensified,NA,NA,NA,NA,NA,KIAA1407,3,3
OG0006505,NA,NA,intensified,NA,NA,NA,NA,NA,EXOC3,3,3
OG0006513,NA,NA,intensified,NA,NA,NA,NA,NA,ERMP1,3,3
OG0006519,NA,NA,intensified,NA,NA,NA,NA,NA,SLC6A7,3,3
OG0006524,NA,NA,intensified,NA,NA,NA,NA,NA,BTC,3,3
OG0006536,NA,NA,intensified,NA,NA,NA,NA,NA,NOC2L,3,3
OG0006542,NA,NA,intensified,NA,NA,NA,NA,NA,SYDE2,3,3
OG0006547,NA,NA,intensified,NA,NA,NA,NA,NA,ENDOU,3,3
OG0006571,NA,NA,intensified,NA,NA,NA,NA,NA,EIF3D,3,3
OG0006578,NA,NA,intensified,NA,NA,NA,NA,NA,NUP85,3,3
OG0006602,NA,NA,intensified,NA,NA,NA,NA,NA,SLC35E4,3,3
OG0006648,NA,NA,intensified,NA,NA,NA,NA,NA,TDRKH,3,3
OG0006697,NA,NA,intensified,NA,NA,NA,NA,NA,CADM4,3,3
OG0006711,NA,NA,intensified,NA,NA,NA,NA,NA,BAG5,3,3
OG0006732,NA,NA,intensified,NA,NA,NA,NA,NA,C15orf39,3,3
OG0006854,NA,NA,intensified,NA,NA,NA,NA,NA,RPS27A,3,3
OG0006861,NA,NA,intensified,NA,NA,NA,NA,NA,LYSMD2,3,3
OG0006862,NA,NA,intensified,NA,NA,NA,NA,NA,SCG3,3,3
OG0006866,NA,NA,intensified,NA,NA,NA,NA,NA,ARSA,3,3
OG0006922,NA,NA,intensified,NA,NA,NA,NA,NA,FGA,3,3
OG0006924,NA,NA,intensified,NA,NA,NA,pigmentation,NA,RPL24,3,3
OG0006936,NA,NA,intensified,NA,NA,NA,NA,NA,NKTR,3,3
OG0006941,NA,NA,intensified,NA,NA,NA,NA,NA,MPPE1,3,3
OG0006955,NA,NA,intensified,NA,NA,NA,NA,NA,LRRC6,3,3
OG0006975,NA,NA,intensified,NA,NA,NA,NA,NA,HGH1,3,3
OG0006989,NA,NA,intensified,NA,NA,NA,NA,NA,PRDM5,3,3
OG0007025,NA,NA,intensified,NA,NA,NA,NA,NA,LSM8,3,3
OG0007070,NA,NA,intensified,NA,NA,NA,NA,NA,SMG6,3,3
OG0007075,NA,NA,intensified,NA,NA,NA,NA,NA,PRDM15,3,3
OG0007080,NA,NA,intensified,NA,NA,NA,NA,NA,SCG5,3,3
OG0007091,NA,NA,intensified,NA,NA,NA,NA,NA,USE1,3,3
OG0007108,NA,NA,intensified,NA,NA,NA,NA,NA,PRMT3,3,3
OG0007126,NA,NA,intensified,NA,NA,NA,NA,NA,STAC,3,3
OG0007133,NA,NA,intensified,NA,NA,NA,NA,NA,COX10,3,3
OG0007195,NA,NA,intensified,NA,NA,NA,NA,NA,SBK1,3,3
OG0007200,NA,NA,intensified,NA,NA,NA,NA,NA,NUB1,3,3
OG0007202,NA,NA,intensified,NA,NA,NA,NA,NA,CENPW,3,3
OG0007210,NA,NA,intensified,NA,NA,NA,NA,NA,PEX5,3,3
OG0007244,NA,NA,intensified,NA,NA,NA,pigmentation,eyeloss,LYST,3,3
OG0007245,NA,NA,intensified,NA,NA,NA,NA,NA,SYNDIG1,3,3
OG0007252,NA,NA,intensified,NA,NA,NA,NA,eyeloss,FANCL,3,3
OG0007266,NA,NA,intensified,NA,NA,NA,NA,NA,MADD,3,3
OG0007283,NA,NA,intensified,NA,NA,NA,NA,NA,NYNRIN,3,3
OG0007296,NA,NA,intensified,NA,NA,NA,NA,NA,TMEM200A,3,3
OG0007325,NA,NA,intensified,NA,NA,NA,NA,NA,PROP1,3,3
OG0007345,NA,NA,intensified,NA,NA,NA,NA,NA,NUF2,3,3
OG0007354,NA,NA,intensified,NA,NA,NA,NA,NA,PIEZO1,3,3
OG0007365,NA,NA,intensified,NA,NA,NA,NA,NA,KLHL32,3,3
OG0007412,NA,NA,intensified,NA,NA,NA,NA,NA,REN,3,3
OG0007417,NA,NA,intensified,NA,NA,NA,NA,NA,KANK3,3,3
OG0007464,NA,NA,intensified,NA,NA,NA,NA,NA,TM2D3,3,3
OG0007498,NA,NA,intensified,NA,NA,NA,NA,NA,ACBD6,3,3
OG0007522,NA,NA,intensified,NA,NA,NA,NA,NA,SPATA22,3,3
OG0007526,NA,NA,intensified,NA,NA,NA,NA,NA,LAYN,3,3
OG0007543,NA,NA,intensified,NA,NA,NA,NA,NA,AHDC1,3,3
OG0007554,NA,NA,intensified,NA,NA,NA,NA,NA,BRI3BP,3,3
OG0007562,NA,NA,intensified,NA,NA,NA,NA,NA,CKAP2L,3,3
OG0007565,NA,NA,intensified,NA,NA,NA,NA,NA,PDZD2,3,3
OG0007579,NA,NA,intensified,NA,NA,NA,NA,NA,RCHY1,3,3
OG0007594,NA,NA,intensified,NA,NA,NA,NA,NA,FBXO48,3,3
OG0007615,NA,NA,intensified,NA,NA,NA,NA,eyeloss,TMEM108,3,3
OG0007620,NA,NA,intensified,NA,NA,NA,NA,NA,SCAP,3,3
OG0007630,NA,NA,intensified,NA,NA,NA,pigmentation,NA,ATM,3,3
OG0007644,NA,NA,intensified,NA,NA,NA,NA,NA,RIC1,3,3
OG0007673,NA,NA,intensified,NA,NA,NA,NA,NA,MPG,3,3
OG0007708,NA,NA,intensified,NA,NA,NA,NA,NA,TARBP2,3,3
OG0007737,NA,NA,intensified,NA,NA,NA,NA,NA,LEMD3,3,3
OG0007751,NA,NA,intensified,NA,NA,NA,NA,NA,NELFCD,3,3
OG0007773,NA,NA,intensified,NA,NA,NA,NA,NA,PRRT1,3,3
OG0007774,NA,NA,intensified,NA,NA,NA,NA,NA,NELFE,3,3
OG0007785,NA,NA,intensified,NA,NA,NA,NA,NA,CCDC53,3,3
OG0007799,NA,NA,intensified,NA,NA,NA,NA,NA,SEMA7A,3,3
OG0007815,NA,NA,intensified,NA,NA,NA,NA,NA,SPTLC1,3,3
OG0007824,NA,NA,intensified,NA,NA,NA,NA,NA,RFXAP,3,3
OG0007841,NA,NA,intensified,NA,NA,NA,NA,NA,WTAP,3,3
OG0007870,NA,NA,intensified,NA,NA,NA,NA,NA,TBXA2R,3,3
OG0007883,NA,NA,intensified,NA,NA,NA,NA,NA,GLRX2,3,3
OG0007930,NA,NA,intensified,NA,NA,NA,NA,NA,UNC13D,3,3
OG0007932,NA,NA,intensified,NA,NA,NA,NA,NA,WBP2NL,3,3
OG0007940,NA,NA,intensified,NA,NA,NA,NA,NA,TECTB,3,3
OG0007947,NA,NA,intensified,NA,NA,NA,NA,NA,SH3BP1,3,3
OG0007949,NA,NA,intensified,NA,NA,NA,NA,NA,SLC16A12,3,3
OG0007986,NA,NA,intensified,NA,NA,NA,NA,NA,BCAS3,3,3
OG0008009,NA,NA,intensified,NA,NA,NA,NA,NA,PLEKHM3,3,3
OG0008030,NA,NA,intensified,NA,NA,NA,NA,eyeloss,IFT88,3,3
OG0008034,NA,NA,intensified,NA,NA,NA,NA,NA,TMEM30C,3,3
OG0008061,NA,NA,intensified,NA,NA,NA,NA,NA,CCDC12,3,3
OG0008067,NA,NA,intensified,NA,NA,NA,NA,NA,GNL1,3,3
OG0008083,NA,NA,intensified,NA,NA,NA,NA,NA,TBC1D19,3,3
OG0008095,NA,NA,intensified,NA,NA,NA,NA,NA,MALRD1,3,3
OG0008107,NA,NA,intensified,NA,NA,NA,NA,NA,PERP,3,3
OG0008128,NA,NA,intensified,NA,NA,NA,NA,NA,PRIM2,3,3
OG0008137,NA,NA,intensified,NA,NA,NA,NA,NA,CDH5,3,3
OG0008140,NA,NA,intensified,NA,NA,NA,NA,NA,PHKB,3,3
OG0008147,NA,NA,intensified,NA,NA,NA,NA,NA,SLC39A13,3,3
OG0008163,NA,NA,intensified,NA,NA,NA,NA,NA,PCGF1,3,3
OG0008172,NA,NA,intensified,NA,NA,NA,NA,NA,C15orf61,3,3
OG0008182,NA,NA,intensified,NA,NA,NA,NA,NA,CIRH1A,3,3
OG0008205,NA,NA,intensified,NA,NA,NA,NA,NA,ECI1,3,3
OG0008211,NA,NA,intensified,NA,NA,NA,NA,NA,NDUFB10,3,3
OG0008245,NA,NA,intensified,NA,NA,NA,NA,NA,FAM83D,3,3
OG0008248,NA,NA,intensified,NA,NA,NA,NA,NA,SMIM19,3,3
OG0008260,NA,NA,intensified,NA,NA,NA,NA,NA,WDR83OS,3,3
OG0008261,NA,NA,intensified,NA,NA,NA,NA,NA,TMEM246,3,3
OG0008281,NA,NA,intensified,NA,NA,NA,NA,NA,C5orf28,3,3
OG0008290,NA,NA,intensified,NA,NA,NA,NA,NA,JADE2,3,3
OG0008293,NA,NA,intensified,NA,NA,NA,NA,NA,CCDC125,3,3
OG0008346,NA,NA,intensified,NA,NA,NA,NA,NA,PDLIM2,3,3
OG0008348,NA,NA,intensified,NA,NA,NA,NA,NA,RER1,3,3
OG0008358,NA,NA,intensified,NA,NA,NA,NA,NA,MFSD2B,3,3
OG0008368,NA,NA,intensified,NA,NA,NA,NA,NA,SLAIN2,3,3
OG0008369,NA,NA,intensified,NA,NA,NA,NA,NA,ANAPC4,3,3
OG0008387,NA,NA,intensified,NA,NA,NA,NA,NA,SUPT16H,3,3
OG0008399,NA,NA,intensified,NA,NA,NA,pigmentation,NA,PI4K2B,3,3
OG0008408,NA,NA,intensified,NA,NA,NA,NA,NA,AAMDC,3,3
OG0008424,NA,NA,intensified,NA,NA,NA,NA,NA,GCLM,3,3
OG0008428,NA,NA,intensified,NA,NA,NA,NA,NA,SEMA3B,3,3
OG0008429,NA,NA,intensified,NA,NA,NA,NA,NA,TMEM115,3,3
OG0008430,NA,NA,intensified,NA,NA,NA,NA,NA,IFRD2,3,3
OG0008452,NA,NA,intensified,NA,NA,NA,NA,NA,ALAD,3,3
