gene_symbol,OG_ID,analysis_absrel,analysis_relax_selection,analysis_paml,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contracted,count_sel,count_rel,condition,TargetSpecies_Count,Reference_Count
CENPK,OG0010229,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
CEP128,OG0006000,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CEP152,OG0006621,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CEP70,OG0003982,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CEP83,OG0006735,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CFAP221,OG0008132,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CFAP43,OG0004356,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CFAP44,OG0008370,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CFAP54,OG0003601,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CFAP69,OG0006872,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CFAP97,OG0009174,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
CFI,OG0005560,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
CGREF1,OG0012229,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CHTF18,OG0006425,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
CIITA,OG0004708,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CISH,OG0004612,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CKAP4,OG0007645,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CLCNKB,OG0004930,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
CLDN23,OG0006338,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CLN3,OG0005309,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
CLU,OG0005251,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
CNNM3,OG0011566,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
CNTD1,OG0010997,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
COBLL1,OG0005661,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
COL12A1,OG0003717,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
COL14A1,OG0004114,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
COL22A1,OG0006665,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
COL9A2,OG0010366,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
COMMD10,OG0009735,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
COMTD1,OG0005865,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
CPED1,OG0009586,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
CPN2,OG0011608,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CPQ,OG0011621,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
CRELD1,OG0009949,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CRYBG3,OG0010711,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
CSPP1,OG0004107,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CSRNP1,OG0006376,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CTC1,OG0004644,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
CTTNBP2,OG0011452,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
CUBN,OG0003739,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
CWC15,OG0009518,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
CYTIP,OG0008162,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
DAB2,OG0005619,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
DAG1,OG0008001,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
DAO,OG0008914,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
DCHS2,OG0012197,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
DCP1B,OG0007685,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
DCTN1,OG0007957,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
DDB1,OG0009227,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
DDX42,OG0009179,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
DDX59,OG0007781,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
DEPDC7,OG0006403,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
DHX58,OG0008611,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
DLD,OG0010824,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
DLK2,OG0009650,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
DNAH10,OG0009034,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
DNAH2,OG0012285,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
DND1,OG0006688,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
DNMBP,OG0004104,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
DNTTIP2,OG0006526,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
DPYS,OG0010982,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
DUSP27,OG0010583,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
E2F7,OG0008758,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
E2F8,OG0007928,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
EBI3,OG0011568,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
ECM1,OG0004609,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
ECT2L,OG0010653,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
EEFSEC,OG0008634,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
EFCAB11,OG0008270,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
EFCAB12,OG0011989,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
EFCAB5,OG0012279,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
EFHC2,OG0009093,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
EFR3B,OG0010353,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
EIF2B5,OG0009973,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
ELK3,OG0005299,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
ELP5,OG0011195,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
EMC1,OG0009323,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
EMILIN1,OG0006207,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
ENO4,OG0008149,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
ENPEP,OG0007747,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
ENTPD1,OG0008887,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
EPOR,OG0006046,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
EPSTI1,OG0008569,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
ERI2,OG0011943,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
ESCO1,OG0009343,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
ESF1,OG0007663,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
ESPL1,OG0005688,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
EVPL,OG0004446,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
F3,OG0004043,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
F5,OG0004155,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
FAM151A,OG0007402,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FAM161B,OG0010195,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FAM183A,OG0007568,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
FAM208B,OG0004261,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FAM214A,OG0007587,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FAM53C,OG0010561,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FAM72A,OG0004641,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
FAM83B,OG0007831,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
FANCG,OG0009013,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FANCI,OG0006184,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FANCM,OG0005986,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FASTKD5,OG0012081,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
FBXO43,OG0010140,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FES,OG0007874,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FGD6,OG0009237,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FHAD1,OG0005101,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FKBP15,OG0004092,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FLAD1,OG0010405,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
FLCN,OG0010060,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
FLII,OG0005648,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FN1,OG0005669,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
FNDC1,OG0009280,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
FOCAD,OG0011850,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FOXM1,OG0009309,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FRMPD1,OG0003596,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
FRMPD3,OG0010438,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
GAB1,OG0009474,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
GABBR2,OG0005228,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
GALNT15,OG0011100,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
GALNT5,OG0008864,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
GART,OG0003771,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
GBE1,OG0008826,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
GBF1,OG0006577,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
GCK,OG0005094,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
GDE1,OG0005114,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
GEMIN4,OG0005601,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
GFRAL,OG0012388,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
GHDC,OG0011819,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
GLI1,OG0010830,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
GMNC,OG0009715,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
GNL3L,OG0007124,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
GOLGA3,OG0008836,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
GOLGA4,OG0007982,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
GOLGB1,OG0005156,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
GOLIM4,OG0007877,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
GPATCH2,OG0007696,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
GPATCH3,OG0009185,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
GPATCH4,OG0004757,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
GPKOW,OG0005375,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
GPLD1,OG0012690,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
GPNMB,OG0007157,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
GPR160,OG0003788,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
GPRIN2,OG0009245,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
GPRIN3,OG0008670,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
HAUS2,OG0005135,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
HAUS6,OG0006596,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
HAUS8,OG0007064,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
HDHD3,OG0011081,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
HEATR4,OG0010987,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
HEMK1,OG0008876,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
HIRA,OG0010408,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
HIVEP1,OG0007575,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
HIVEP3,OG0006150,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
HPS1,OG0009127,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
HPS4,OG0011275,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
HPS6,OG0010083,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
HS1BP3,OG0009961,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
HSD17B2,OG0009652,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
HTATSF1,OG0005481,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
HTR3B,OG0011204,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
IFNGR1,OG0012164,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
IFNLR1,OG0012534,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
IFT27,OG0008872,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
IFT81,OG0009033,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
IGSF21,OG0004836,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
IL12RB1,OG0012626,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
IL17RA,OG0005578,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
IL20RB,OG0009887,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
ILDR1,OG0006195,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
IQCD,OG0008271,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
IRAK1,OG0008297,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
IST1,OG0004369,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
ITGB3,OG0004025,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
ITPA,OG0010411,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
ITPRIPL1,OG0012354,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
KANK3,OG0009094,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
KCMF1,OG0003928,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
KCTD16,OG0005394,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
KIAA0586,OG0004132,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
KIAA1211L,OG0005656,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
KIAA1522,OG0004865,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
KIAA1549,OG0004964,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
KIAA1549L,OG0009577,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
KIF11,OG0010701,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
KIF18A,OG0009539,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
KITLG,OG0004786,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
KLF10,OG0010315,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
KMT2E,OG0009077,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
L1CAM,OG0004115,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
LACTB2,OG0010941,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
LAMP3,OG0009515,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
LCA5L,OG0010862,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
LDLRAD2,OG0011667,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
LGMN,OG0006789,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
LIMA1,OG0006508,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
LIPT1,OG0008113,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
LMAN2L,OG0005968,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
LMTK2,OG0005858,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
LRIT2,OG0012085,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
LRP10,OG0008593,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
LRPAP1,OG0008492,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
LRPPRC,OG0010115,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
LRRC23,OG0008171,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
LRRN4,OG0012516,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
LSG1,OG0008755,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
LUZP1,OG0009189,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
LY75,OG0009712,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
MACC1,OG0010319,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MADD,OG0007988,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MAP2,OG0006540,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
MAP3K19,OG0011829,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
MAPK7,OG0011131,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MBD4,OG0010352,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
MCMDC2,OG0011560,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
MDM2,OG0005635,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
MDN1,OG0006916,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MED26,OG0004749,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
MEI4,OG0010926,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MEIKIN,OG0012666,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MEIOB,OG0010783,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
METTL17,OG0010189,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
METTL25,OG0007250,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MGME1,OG0005988,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MIA3,OG0001630,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MICAL1,OG0011114,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MLH3,OG0007401,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MMP19,OG0011808,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MMP9,OG0010225,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MMRN2,OG0006909,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MMS19,OG0006565,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MMS22L,OG0010155,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MORC3,OG0003576,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
MPP7,OG0009614,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
MPPE1,OG0008455,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
MRC1,OG0002818,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
MRM1,OG0010792,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
MRPL54,OG0006671,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
MTIF3,OG0010787,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MTMR12,OG0007673,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
MTO1,OG0010242,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MTPAP,OG0009123,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
MTUS2,OG0005597,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MVK,OG0009242,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MYCBPAP,OG0007582,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
MYLK,OG0004346,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NAB1,OG0005672,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
NAGLU,OG0010003,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NAGPA,OG0010494,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NATD1,OG0004642,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NBAS,OG0004085,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
NCDN,OG0008543,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
NCEH1,OG0007870,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NCKAP5,OG0011969,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
NDUFB5,OG0008289,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NDUFS3,OG0008653,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NEB,OG0007929,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
NEBL,OG0012317,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NEIL1,OG0011399,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NEIL3,OG0006796,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NEK3,OG0009117,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NES,OG0012553,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NF1,OG0004026,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
NFATC2,OG0005914,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
NHLRC2,OG0008817,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
NIPBL,OG0008055,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
NMU,OG0009724,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NOBOX,OG0010946,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
NOL9,OG0010499,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NOS2,OG0008230,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NPHS1,OG0008405,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NSUN7,OG0006784,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NUB1,OG0007952,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
NUDT13,OG0007529,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
NUDT14,OG0010432,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NUF2,OG0005862,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
NUMA1,OG0006648,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
NUP160,OG0010724,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
NUP214,OG0005392,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
NUP98,OG0004788,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
ODF2L,OG0011165,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
OFD1,OG0007637,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
OGG1,OG0008494,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
OMA1,OG0009062,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
OS9,OG0009130,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
PAPLN,OG0004901,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
PARD3B,OG0004712,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
PARP9,OG0009375,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
PASK,OG0006304,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
PCDH12,OG0011874,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
PCID2,OG0010291,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
PDCD2L,OG0010475,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
PDE12,OG0010444,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
PDE2A,OG0004884,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
PDGFD,OG0009355,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
PDILT,OG0011545,NA,intensified,NA,NA,NA,NA,1,0,long-lived,1,1
PEAK1,OG0010733,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
PEAR1,OG0011932,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
PEX12,OG0010720,NA,NA,paml_selected,NA,NA,NA,1,0,long-lived,1,1
PEX16,OG0010608,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
PEX26,OG0011020,NA,NA,paml_selected,NA,relaxed,NA,1,1,long-lived,1,1
