OG	gene_symbol
OG0001217	EN1
OG0001218	DNAJA4
OG0001219	BMP4
OG0001220	GLIPR1
OG0001221	RPRML
OG0001222	PFN1
OG0001223	GFPT1
OG0001224	CACNB4
OG0001225	BCL11B
OG0001226	HNRNPR
OG0001227	ACVR1
OG0001228	BTBD10
OG0001229	TMED5
OG0001230	ETNK2
OG0001231	EXOC3L1
OG0001232	HYDIN
OG0001233	PRKACA
OG0001234	CDH1
OG0001235	JAM2
OG0001236	FRYL
OG0001237	HSF1
OG0001238	DSCAML1
OG0001239	LHX6
OG0001240	BPI
OG0001241	SGSM1
OG0001242	NDFIP2
OG0001243	MICALL1
OG0001244	CLCN1
OG0001245	SDK1
OG0001246	TPT1
OG0001247	RC3H2
OG0001248	ZMYM4
OG0001249	BICD1
OG0001250	CYP1A2
OG0001251	ACSBG1
OG0001252	AHCYL2
OG0001253	SEC24C
OG0001254	SLC19A2
OG0001255	SULF1
OG0001256	MDFIC
OG0001257	PPP1R13B
OG0001258	MLNR
OG0001259	SIN3B
OG0001260	COX6A1
OG0001261	SLC15A2
OG0001262	KCNK10
OG0001263	ACYP2
OG0001264	PGBD1
OG0001265	DUSP13
OG0001266	CHRNA7
OG0001267	CASP1
OG0001268	SRSF1
OG0001269	NPR1
OG0001270	FUNDC2
OG0001271	HOXA5
OG0001272	HMX3
OG0001273	PPP2CB
OG0001274	SIX3
OG0001275	RPS2
OG0001276	PRKAR2B
OG0001277	RHOU
OG0001278	ENTPD2
OG0001279	PPAP2C
OG0001280	SLC43A1
OG0001281	NACAD
OG0001282	AP1M1
OG0001283	PON2
OG0001284	BRSK2
OG0001285	MAPK8IP2
OG0001286	NRBP2
OG0001287	AIPL1
OG0001288	CADPS
OG0001289	SLC9A3R2
OG0001290	LETM1
OG0001291	EPS8L1
OG0001292	UBE2R2
OG0001293	NETO1
OG0001294	ABCA1
OG0001295	LDB1
OG0001296	PTPRJ
OG0001297	DYNC1I1
OG0001298	FLVCR1
OG0001299	CHCHD6
OG0001300	RNF126
OG0001301	ESYT3
OG0001302	GRM5
OG0001303	PTK2
OG0001304	SULT6B1
OG0001305	LGI1
OG0001306	DACH1
OG0001307	TNPO1
OG0001308	PALLD
OG0001309	PTCH1
OG0001310	SLC29A1
OG0001311	RPS15A
OG0001312	PDIA2
OG0001313	SENP1
OG0001314	APP
OG0001315	VPS26B
OG0001316	OGFR
OG0001317	NPTN
OG0001318	ABCA3
OG0001319	ABL2
OG0001320	USP31
OG0001321	FAM117B
OG0001322	PNPLA6
OG0001323	KIF26B
OG0001324	IFFO1
OG0001325	RIMS2
OG0001326	NBEA
OG0001327	ROBO2
OG0001328	CAMKK2
OG0001329	LRRC4B
OG0001330	NDEL1
OG0001331	TNF
OG0001332	HNF4A
OG0001334	-
OG0001335	ALAS1
OG0001336	CARTPT
OG0001337	CLCF1
OG0001338	PTCHD4
OG0001339	NPPC
OG0001340	RTN4RL1
OG0001341	PTPRN2
OG0001342	RPS12
OG0001343	METTL21C
OG0001344	AGR2
OG0001345	STARD9
OG0001346	GRB2
OG0001347	INSM2
OG0001348	SHISA8
OG0001349	KCNB2
OG0001350	MCUR1
OG0001351	TNFRSF11B
OG0001352	NINJ1
OG0001353	SNX11
OG0001354	FAM26F
OG0001355	FGF6
OG0001356	SYT6
OG0001357	MAML3
OG0001358	BANF2
OG0001359	DTX1
OG0001360	GRIK5
OG0001361	RRAGD
OG0001362	NR5A2
OG0001363	CAD
OG0001364	CACNA2D4
OG0001365	PIP5K1A
OG0001366	SKOR2
OG0001367	ZNF503
OG0001368	PCMTD2
OG0001369	FAM57A
OG0001370	MXI1
OG0001371	ARRDC3
OG0001372	APH1A
OG0001373	PPA2
OG0001374	GLI2
OG0001375	VANGL1
OG0001376	CRY1
OG0001377	ZNF532
OG0001378	ABI2
OG0001379	KIF3C
OG0001380	LUC7L2
OG0001381	RAB26
OG0001382	MPP2
OG0001383	DLGAP4
OG0001384	NT5DC2
OG0001385	SOX4
OG0001386	TMEM87A
OG0001387	TMC2
OG0001388	SMAD2
OG0001389	TMCC2
OG0001390	SLC25A28
OG0001391	SOX17
OG0001392	MYT1L
OG0001393	GIT1
OG0001394	ELOVL7
OG0001395	CDC42SE2
OG0001396	APBB2
OG0001397	CDC14A
OG0001398	VPS37C
OG0001399	ATP11A
OG0001400	PLPPR3
OG0001401	INPP5J
OG0001402	RBMXL2
OG0001403	TTYH2
OG0001404	GALNT8
OG0001405	SEC24B
OG0001406	SYPL1
OG0001407	BRD1
OG0001408	NAPB
OG0001409	RALGDS
OG0001410	COX6B2
OG0001411	CCKBR
OG0001412	NNMT
OG0001413	PNLIPRP2
OG0001414	-
OG0001415	GRIN2D
OG0001416	SERF2
OG0001417	PDZD3
OG0001418	NPM2
OG0001419	SLAMF8
OG0001420	CRYAB
OG0001421	CDCA7L
OG0001422	CHRNA9
OG0001423	ALK
OG0001424	FNDC4
OG0001425	FGF10
OG0001426	LIN28B
OG0001427	ATP6V0A1
OG0001428	CKMT1B
OG0001429	ZNF366
OG0001430	ANO1
OG0001431	SKAP1
OG0001432	CSDC2
OG0001433	DUSP26
OG0001434	CALN1
OG0001435	CRH
OG0001436	NSD1
OG0001437	OLFM4
OG0001438	TTC7B
OG0001439	HSD17B3
OG0001440	CRACR2A
OG0001441	SEC14L3
OG0001442	IKBKB
OG0001443	GREB1L
OG0001444	DCUN1D4
OG0001445	ESX1
OG0001446	RAMP3
OG0001447	ISL2
OG0001448	CCR7
OG0001449	PAPPA2
OG0001450	TMEM184B
OG0001451	RBM38
OG0001452	CHP2
OG0001453	RPL5
OG0001454	MAPKAPK2
OG0001455	STXBP5L
OG0001456	MBTD1
OG0001457	PLXDC2
OG0001458	MOB1A
OG0001459	CDK13
OG0001460	PPEF2
OG0001461	CNGB1
OG0001462	BCL6
OG0001463	TMEM45A
OG0001464	DRAM2
OG0001465	LYPLA1
OG0001466	PTGS2
OG0001467	DUSP15
OG0001468	DTX3L
OG0001469	KCNH1
OG0001470	CKB
OG0001471	OSGIN2
OG0001472	FAM78A
OG0001473	ACVR2A
OG0001474	RASGRF1
OG0001475	CD164
OG0001476	HOOK2
OG0001477	ADAMTSL4
OG0001478	CEPT1
OG0001479	G3BP2
OG0001480	ILF3
OG0001481	GPC4
OG0001482	DNAJC15
OG0001483	HSP90AA1
OG0001484	ESPN
OG0001485	STX12
OG0001486	UBA1
OG0001487	ENOX1
OG0001488	OSBP2
OG0001489	UBE2L3
OG0001490	FRMD3
OG0001491	UNC119B
OG0001492	TBL1X
OG0001493	KPNA3
OG0001494	PCDH11X
OG0001495	ING1
OG0001496	TBC1D8
OG0001497	RPS24
OG0001498	TRIM3
OG0001499	CAPN5
OG0001500	OTOG
OG0001501	TIE1
OG0001502	FUCA2
OG0001503	PCYT1B
OG0001504	PMM1
OG0001505	SPOPL
OG0001506	MYO7B
OG0001507	SLC7A10
OG0001508	CADM3
OG0001509	GNA12
OG0001510	TIAL1
OG0001511	RALGPS1
OG0001512	TESK1
OG0001513	PNP
OG0001514	PURA
OG0001515	CACNA2D2
OG0001516	TOM1L2
OG0001517	AMPH
OG0001518	TCF7L2
OG0001519	ADAM8
OG0001520	TFDP1
OG0001521	KIAA1324L
OG0001522	CSGALNACT2
OG0001523	VWA5A
OG0001524	LRRFIP1
OG0001525	ADCY5
OG0001526	ITSN1
OG0001527	PTMA
OG0001528	IQSEC2
OG0001529	DUSP16
OG0001530	PPP1R12B
OG0001531	THSD7A
OG0001532	SORCS3
OG0001533	DST
OG0001534	E2F4
OG0001535	vit-5
OG0001536	KLRC1
OG0001537	FAM90A1
OG0001538	-
OG0001539	-
OG0001540	-
OG0001541	ZAR1
OG0001542	-
OG0001543	SH2D1B
OG0001544	CUL9
OG0001545	FBP2
OG0001546	HDC
OG0001547	HOXA10
OG0001548	PHYHIPL
OG0001549	FZD8
OG0001550	FGF2
OG0001551	MBOAT2
OG0001552	VAV3
OG0001553	PKM
OG0001554	RPP25
OG0001555	RPS17
OG0001556	TUSC3
OG0001557	DCDC2
OG0001558	ACACB
OG0001559	CAV1
OG0001560	PTGDS
OG0001561	WEE1
OG0001562	KLHDC8B
OG0001563	GREM2
OG0001564	HARBI1
OG0001565	FOXP2
OG0001566	KDM3B
OG0001567	DYRK1A
OG0001568	CC2D2A
OG0001569	MKL2
OG0001570	AVP
OG0001571	LRRTM4
OG0001572	RBBP7
OG0001573	GOLGA7B
OG0001574	GABPB2
OG0001575	TBX4
OG0001576	INSIG1
OG0001577	COPZ2
OG0001578	EPB41L3
OG0001579	KCTD3
OG0001580	NPM1
OG0001581	ATAD2B
OG0001582	CNOT6L
OG0001583	NUCB1
OG0001584	LARP1B
OG0001585	GNAS
OG0001586	AKIRIN2
OG0001587	NEDD4
OG0001588	SEMA3G
OG0001589	ZDHHC8
OG0001590	CITED2
OG0001591	MAN2A2
OG0001592	RANBP9
OG0001593	BZW1
OG0001594	PKNOX2
OG0001595	C1GALT1
OG0001596	FRS2
OG0001597	GDI1
OG0001598	SEMA5B
OG0001599	TAF15
OG0001600	PHTF2
OG0001601	SMURF2
OG0001602	OSBPL10
OG0001603	ARFGAP2
OG0001604	NT5C1A
OG0001605	CEP135
OG0001606	TRA2B
OG0001607	SMARCC2
OG0001608	TBC1D22A
OG0001609	VPS4B
OG0001610	ATP8A2
OG0001611	GGA1
OG0001612	ARFIP2
OG0001613	TOX
OG0001614	STIM1
OG0001615	EPS15
OG0001616	STAT1
OG0001617	CRB1
OG0001618	PAX1
OG0001619	ATP6V1B1
OG0001620	SEC31A
OG0001621	PPIP5K1
OG0001622	UNC45A
OG0001623	EDIL3
OG0001624	ITGA9
OG0001625	PRPSAP2
OG0001626	GLIS3
OG0001627	LAMA5
OG0001628	SATB1
OG0001629	CRISPLD1
OG0001630	MIA3
OG0001631	MYB
OG0001632	CABLES1
OG0001633	LRRC75A
OG0001634	TYK2
OG0001635	Znf704
OG0001636	RPL9
OG0001637	RGS6
OG0001638	LAMP1
OG0001639	CDH4
OG0001640	GPSM2
OG0001641	FZD9
OG0001642	WWC2
OG0001643	ZDHHC13
OG0001644	ASCC3
OG0001645	ACSL3
OG0001646	UBR2
OG0001647	TLN2
OG0001648	TLK2
OG0001649	TBC1D4
OG0001650	MED13L
OG0001651	DGKZ
OG0001652	ROCK2
OG0001653	PTPRK
OG0001654	FARP1
OG0001655	COX7C
OG0001656	UBE2A
OG0001657	GOLT1B
OG0001658	RPL37A
OG0001659	PKIB
OG0001660	SMIM10
OG0001661	PILRA
OG0001662	ERVW-1
OG0001663	-
OG0001665	-
OG0001666	-
OG0001667	KPNA7
OG0001668	UMOD
OG0001669	KCNMB3
OG0001670	GDF11
OG0001671	EVX2
OG0001672	FOXB2
OG0001673	RALB
OG0001674	KCNQ5
OG0001675	RPSA
OG0001676	SLC12A2
OG0001677	ZFP91
OG0001678	CRABP2
OG0001679	NPY
OG0001680	SRD5A1
OG0001681	ESR1
OG0001682	DYNC1LI1
OG0001683	MEF2A
OG0001684	BMPR1A
OG0001685	CDS1
OG0001686	LBX1
OG0001687	GLB1
OG0001688	STAB1
OG0001689	MAP2K2
OG0001690	HHIPL1
OG0001691	ASB15
OG0001692	FAM115A
OG0001693	GABRA4
OG0001694	PAFAH1B2
OG0001695	DZIP1
OG0001696	LHX1
OG0001697	GLS
OG0001698	CACNG7
OG0001699	FAM195A
OG0001700	GCNT1
OG0001701	CYBRD1
OG0001702	RMDN2
OG0001704	RIC8B
OG0001705	STMN2
OG0001706	TRPV6
OG0001707	SCO1
OG0001708	EVI5
OG0001709	SAR1B
OG0001710	FAM69B
OG0001711	PRDM8
OG0001712	DDX17
OG0001713	RASGRP2
OG0001714	AK3
OG0001715	UBE2N
OG0001716	SCAMP2
OG0001717	SCAMP5
OG0001718	LEPREL4
OG0001719	TRAF5
OG0001720	DCLK2
OG0001721	NABP2
OG0001722	IRX5
OG0001723	GRM3
OG0001724	TCF7
OG0001725	BTRC
OG0001726	ACTR3
OG0001727	NT5C3A
OG0001728	PGM1
OG0001729	ATG4D
OG0001730	ITGB1BP2
OG0001731	SH3RF1
OG0001732	RSPO3
OG0001733	LINGO2
OG0001734	LPP
OG0001735	EFEMP1
OG0001736	ERLIN1
OG0001737	DEDD2
OG0001738	MEGF10
OG0001739	PPP2R5D
OG0001740	CYB5B
OG0001741	TBC1D15
OG0001742	AHR
OG0001743	WDFY1
OG0001744	CLASP1
OG0001745	PMPCB
OG0001746	SMAP1
OG0001747	RHOT1
OG0001748	PAPSS1
OG0001749	UHRF1
OG0001750	ULK1
OG0001751	MLLT6
OG0001752	AGTPBP1
OG0001753	CASQ2
OG0001754	MLLT1
OG0001755	PNRC1
OG0001756	RSBN1L
OG0001757	PACSIN2
OG0001758	AMPD3
OG0001759	KIF21A
OG0001760	RHBDF1
OG0001761	SDCBP
OG0001762	RUFY1
OG0001763	KATNA1
OG0001764	PTGER1
OG0001765	METTL21B
OG0001766	NFATC3
OG0001767	CHN2
OG0001768	CAB39
OG0001769	FAM171A1
OG0001770	ERN1
OG0001771	SALL1
OG0001772	FCHO1
OG0001773	CYP26C1
OG0001774	CHKA
OG0001775	NIN
OG0001776	SLC41A3
OG0001777	CHIC1
OG0001778	SH3GLB2
OG0001779	UCK1
OG0001780	THBS2
OG0001781	DENND4C
OG0001782	PLCH1
OG0001783	AOC3
OG0001784	HSBP1
OG0001785	BST1
OG0001786	IKZF4
OG0001787	HTR1B
OG0001788	ZAP70
OG0001789	DNASE2B
OG0001790	-
OG0001791	SLC5A7
OG0001792	TSTD1
OG0001793	ARL6IP5
OG0001794	RNF225
OG0001795	AFF3
OG0001796	GSX2
OG0001797	C21orf33
OG0001798	SPTLC2
OG0001799	WNT7B
OG0001800	ST6GALNAC3
OG0001801	WNT8A
OG0001802	SYT11
OG0001803	OGDH
OG0001804	ZPLD1
OG0001805	RASD1
OG0001806	DYNLRB2
OG0001807	AGPAT3
OG0001808	B4GALNT4
OG0001809	PI15
OG0001810	SDR16C5
OG0001811	SDC3
OG0001812	RHEBL1
OG0001813	KIAA1586
OG0001814	EIF5A
OG0001815	CCNJL
OG0001816	OAZ1
OG0001817	PITX2
OG0001818	GAS2L2
OG0001819	GBX1
OG0001820	STXBP2
OG0001821	AEN
OG0001822	EZH2
OG0001823	MTHFD1L
OG0001824	TFR2
OG0001826	PRKAR1B
OG0001827	LMO1
OG0001828	CSRNP3
OG0001829	TTC9B
OG0001830	UBA52
OG0001831	CACNB2
OG0001832	CHD2
OG0001833	ADORA2A
OG0001834	CRIP2
OG0001835	TVP23B
OG0001836	TSPAN7
OG0001837	SLC26A2
OG0001838	SNX24
OG0001839	SFT2D2
OG0001840	ARSJ
OG0001841	TGIF1
OG0001842	ABCG1
OG0001843	PAX2
OG0001844	LIFR
OG0001845	IFRD1
OG0001846	ZNF143
OG0001847	AIF1
OG0001848	LEPROT
OG0001849	GANAB
OG0001850	AKAP8
OG0001851	RRAS
OG0001852	RCN3
OG0001853	TMEM9
OG0001854	CLSTN1
OG0001855	GABARAPL1
OG0001856	CYFIP1
OG0001857	ACTR1B
OG0001858	VEGFC
OG0001859	PLAG1
OG0001860	CLIP4
OG0001861	TRIM33
OG0001862	STK3
OG0001863	TP53INP1
OG0001864	ACAD10
OG0001865	HOXA2
OG0001866	LRFN2
OG0001867	SLC27A1
OG0001868	CPEB2
OG0001869	USF2
OG0001870	TOR1AIP1
OG0001871	PRKAB2
OG0001872	LRRC8C
OG0001873	PHF2
OG0001874	NMT2
OG0001875	ARFGEF1
OG0001876	MAP1B
OG0001877	FAM63B
OG0001878	UGGT2
OG0001879	TBK1
OG0001880	SMARCA4
OG0001881	ARPC5L
OG0001882	GAREM
OG0001883	GALNT9
OG0001884	WFIKKN2
OG0001885	ING5
OG0001886	MYO1C
OG0001887	PRICKLE2
OG0001888	DUSP4
OG0001889	KLHL2
OG0001890	AADACL2
OG0001891	TMEM63B
OG0001892	CPXM2
OG0001893	DAAM2
OG0001894	ANO6
OG0001895	SHISA6
OG0001896	SLC25A13
OG0001897	KRTCAP3
OG0001898	ZDHHC14
OG0001899	Mar-03
OG0001900	SFMBT2
OG0001901	FAM109A
OG0001902	FKBP9
OG0001903	ADAMTS7
OG0001904	CAP2
OG0001905	ATP6V1C2
OG0001906	NGFR
OG0001907	CTPS2
OG0001908	GORASP2
OG0001909	FAM167A
OG0001910	DNAJB14
OG0001911	BTBD2
OG0001912	RGS9
OG0001913	UPF3B
OG0001914	PRELP
OG0001915	MID2
OG0001916	LRCH3
OG0001917	RASGEF1B
OG0001918	RGMA
OG0001919	SLC25A22
OG0001920	FAM169A
OG0001921	SRGAP1
OG0001922	XYLT1
OG0001923	PHLPP1
OG0001924	DSC2
OG0001925	DCAF12L2
OG0001926	PLPPR2
OG0001927	SMOC2
OG0001928	PRKCZ
OG0001929	Mar-04
OG0001930	MYO3A
OG0001931	ZNRF2
OG0001932	R3HDM1
OG0001933	PTPN22
OG0001934	TMX4
OG0001935	LAMC1
OG0001936	KLHL40
OG0001937	WDR62
OG0001938	DOCK3
OG0001939	MAPK8IP3
OG0001940	RAB9A
OG0001941	UHRF1BP1L
OG0001942	PDE6G
OG0001943	HSFX2
OG0001944	ATP6V0A2
OG0001945	Zfp872
OG0001946	ALG11
OG0001947	CSPG4
OG0001948	ISOC1
OG0001949	PMFBP1
OG0001950	PCBD2
OG0001951	SYCP2
OG0001952	PTGIR
OG0001953	FAM155B
OG0001954	WNT10A
OG0001955	EGFL8
OG0001956	GPR25
OG0001957	TBPL2
OG0001958	GYS1
OG0001959	LDLRAD4
OG0001960	FGF8
OG0001961	RPL37
OG0001962	PDE8B
OG0001963	PTPN2
OG0001964	NPC1L1
OG0001965	IMPA1
OG0001966	PTPLA
OG0001967	SAA4
OG0001968	MACROD2
OG0001969	FIGN
OG0001970	RBPJL
OG0001971	NXPE2
OG0001972	SDF2
OG0001973	KCNJ10
OG0001974	-
OG0001975	SLC9A6
OG0001976	XKRX
OG0001977	GPT2
OG0001978	TBX15
OG0001979	FEZF1
OG0001980	H2AFY
OG0001981	KCNS1
OG0001982	NCF2
OG0001983	RING1
OG0001984	ACPP
OG0001985	PPM1H
OG0001986	ZC3H12A
OG0001987	NPAS3
OG0001988	TMEM39B
OG0001989	HDAC4
OG0001990	TBC1D9
OG0001991	STEAP3
OG0001992	GNPDA1
OG0001993	SLC38A4
OG0001994	PDGFA
OG0001995	HPCAL4
OG0001996	KLHL24
OG0001997	TNFRSF1A
OG0001998	RNF144A
OG0001999	GALR2
OG0002000	BACE2
OG0002001	LONRF3
OG0002002	SLC39A12
OG0002003	ELOVL3
OG0002004	TMUB2
OG0002005	DDAH2
OG0002006	PTPRR
OG0002007	GRIN3A
OG0002008	CLTC
OG0002009	WBP2NL
OG0002010	SPOCK3
OG0002011	ADAMTS10
OG0002012	EML5
OG0002013	B4GALT3
OG0002014	FAR2
OG0002015	YIF1B
OG0002016	SNX12
OG0002017	RAB27A
OG0002018	SMARCA1
OG0002019	HSPA12A
OG0002020	SEC23A
OG0002021	LRP5
OG0002022	EHMT2
OG0002023	TMEM88
OG0002024	NOS1AP
OG0002025	PDE3B
OG0002026	UBTD2
OG0002027	FOXF2
OG0002028	AP3M2
OG0002029	PLEKHF1
OG0002030	SLC23A1
OG0002031	TNKS
OG0002032	FURIN
OG0002033	CANX
OG0002034	BNC2
OG0002035	FAM89B
OG0002036	CIB2
OG0002037	KLHDC2
OG0002038	FRRS1
OG0002039	ZBTB18
OG0002040	GAS2L3
OG0002041	THRA
OG0002042	CUL4B
OG0002043	EGR2
OG0002044	STK38
OG0002045	MIEF1
OG0002046	ICA1
OG0002047	ABHD5
OG0002048	DCUN1D2
OG0002049	SLC35D1
OG0002050	ZBTB47
OG0002051	NCK2
OG0002052	AP3B2
OG0002053	APCDD1
OG0002054	PPP1R16A
OG0002055	CHPF
OG0002056	PGRMC2
OG0002057	AP2A1
OG0002058	SCML2
OG0002059	ESRP2
OG0002060	SLC11A2
OG0002061	CILP
OG0002062	VTCN1
OG0002063	LRIG3
OG0002064	CTAGE5
OG0002065	RPS6KB1
OG0002066	PAPD7
OG0002067	ATRN
OG0002068	CC2D1A
OG0002069	PTN
OG0002070	ZC3H7B
OG0002071	ANKRD28
OG0002072	GFOD1
OG0002073	DMXL1
OG0002074	HIPK2
OG0002075	RHBDL1
OG0002076	VPS13C
OG0002077	JAG2
OG0002078	HIP1R
OG0002079	ATP7A
OG0002080	SYDE2
OG0002081	AP2B1
OG0002082	TSPYL1
OG0002083	PTPRM
OG0002084	ABCC8
OG0002085	USP44
OG0002086	-
OG0002087	BAI2
OG0002088	AMY2A
OG0002089	VAX1
OG0002090	ALOX12
OG0002091	COX7B2
OG0002092	Spdye4
OG0002093	-
OG0002095	KY
OG0002096	PPAPDC1B
OG0002097	STAP2
OG0002098	TLR10
OG0002099	ME3
OG0002100	NMUR1
OG0002101	SLC2A12
OG0002102	RORC
OG0002103	CALHM1
OG0002104	OTOP3
OG0002105	OPN3
OG0002106	CD28
OG0002107	CD37
OG0002108	SCRT1
OG0002109	C1QTNF2
OG0002110	RPL36
OG0002111	SYNE1
OG0002112	PGR
OG0002113	VMO1
OG0002114	ANKRD33B
OG0002115	DMWD
OG0002116	CRHR1
OG0002117	PSMA8
OG0002118	EMC8
OG0002119	WNT9A
OG0002120	FAM120A
OG0002121	TMEM198
OG0002122	TIMM17B
OG0002123	KDELC2
OG0002124	LANCL2
OG0002125	LYG2
OG0002126	GALNT16
OG0002127	MSC
OG0002128	CCNL2
OG0002129	PEX11B
OG0002130	USP33
OG0002131	RPL30
OG0002132	RPL12
OG0002133	SHC1
OG0002134	ACY3
OG0002135	MCU
OG0002136	ARG2
OG0002137	CLTA
OG0002138	CCBL2
OG0002139	RUNX1T1
OG0002140	ZBTB20
OG0002141	EPHX4
OG0002142	GBAS
OG0002143	EAF2
OG0002144	SNX1
OG0002145	FHL5
OG0002146	SFRP5
OG0002147	TPST2
OG0002148	PAIP2B
OG0002149	NKX2-1
OG0002150	CERS5
OG0002151	TSPAN11
OG0002152	CCDC92
OG0002153	YIPF7
OG0002154	CCDC28B
OG0002155	VRK2
OG0002156	GMPR2
OG0002157	GALNT13
OG0002158	KHDRBS2
OG0002159	SHMT2
OG0002160	ST7
OG0002161	ANKRD13B
OG0002162	ARHGAP26
OG0002163	TUSC5
OG0002164	SP8
OG0002165	LIMD1
OG0002166	CDK19
OG0002167	SREBF1
OG0002168	YAF2
OG0002169	TLCD2
OG0002170	PDCL2
OG0002171	FKBP4
OG0002172	ISM2
OG0002173	GDAP1L1
OG0002174	OSR2
OG0002175	ATG2B
OG0002176	MAOA
OG0002177	LMBR1
OG0002178	IRF5
OG0002179	TES
OG0002180	OXSR1
OG0002181	CCDC114
OG0002182	SOS2
OG0002183	SH2D4A
OG0002184	TARBP2
OG0002185	FSTL5
OG0002186	FAM110B
OG0002187	RAB36
OG0002188	PPP1R1A
OG0002189	ITGB7
OG0002190	STRIP1
OG0002191	QPCTL
OG0002192	LBR
OG0002193	BLNK
OG0002194	CNOT7
OG0002195	MED12L
OG0002196	RPS6KA5
OG0002197	SLC1A6
OG0002198	PLEKHH2
OG0002199	FAM162B
OG0002200	HTRA1
OG0002201	UAP1L1
OG0002202	SYP
OG0002203	RAB19
OG0002204	TNK2
OG0002205	PIP4K2B
OG0002206	ERO1L
OG0002207	MCAM
OG0002208	RILPL1
OG0002209	PRRG4
OG0002210	MKNK2
OG0002211	WNT2B
OG0002212	BMI1
OG0002213	ACCS
OG0002214	NOL4L
OG0002215	RHPN1
OG0002216	PAQR6
OG0002217	RAB40C
OG0002218	TPRG1
OG0002219	EDN3
OG0002220	GALNT3
OG0002221	SAMD4A
OG0002222	ECE2
OG0002223	NARFL
OG0002224	SLC37A1
OG0002225	CHSY3
OG0002226	RCBTB2
OG0002227	PDS5B
OG0002228	EMID1
OG0002229	USP13
OG0002230	DHX32
OG0002231	MAK
OG0002232	ADD2
OG0002233	ELMO1
OG0002234	GRIP1
OG0002235	GSK3A
OG0002236	EML4
OG0002237	STAM
OG0002238	TBC1D12
OG0002239	XIAP
OG0002240	PAPOLA
OG0002241	HORMAD1
OG0002242	NR2C2
OG0002243	COPG1
OG0002244	PCOLCE
OG0002245	LLGL1
OG0002246	RBL2
OG0002247	NBEAL2
OG0002248	HDAC2
OG0002249	UBE2Q1
OG0002250	RASA3
OG0002251	-
OG0002252	S100A7
OG0002253	MEGF6
OG0002254	GLTPD2
OG0002255	GYG2
OG0002256	FBXO25
OG0002257	BTG3
OG0002258	PGBD4
OG0002259	GDF2
OG0002260	CENPJ
OG0002261	MGAM
OG0002262	SLC16A8
OG0002263	RIBC2
OG0002264	PSMB7
OG0002265	VWA5B2
OG0002266	JAK2
OG0002267	RNF112
OG0002268	IQCA1
OG0002269	RPL26
OG0002270	AUH
OG0002271	GSC
OG0002272	IRF4
OG0002273	HEATR5B
OG0002274	FHDC1
OG0002275	SMC1B
OG0002276	MMEL1
OG0002277	GPX8
OG0002278	CCDC37
OG0002279	GALNTL6
OG0002280	KIF19
OG0002281	RPL3L
OG0002282	BHLHE22
OG0002283	MRAP2
OG0002284	CHRNA3
OG0002285	MYRF
OG0002286	MBD2
OG0002287	KLHL13
OG0002288	VKORC1L1
OG0002289	CA12
OG0002290	TRIM9
OG0002291	MAB21L1
OG0002292	COPS7B
OG0002293	STARD10
OG0002294	HMGCLL1
OG0002295	SLC7A11
OG0002296	TMEM161B
OG0002297	SSUH2
OG0002298	FXR2
OG0002299	ST8SIA2
OG0002300	EXT1
OG0002301	AMOT
OG0002302	SEC61A1
OG0002303	SPATA6
OG0002304	PCK2
OG0002305	RNF213
OG0002306	ACOT11
OG0002307	GCA
OG0002308	PRCP
OG0002309	MANEA
OG0002310	TMEM86A
OG0002311	CEP57
OG0002312	DMRTA2
OG0002313	FEM1A
OG0002314	TOP2B
OG0002315	NIPAL3
OG0002316	FAM154A
OG0002317	PARVB
OG0002318	NFIB
OG0002319	LTF
OG0002320	PSEN1
OG0002321	PRKAA1
OG0002322	NEUROD1
OG0002323	MFN2
OG0002324	E2F3
OG0002325	FBXL2
OG0002326	RNF38
OG0002327	GUCA1C
OG0002328	RCOR2
OG0002329	SRSF10
OG0002330	CAMK2N2
OG0002331	PRRX2
OG0002332	DDX39B
OG0002333	REL
OG0002334	PHOX2B
OG0002335	ANO4
OG0002336	HDAC6
OG0002337	RAB3IP
OG0002338	SLC38A5
OG0002339	ERAP2
OG0002340	VARS
OG0002341	PHKG1
OG0002342	EML2
OG0002343	MSRB3
OG0002344	WNT3
OG0002345	PSME1
OG0002346	TMEM120A
OG0002347	CTTN
OG0002348	ITGA7
OG0002349	LIMS1
OG0002350	ADAMTSL1
OG0002351	ATP8B3
OG0002352	RAF1
OG0002353	SHOX2
OG0002354	FNIP2
OG0002355	CDK6
OG0002356	PUM1
OG0002357	UNK
OG0002358	FOXO3
OG0002359	SLC1A5
OG0002360	LGR6
OG0002361	CPLX1
OG0002362	DTNA
OG0002363	RFX3
OG0002364	UBASH3B
OG0002365	SEC14L1
OG0002366	AIM1
OG0002367	ARMCX1
OG0002368	RAB31
OG0002369	MTMR4
OG0002370	CDK14
OG0002371	HMCN1
OG0002372	CXCR2
OG0002373	ATP6V0E2
OG0002374	SERP1
OG0002375	ZG16B
OG0002376	KRT26
OG0002377	TJP2
OG0002378	CLEC1A
OG0002379	ZPAX
OG0002381	TAS1R1
OG0002382	SNTG2
OG0002383	MFAP4
OG0002384	SLC25A15
OG0002385	TMEM238
OG0002386	VWA7
OG0002387	ARNTL
OG0002388	HOXA13
OG0002389	CHRNA5
OG0002390	PCDHAC2
OG0002391	RPL32
OG0002392	CLVS1
OG0002393	HOXC12
OG0002394	RPS4X
OG0002395	PPP2R1B
