OG_ID,analysis_absrel,analysis_relax_intens,analysis_PAML,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contr,condition_pigmentation,condition_eyes,gene_symbol
OG0009210,NA,intensified,NA,NA,NA,NA,NA,NA,CUL2
OG0009212,NA,intensified,NA,NA,NA,NA,NA,NA,RECK
OG0009249,NA,intensified,NA,NA,NA,NA,NA,NA,DERL1
OG0009256,NA,intensified,NA,NA,NA,NA,NA,NA,INTU
OG0009257,NA,intensified,NA,NA,NA,NA,NA,NA,VAX2
OG0009265,NA,intensified,NA,NA,NA,NA,NA,NA,MUS81
OG0009284,NA,intensified,NA,NA,NA,NA,NA,NA,SMG7
OG0009310,NA,intensified,NA,NA,NA,NA,NA,NA,CST7
OG0009314,NA,intensified,NA,NA,NA,NA,NA,NA,SDCCAG8
OG0009315,NA,intensified,NA,NA,NA,NA,NA,NA,NPM3
OG0009317,NA,intensified,NA,NA,NA,NA,NA,NA,ENPEP
OG0009353,NA,intensified,NA,NA,NA,NA,NA,NA,FAM193A
OG0009358,NA,intensified,NA,NA,NA,NA,NA,NA,PSIP1
OG0009360,NA,intensified,NA,NA,NA,NA,NA,NA,TK2
OG0009384,NA,intensified,NA,NA,NA,NA,NA,NA,NKRF
OG0009433,NA,intensified,NA,NA,NA,NA,NA,NA,SCARA5
OG0009451,NA,intensified,NA,NA,NA,NA,NA,NA,HOPX
OG0009459,NA,intensified,NA,NA,NA,NA,NA,NA,CCNF
OG0009473,NA,intensified,NA,NA,NA,NA,NA,NA,DHRS7B
OG0009491,NA,intensified,NA,NA,NA,NA,NA,NA,CCDC130
OG0009503,NA,intensified,NA,NA,NA,NA,NA,NA,SUCLG2
OG0009504,NA,intensified,NA,NA,NA,NA,NA,NA,LRIG1
OG0009525,NA,intensified,NA,NA,NA,NA,NA,NA,CDK2
OG0009533,NA,intensified,NA,NA,NA,NA,NA,NA,MAEA
OG0009554,NA,intensified,NA,NA,NA,NA,NA,NA,GMNC
OG0009641,NA,intensified,NA,NA,NA,NA,pigmentation,NA,HPS4
OG0009661,NA,intensified,NA,NA,NA,NA,NA,NA,KIAA1751
OG0009666,NA,intensified,NA,NA,NA,NA,NA,NA,DGCR6
OG0009681,NA,intensified,NA,NA,NA,NA,NA,NA,FAM20B
OG0009685,NA,intensified,NA,NA,NA,NA,NA,NA,SGCB
OG0009690,NA,intensified,NA,NA,NA,NA,NA,NA,TPD52L1
OG0009692,NA,intensified,NA,NA,NA,NA,NA,eyeloss,TBC1D32
OG0009711,NA,intensified,NA,NA,NA,NA,NA,NA,LMBRD1
OG0009720,NA,intensified,NA,NA,NA,NA,NA,NA,USP8
OG0009755,NA,intensified,NA,NA,NA,NA,NA,NA,MRPL55
OG0009770,NA,intensified,NA,NA,NA,NA,NA,NA,SLC35A2
OG0009781,NA,intensified,NA,NA,NA,NA,NA,NA,NAA38
OG0009792,NA,intensified,NA,NA,NA,NA,NA,NA,BSPRY
OG0009802,NA,intensified,NA,NA,NA,NA,NA,NA,RPL7A
OG0009804,NA,intensified,NA,NA,NA,NA,NA,NA,C9
OG0009823,NA,intensified,NA,NA,NA,NA,NA,NA,MRPL24
OG0009832,NA,intensified,NA,NA,NA,NA,NA,NA,S1PR2
OG0009874,NA,intensified,NA,NA,NA,NA,NA,NA,TTC16
OG0009887,NA,intensified,NA,NA,NA,NA,NA,NA,RNF181
OG0009903,NA,intensified,NA,NA,NA,NA,NA,NA,PWP2
OG0009909,NA,intensified,NA,NA,NA,NA,NA,NA,CENPK
OG0009946,NA,intensified,NA,NA,NA,NA,NA,NA,TBRG4
OG0009954,NA,intensified,NA,NA,NA,NA,NA,NA,MIOS
OG0009958,NA,intensified,NA,NA,NA,NA,NA,NA,OTUD7B
OG0009987,NA,intensified,NA,NA,NA,NA,NA,NA,MFSD1
OG0009990,NA,intensified,NA,NA,NA,NA,NA,NA,MMS22L
OG0009996,NA,intensified,NA,NA,NA,NA,NA,NA,UROD
OG0010024,NA,intensified,NA,NA,NA,NA,NA,NA,NSRP1
OG0010053,NA,intensified,NA,NA,NA,NA,NA,NA,NEDD9
OG0010057,NA,intensified,NA,NA,NA,NA,NA,NA,KANK2
OG0010060,NA,intensified,NA,NA,NA,NA,NA,NA,L3MBTL1
OG0010063,NA,intensified,NA,NA,NA,NA,NA,NA,TAF11
OG0010078,NA,intensified,NA,NA,NA,NA,NA,NA,lamb2
OG0010095,NA,intensified,NA,NA,NA,NA,NA,NA,KLHL21
OG0010141,NA,intensified,NA,NA,NA,NA,NA,NA,SSBP1
OG0010153,NA,intensified,NA,NA,NA,NA,NA,NA,OSGEP
OG0010176,NA,intensified,NA,NA,NA,NA,NA,NA,ERP27
OG0010184,NA,intensified,NA,NA,NA,NA,NA,NA,TCF19
OG0010194,NA,intensified,NA,NA,NA,NA,NA,NA,ABCF1
OG0010228,NA,intensified,NA,NA,NA,NA,NA,NA,PDCD2L
OG0010232,NA,intensified,NA,NA,NA,NA,NA,NA,SIGIRR
OG0010253,NA,intensified,NA,NA,NA,NA,NA,NA,MEAF6
OG0010256,NA,intensified,NA,NA,NA,NA,NA,NA,FAM135B
OG0010279,NA,intensified,NA,NA,NA,NA,NA,NA,ALG5
OG0010290,NA,intensified,NA,NA,NA,NA,NA,NA,AP4M1
OG0010319,NA,intensified,NA,NA,NA,NA,NA,NA,VRK3
OG0010334,NA,intensified,NA,NA,NA,NA,NA,NA,DNAJC19
OG0010349,NA,intensified,NA,NA,NA,NA,NA,NA,TBR1
OG0010351,NA,intensified,NA,NA,NA,NA,NA,NA,LEPREL1
OG0010388,NA,intensified,NA,NA,NA,NA,NA,NA,KIF6
OG0010391,NA,intensified,NA,NA,NA,NA,NA,NA,PGRMC2
OG0010404,NA,intensified,NA,NA,NA,NA,NA,NA,NEURL4
OG0010422,NA,intensified,NA,NA,NA,NA,NA,NA,ENTPD1
OG0010464,NA,intensified,NA,NA,NA,NA,NA,NA,TMEM25
OG0010482,NA,intensified,NA,NA,NA,NA,NA,NA,HIC1
OG0010499,NA,intensified,NA,NA,NA,NA,NA,NA,MRPS23
OG0010502,NA,intensified,NA,NA,NA,NA,NA,NA,ZNF414
OG0010532,NA,intensified,NA,NA,NA,NA,NA,NA,AGPS
OG0010542,NA,intensified,NA,NA,NA,NA,NA,NA,FASTKD1
OG0010562,NA,intensified,NA,NA,NA,NA,NA,NA,COG7
OG0010563,NA,intensified,NA,NA,NA,NA,NA,NA,WDR24
OG0010576,NA,intensified,NA,NA,NA,NA,NA,NA,TRPC1
OG0010578,NA,intensified,NA,NA,NA,NA,NA,NA,SSPO
OG0010587,NA,intensified,NA,NA,NA,NA,NA,NA,YRDC
OG0010589,NA,intensified,NA,NA,NA,NA,NA,NA,RSU1
OG0010592,NA,intensified,NA,NA,NA,NA,NA,NA,FAM198A
OG0010608,NA,intensified,NA,NA,NA,NA,NA,NA,NPHP3
OG0010615,NA,intensified,NA,NA,NA,NA,NA,NA,C1orf35
OG0010637,NA,intensified,NA,NA,NA,NA,NA,NA,BMP15
OG0010642,NA,intensified,NA,NA,NA,NA,NA,NA,ELP5
OG0010651,NA,intensified,NA,NA,NA,NA,NA,NA,SAMD7
OG0010658,NA,intensified,NA,NA,NA,NA,NA,eyeloss,SCRIB
OG0010663,NA,intensified,NA,NA,NA,NA,NA,NA,LAMC2
OG0010693,NA,intensified,NA,NA,NA,NA,NA,NA,COX20
OG0010696,NA,intensified,NA,NA,NA,NA,pigmentation,NA,SLC29A3
OG0010708,NA,intensified,NA,NA,NA,NA,NA,NA,GINS1
OG0010713,NA,intensified,NA,NA,NA,NA,NA,NA,NSMCE4A
OG0010747,NA,intensified,NA,NA,NA,NA,NA,NA,CNEP1R1
OG0010760,NA,intensified,NA,NA,NA,NA,NA,NA,RAD52
OG0010777,NA,intensified,NA,NA,NA,NA,NA,NA,NA
OG0010791,NA,intensified,NA,NA,NA,NA,NA,NA,CENPN
OG0010796,NA,intensified,NA,NA,NA,NA,NA,NA,UTP15
OG0010817,NA,intensified,NA,NA,NA,NA,pigmentation,NA,MPV17
OG0010828,NA,intensified,NA,NA,NA,NA,NA,NA,ENGASE
OG0010831,NA,intensified,NA,NA,NA,NA,NA,eyeloss,INTS10
OG0010842,NA,intensified,NA,NA,NA,NA,NA,NA,TMC5
OG0010869,NA,intensified,NA,NA,NA,NA,NA,NA,BCL2L12
OG0010882,NA,intensified,NA,NA,NA,NA,pigmentation,NA,DSTYK
OG0010891,NA,intensified,NA,NA,NA,NA,NA,NA,CNPY2
OG0010904,NA,intensified,NA,NA,NA,NA,NA,NA,TSEN2
OG0010909,NA,intensified,NA,NA,NA,NA,NA,eyeloss,SARNP
OG0010925,NA,intensified,NA,NA,NA,NA,NA,NA,CIAPIN1
OG0010931,NA,intensified,NA,NA,NA,NA,NA,NA,MIER2
OG0010935,NA,intensified,NA,NA,NA,NA,NA,NA,C2orf42
OG0010944,NA,intensified,NA,NA,NA,NA,NA,NA,HCRT
OG0010946,NA,intensified,NA,NA,NA,NA,NA,NA,GPR135
OG0010947,NA,intensified,NA,NA,NA,NA,NA,NA,THAP11
OG0010979,NA,intensified,NA,NA,NA,NA,NA,NA,UTP18
OG0011062,NA,intensified,NA,NA,NA,NA,NA,NA,QARS
OG0011063,NA,intensified,NA,NA,NA,NA,NA,eyeloss,MIB2
OG0011072,NA,intensified,NA,NA,NA,NA,NA,NA,RASL11B
OG0011094,NA,intensified,NA,NA,NA,NA,NA,NA,LIAS
OG0011096,NA,intensified,NA,NA,NA,NA,NA,NA,SMC2
OG0011097,NA,intensified,NA,NA,NA,NA,NA,NA,MELK
OG0011105,NA,intensified,NA,NA,NA,NA,NA,NA,P2RY1
OG0011106,NA,intensified,NA,NA,NA,NA,NA,NA,ULK3
OG0011115,NA,intensified,NA,NA,NA,NA,NA,NA,CIAO1
OG0011125,NA,intensified,NA,NA,NA,NA,NA,NA,FXN
OG0011129,NA,intensified,NA,NA,NA,NA,NA,NA,ABT1
OG0011130,NA,intensified,NA,NA,NA,NA,pigmentation,NA,UXT
OG0011139,NA,intensified,NA,NA,NA,NA,NA,NA,ZFPL1
OG0011149,NA,intensified,NA,NA,NA,NA,NA,NA,UBE2M
OG0011232,NA,intensified,NA,NA,NA,NA,NA,NA,TIMMDC1
OG0011236,NA,intensified,NA,NA,NA,NA,NA,NA,APLF
OG0011244,NA,intensified,NA,NA,NA,NA,NA,NA,LRRC31
OG0011250,NA,intensified,NA,NA,NA,NA,NA,NA,polr1d
OG0011260,NA,intensified,NA,NA,NA,NA,NA,NA,DHDDS
OG0011282,NA,intensified,NA,NA,NA,NA,NA,NA,PPP5C
OG0011290,NA,intensified,NA,NA,NA,NA,NA,NA,BMPER
OG0011291,NA,intensified,NA,NA,NA,NA,NA,NA,TMEM70
OG0011319,NA,intensified,NA,NA,NA,NA,NA,NA,TMEM106C
OG0011353,NA,intensified,NA,NA,NA,NA,NA,NA,TMEM269
OG0011372,NA,intensified,NA,NA,NA,NA,NA,NA,ABHD14B
OG0011404,NA,intensified,NA,NA,NA,NA,NA,NA,ATXN10
OG0011415,NA,intensified,NA,NA,NA,NA,NA,NA,AAMP
OG0011420,NA,intensified,NA,NA,NA,NA,NA,NA,FDX1L
OG0011426,NA,intensified,NA,NA,NA,NA,NA,NA,TEFM
OG0011433,NA,intensified,NA,NA,NA,NA,NA,NA,SNAPIN
OG0011435,NA,intensified,NA,NA,NA,NA,NA,NA,C19orf43
OG0011440,NA,intensified,NA,NA,NA,NA,NA,NA,WBP2NL
OG0011445,NA,intensified,NA,NA,NA,NA,NA,NA,NUDCD2
OG0011446,NA,intensified,NA,NA,NA,NA,NA,NA,CCNG1
OG0011457,NA,intensified,NA,NA,NA,NA,NA,NA,KIAA0101
OG0011462,NA,intensified,NA,NA,NA,NA,NA,NA,RNF139
OG0011482,NA,intensified,NA,NA,NA,NA,NA,NA,SCARB1
OG0011523,NA,intensified,NA,NA,NA,NA,NA,NA,NWD1
OG0011527,NA,intensified,NA,NA,NA,NA,NA,NA,PSMD14
OG0011563,NA,intensified,NA,NA,NA,NA,NA,NA,CHMP3
OG0011589,NA,intensified,NA,NA,NA,NA,NA,NA,NPHP1
OG0011594,NA,intensified,NA,NA,NA,NA,pigmentation,NA,TACO1
OG0011595,NA,intensified,NA,NA,NA,NA,NA,NA,ACADSB
OG0011602,NA,intensified,NA,NA,NA,NA,NA,NA,MRPL43
OG0011610,NA,intensified,NA,NA,NA,NA,NA,NA,BRICD5
OG0011612,NA,intensified,NA,NA,NA,NA,NA,NA,C10orf107
OG0011625,NA,intensified,NA,NA,NA,NA,NA,NA,DET1
OG0011632,NA,intensified,NA,NA,NA,NA,NA,NA,ECEL1
OG0011635,NA,intensified,NA,NA,NA,NA,NA,NA,PAF1
OG0011656,NA,intensified,NA,NA,NA,NA,NA,NA,NUP35
OG0011666,NA,intensified,NA,NA,NA,NA,NA,NA,TEX30
OG0011685,NA,intensified,NA,NA,NA,NA,NA,NA,ZBTB7B
OG0011733,NA,intensified,NA,NA,NA,NA,NA,eyeloss,SMG9
OG0011734,NA,intensified,NA,NA,NA,NA,NA,NA,BCL10
OG0011739,NA,intensified,NA,NA,NA,NA,NA,NA,ABCF3
OG0011759,NA,intensified,NA,NA,NA,NA,NA,NA,NA
OG0011764,NA,intensified,NA,NA,NA,NA,NA,NA,TSEN15
OG0011785,NA,intensified,NA,NA,NA,NA,NA,NA,C6orf203
OG0011800,NA,intensified,NA,NA,NA,NA,NA,NA,FAM120B
OG0011814,NA,intensified,NA,NA,NA,NA,NA,NA,PDLIM1
OG0011820,NA,intensified,NA,NA,NA,NA,NA,NA,SORBS1
OG0011832,NA,intensified,NA,NA,NA,NA,NA,NA,CDCA9
OG0011851,NA,intensified,NA,NA,NA,NA,NA,NA,SYCE3
OG0011878,NA,intensified,NA,NA,NA,NA,NA,NA,MRPL19
OG0011907,NA,intensified,NA,NA,NA,NA,NA,NA,HOXB2
OG0011925,NA,intensified,NA,NA,NA,NA,NA,NA,PSMA5
OG0011951,NA,intensified,NA,NA,NA,NA,NA,eyeloss,ETFDH
OG0011989,NA,intensified,NA,NA,NA,NA,NA,NA,TMEM130
OG0012098,NA,intensified,NA,NA,NA,NA,NA,NA,L3HYPDH
OG0012104,NA,intensified,NA,NA,NA,NA,NA,NA,CEP85L
OG0012110,NA,intensified,NA,NA,NA,NA,NA,NA,GATB
OG0012127,NA,intensified,NA,NA,NA,NA,NA,NA,TBRG1
OG0012132,NA,intensified,NA,NA,NA,NA,NA,NA,DHX34
OG0012133,NA,intensified,NA,NA,NA,NA,NA,NA,TTC36
OG0012167,NA,intensified,NA,NA,NA,NA,NA,NA,PEX12
OG0012185,NA,intensified,NA,NA,NA,NA,NA,NA,AP5Z1
OG0012186,NA,intensified,NA,NA,NA,NA,NA,NA,WIPI2
OG0012213,NA,intensified,NA,NA,NA,NA,NA,NA,GAK
OG0012218,NA,intensified,NA,NA,NA,NA,NA,NA,PROS1
OG0012225,NA,intensified,NA,NA,NA,NA,NA,NA,DIS3
OG0012226,NA,intensified,NA,NA,NA,NA,NA,NA,ASNA1
OG0012235,NA,intensified,NA,NA,NA,NA,NA,NA,EARS2
OG0012242,NA,intensified,NA,NA,NA,NA,NA,NA,ANKS6
OG0012243,NA,intensified,NA,NA,NA,NA,NA,NA,RAD54B
OG0012253,NA,intensified,NA,NA,NA,NA,NA,NA,TCEANC2
OG0012270,NA,intensified,NA,NA,NA,NA,NA,NA,TPGS2
OG0012276,NA,intensified,NA,NA,NA,NA,NA,NA,FECH
OG0012302,NA,intensified,NA,NA,NA,NA,NA,NA,TTC34
OG0012309,NA,intensified,NA,NA,NA,NA,NA,NA,SPO11
OG0012314,NA,intensified,NA,NA,NA,NA,NA,NA,TSPAN31
OG0012332,NA,intensified,NA,NA,NA,NA,NA,NA,SCLY
OG0012337,NA,intensified,NA,NA,NA,NA,NA,NA,XRCC6BP1
OG0012341,NA,intensified,NA,NA,NA,NA,NA,NA,CCDC59
OG0012353,NA,intensified,NA,NA,NA,NA,NA,NA,TRIQK
OG0012360,NA,intensified,NA,NA,NA,NA,NA,NA,PEX11B
OG0012362,NA,intensified,NA,NA,NA,NA,NA,NA,FBF1
OG0012367,NA,intensified,NA,NA,NA,NA,NA,NA,KLHL42
OG0012370,NA,intensified,NA,NA,NA,NA,NA,NA,RTCB
OG0012374,NA,intensified,NA,NA,NA,NA,NA,NA,WDR61
OG0012392,NA,intensified,NA,NA,NA,NA,NA,NA,NUPL2
OG0012402,NA,intensified,NA,NA,NA,NA,NA,NA,NSUN5
OG0012433,NA,intensified,NA,NA,NA,NA,NA,NA,TAX1BP3
OG0012446,NA,intensified,NA,NA,NA,NA,NA,NA,PPP2R3C
OG0012461,NA,intensified,NA,NA,NA,NA,NA,NA,EPHX2
OG0012463,NA,intensified,NA,NA,NA,NA,NA,NA,SHPRH
OG0012473,NA,intensified,NA,NA,NA,NA,NA,NA,TRMT61B
OG0012486,NA,intensified,NA,NA,NA,NA,NA,NA,SYT15
OG0012504,NA,intensified,NA,NA,NA,NA,pigmentation,NA,MPZL3
OG0012510,NA,intensified,NA,NA,NA,NA,NA,NA,METTL16
OG0012515,NA,intensified,NA,NA,NA,NA,NA,NA,DHX16
OG0012521,NA,intensified,NA,NA,NA,NA,NA,NA,FTCDNL1
OG0012528,NA,intensified,NA,NA,NA,NA,NA,NA,DNAJC15
OG0012529,NA,intensified,NA,NA,NA,NA,NA,NA,NA
OG0012548,NA,intensified,NA,NA,NA,NA,NA,NA,DECR2
OG0012549,NA,intensified,NA,NA,NA,NA,NA,NA,ANKS3
OG0012575,NA,intensified,NA,NA,NA,NA,NA,NA,C8B
OG0012590,NA,intensified,NA,NA,NA,NA,NA,NA,FASTKD3
OG0012604,NA,intensified,NA,NA,NA,NA,NA,NA,GOLGA5
OG0012610,NA,intensified,NA,NA,NA,NA,NA,NA,ABCG8
OG0012641,NA,intensified,NA,NA,NA,NA,NA,NA,NA
OG0012648,NA,intensified,NA,NA,NA,NA,NA,NA,GINS2
OG0012668,NA,intensified,NA,NA,NA,NA,NA,NA,TMEM150B
OG0012673,NA,intensified,NA,NA,NA,NA,NA,NA,RABEP2
OG0012700,NA,intensified,NA,NA,NA,NA,NA,NA,PPP1R15B
OG0012728,NA,intensified,NA,NA,NA,NA,NA,NA,HSD17B8
OG0012729,NA,intensified,NA,NA,NA,NA,NA,NA,TMEM119
OG0012773,NA,intensified,NA,NA,NA,NA,NA,NA,NAPEPLD
OG0012775,NA,intensified,NA,NA,NA,NA,NA,NA,CLCF1
OG0012786,NA,intensified,NA,NA,NA,NA,NA,NA,VASH2
OG0012815,NA,intensified,NA,NA,NA,NA,pigmentation,NA,ASIP
OG0012853,NA,intensified,NA,NA,NA,NA,NA,NA,IPO11
OG0012861,NA,intensified,NA,NA,NA,NA,NA,NA,MBD4
OG0012883,NA,intensified,NA,NA,NA,NA,NA,NA,SS18L2
OG0012886,NA,intensified,NA,NA,NA,NA,NA,NA,AAED1
OG0012907,NA,intensified,NA,NA,NA,NA,NA,NA,AUNIP
OG0012912,NA,intensified,NA,NA,NA,NA,NA,NA,C9orf142
OG0012955,NA,intensified,NA,NA,NA,NA,NA,NA,ANKRD49
OG0012960,NA,intensified,NA,NA,NA,NA,NA,NA,DTWD2
OG0012972,NA,intensified,NA,NA,NA,NA,NA,NA,CPSF3L
OG0012973,NA,intensified,NA,NA,NA,NA,NA,NA,SARS
OG0012999,NA,intensified,NA,NA,NA,NA,NA,NA,TMEM173
OG0013073,NA,intensified,NA,NA,NA,NA,pigmentation,NA,NSDHL
OG0013075,NA,intensified,NA,NA,NA,NA,NA,NA,PRPF19
OG0013079,NA,intensified,NA,NA,NA,NA,NA,NA,MTL5
OG0013098,NA,intensified,NA,NA,NA,NA,NA,NA,CIR1
OG0013101,NA,intensified,NA,NA,NA,NA,pigmentation,NA,SMARCAL1
OG0013106,NA,intensified,NA,NA,NA,NA,NA,NA,CMSS1
OG0013127,NA,intensified,NA,NA,NA,NA,NA,NA,TMIE
OG0013143,NA,intensified,NA,NA,NA,NA,NA,NA,TMEM234
OG0013147,NA,intensified,NA,NA,NA,NA,NA,NA,TYSND1
OG0013151,NA,intensified,NA,NA,NA,NA,NA,NA,PCNXL2
OG0013180,NA,intensified,NA,NA,NA,NA,NA,NA,STX18
OG0013193,NA,intensified,NA,NA,NA,NA,NA,NA,PUSL1
OG0013267,NA,intensified,NA,NA,NA,NA,NA,NA,CCDC122
OG0013278,NA,intensified,NA,NA,NA,NA,NA,NA,TRIAP1
OG0013285,NA,intensified,NA,NA,NA,NA,NA,NA,HAPLN2
OG0013343,NA,intensified,NA,NA,NA,NA,NA,NA,FAM103A1
OG0013379,NA,intensified,NA,NA,NA,NA,NA,NA,POLL
OG0013382,NA,intensified,NA,NA,NA,NA,NA,eyeloss,RNF144B
OG0013388,NA,intensified,NA,NA,NA,NA,NA,NA,MRPL37
OG0013394,NA,intensified,NA,NA,NA,NA,NA,NA,MRPL34
OG0013441,NA,intensified,NA,NA,NA,NA,NA,NA,TMEM218
OG0013445,NA,intensified,NA,NA,NA,NA,NA,NA,OVCA2
OG0013457,NA,intensified,NA,NA,NA,NA,NA,NA,TMEM44
OG0013461,NA,intensified,NA,NA,NA,NA,NA,NA,WDR25
OG0013467,NA,intensified,NA,NA,NA,NA,NA,NA,JMJD7
OG0013470,NA,intensified,NA,NA,NA,NA,NA,NA,C14orf1
OG0013472,NA,intensified,NA,NA,NA,NA,NA,NA,PKMYT1
OG0013483,NA,intensified,NA,NA,NA,NA,NA,NA,NA
OG0013520,NA,intensified,NA,NA,NA,NA,NA,NA,ANKRD53
OG0013523,NA,intensified,NA,NA,NA,NA,NA,NA,NAGK
OG0013526,NA,intensified,NA,NA,NA,NA,NA,NA,DAK
OG0013569,NA,intensified,NA,NA,NA,NA,NA,NA,SETD7
OG0013596,NA,intensified,NA,NA,NA,NA,NA,NA,CREG2
OG0013604,NA,intensified,NA,NA,NA,NA,NA,NA,CCNDBP1
OG0013605,NA,intensified,NA,NA,NA,NA,NA,NA,ZGLP1
OG0013679,NA,intensified,NA,NA,NA,NA,NA,NA,SAMD15
OG0013696,NA,intensified,NA,NA,NA,NA,NA,NA,TMEM141
OG0013712,NA,intensified,NA,NA,NA,NA,NA,NA,REG4
OG0013726,NA,intensified,NA,NA,NA,NA,NA,NA,MEIKIN
OG0013741,NA,intensified,NA,NA,NA,NA,NA,NA,NA
OG0013743,NA,intensified,NA,NA,NA,NA,NA,NA,CKAP4
OG0013747,NA,intensified,NA,NA,NA,NA,NA,NA,ENDOV
OG0013850,NA,intensified,NA,NA,NA,NA,NA,NA,HTD2
OG0013898,NA,intensified,NA,NA,NA,NA,NA,NA,GLA
OG0013913,NA,intensified,NA,NA,NA,NA,NA,NA,SLC10A3
OG0014022,NA,intensified,NA,NA,NA,NA,NA,NA,BHMG1
OG0014134,NA,intensified,NA,NA,NA,NA,NA,NA,VSTM5
OG0014154,NA,intensified,NA,NA,NA,NA,NA,NA,NA
OG0014195,NA,intensified,NA,NA,NA,NA,NA,NA,VSIG10L
OG0014288,NA,intensified,NA,NA,NA,NA,NA,NA,XBP1
OG0002470,NA,NA,PAML,NA,relaxed,NA,NA,NA,AADACL4
OG0005083,NA,NA,PAML,NA,NA,NA,NA,NA,PIBF1
OG0005229,NA,NA,PAML,NA,NA,NA,NA,NA,SRRM3
OG0005492,NA,NA,PAML,NA,NA,NA,NA,NA,CTAGE5
OG0005610,NA,NA,PAML,NA,NA,NA,NA,NA,SEH1L
OG0005846,NA,NA,PAML,NA,NA,NA,NA,NA,CDH26
OG0005910,NA,NA,PAML,NA,relaxed,NA,NA,NA,NEMF
OG0005911,NA,NA,PAML,NA,NA,NA,NA,NA,RPAP1
OG0005954,NA,NA,PAML,NA,NA,NA,NA,eyeloss,VOPP1
OG0005976,NA,NA,PAML,NA,relaxed,NA,NA,NA,TACC2
OG0005990,NA,NA,PAML,NA,NA,NA,NA,NA,LUZP2
OG0006089,NA,NA,PAML,NA,relaxed,NA,NA,NA,YTHDC2
OG0006207,NA,NA,PAML,NA,NA,NA,NA,NA,TPTE2
OG0006333,NA,NA,PAML,NA,relaxed,NA,NA,NA,CFAP206
OG0006336,NA,NA,PAML,NA,NA,NA,NA,NA,CDHR2
OG0006452,NA,NA,PAML,NA,relaxed,NA,pigmentation,NA,EDA
OG0006466,NA,NA,PAML,NA,NA,NA,pigmentation,NA,TET3
OG0006468,NA,NA,PAML,NA,NA,NA,NA,NA,DDX31
OG0006476,NA,NA,PAML,NA,relaxed,NA,NA,NA,HECTD4
OG0006580,NA,NA,PAML,NA,relaxed,NA,NA,NA,SCAF11
OG0006619,NA,NA,PAML,NA,NA,NA,NA,NA,RPS15
OG0006645,NA,NA,PAML,NA,relaxed,NA,NA,NA,AFAP1
OG0006686,NA,NA,PAML,NA,NA,NA,NA,NA,DRC1
OG0006703,NA,NA,PAML,NA,NA,NA,NA,NA,NOL7
OG0006737,NA,NA,PAML,NA,NA,NA,NA,NA,KIFC3
OG0006740,NA,NA,PAML,NA,NA,NA,NA,NA,C2CD5
OG0006742,NA,NA,PAML,NA,relaxed,NA,NA,NA,ADGB
OG0006842,NA,NA,PAML,NA,relaxed,NA,NA,NA,PPAT
OG0006876,NA,NA,PAML,NA,relaxed,NA,NA,NA,CASR
OG0006910,NA,NA,PAML,NA,NA,NA,NA,NA,VSIG10
OG0006940,NA,NA,PAML,NA,NA,NA,NA,NA,RTTN
OG0006942,NA,NA,PAML,NA,NA,NA,NA,NA,EPB41L4B
OG0006973,NA,NA,PAML,NA,relaxed,NA,NA,NA,WIPF3
OG0006983,NA,NA,PAML,NA,NA,NA,NA,NA,HAUS8
OG0006984,NA,NA,PAML,NA,NA,NA,NA,NA,SLC2A4RG
OG0006986,NA,NA,PAML,NA,NA,NA,pigmentation,NA,CORIN
OG0006987,NA,NA,PAML,NA,NA,NA,NA,NA,PLEKHG1
OG0007033,NA,NA,PAML,NA,relaxed,NA,NA,NA,WIPF1
OG0007050,NA,NA,PAML,NA,NA,NA,NA,NA,PSMA4
OG0007055,NA,NA,PAML,NA,NA,NA,NA,NA,GTF2H1
OG0007057,NA,NA,PAML,NA,relaxed,NA,pigmentation,NA,TERT
OG0007095,NA,NA,PAML,NA,NA,NA,NA,NA,POLRMT
OG0007113,NA,NA,PAML,NA,NA,NA,NA,NA,PACRG
OG0007115,NA,NA,PAML,NA,relaxed,NA,NA,NA,FANCM
OG0007116,NA,NA,PAML,NA,relaxed,NA,NA,NA,MIS18BP1
OG0007153,NA,NA,PAML,NA,NA,NA,NA,NA,CEP164
OG0007155,NA,NA,PAML,NA,NA,NA,NA,NA,NOX4
OG0007162,NA,NA,PAML,NA,NA,NA,NA,NA,KIAA0753
OG0007206,NA,NA,PAML,NA,relaxed,NA,NA,NA,NES
OG0007208,NA,NA,PAML,NA,NA,NA,NA,NA,DCST2
OG0007217,NA,NA,PAML,NA,NA,NA,NA,NA,GBA2
OG0007221,NA,NA,PAML,NA,NA,NA,NA,NA,SH3TC1
OG0007247,NA,NA,PAML,NA,NA,NA,NA,NA,STOX1
OG0007286,NA,NA,PAML,NA,NA,NA,NA,NA,ARNTL2
OG0007298,NA,NA,PAML,NA,relaxed,NA,NA,NA,SWT1
OG0007314,NA,NA,PAML,NA,NA,NA,NA,NA,LRRC48
OG0007315,NA,NA,PAML,NA,relaxed,NA,NA,NA,RAI1
OG0007319,NA,NA,PAML,NA,NA,NA,NA,NA,CNTNAP1
OG0007346,NA,NA,PAML,NA,NA,NA,NA,NA,MRPL18
OG0007351,NA,NA,PAML,NA,NA,NA,pigmentation,eyeloss,CEP290
OG0007410,NA,NA,PAML,NA,relaxed,NA,NA,NA,CEP78
