OG_ID,analysis_absrel,gene_symbol.x,analysis_relaxed_intensified,analysis_paml,analysis_cafe_expanded,gene_symbol.y,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol,qname,query,chr,seqStart,seqEnd
OG0003754,NA,NA,NA,paml_selected,NA,RPL18A,relaxed,NA,RPL18A,longevity_candidate_gene_selection_analysis-OG0003754-evm.model.ptg000519l.9_Prang,evm.model.ptg000519l.9_Prang,chr18,564599063,564599507
OG0003755,NA,NA,NA,NA,NA,PREP,relaxed,NA,PREP,longevity_candidate_gene_selection_analysis-OG0003755-evm.model.ptg002475l.2_Prang,evm.model.ptg002475l.2_Prang,chr4,2491007086,2491009219
OG0003757,NA,NA,NA,NA,NA,NRG3,relaxed,NA,NRG3,longevity_candidate_gene_selection_analysis-OG0003757-evm.model.ptg007375l.5_Prang,evm.model.ptg007375l.5_Prang,chr15,292875886,292877230
OG0003759,NA,NA,NA,NA,NA,BET1,relaxed,NA,BET1,longevity_candidate_gene_selection_analysis-OG0003759-evm.model.ptg001845l.2_Prang,evm.model.ptg001845l.2_Prang,chr18,575968546,575968927
OG0003762,NA,NA,NA,paml_selected,NA,NA,NA,NA,KIF1C,longevity_candidate_gene_selection_analysis-OG0003762-evm.model.ptg003968l.9_Prang,evm.model.ptg003968l.9_Prang,chr1,3878013531,3878017170
OG0003769,NA,NA,NA,NA,NA,APOD,relaxed,NA,APOD,longevity_candidate_gene_selection_analysis-OG0003769-evm.model.ptg006471l.2_Prang,evm.model.ptg006471l.2_Prang,chr18,64253780,64254359
OG0003771,NA,GART,intensified,NA,NA,NA,NA,NA,GART,longevity_candidate_gene_selection_analysis-OG0003771-evm.model.ptg000803l.1_Prang,evm.model.ptg000803l.1_Prang,chr3,2968340363,2968343411
OG0003777,NA,NA,NA,paml_selected,NA,RBM12B,relaxed,NA,RBM12B,longevity_candidate_gene_selection_analysis-OG0003777-evm.model.ptg012538l.1_Prang,evm.model.ptg012538l.1_Prang,chr2,608291275,608293306
OG0003778,NA,FRAS1,intensified,paml_selected,NA,NA,NA,NA,FRAS1,longevity_candidate_gene_selection_analysis-OG0003778-evm.model.ptg003470l.2_Prang,evm.model.ptg003470l.2_Prang,chr1,2028586699,2028591034
OG0003779,absrel_selected,NA,NA,paml_selected,NA,NA,NA,NA,RGS3,longevity_candidate_gene_selection_analysis-OG0003779-evm.model.ptg005292l.1_Prang,evm.model.ptg005292l.1_Prang,chr11,410439792,410442912
OG0003780,NA,NA,NA,paml_selected,NA,NA,NA,NA,NDC80,longevity_candidate_gene_selection_analysis-OG0003780-evm.model.ptg008189l.1_Prang,evm.model.ptg008189l.1_Prang,chr3,78149369,78151139
OG0003781,NA,NA,NA,paml_selected,NA,NA,NA,NA,ZNF318,longevity_candidate_gene_selection_analysis-OG0003781-evm.model.ptg007504l.1_Prang,evm.model.ptg007504l.1_Prang,chr4,268288571,268290155
OG0003783,NA,NA,NA,NA,NA,ZBTB16,relaxed,NA,ZBTB16,longevity_candidate_gene_selection_analysis-OG0003783-evm.model.ptg006020l.1_Prang,evm.model.ptg006020l.1_Prang,chr5,1371831153,1371833154
OG0003784,NA,MLPH,intensified,paml_selected,NA,NA,NA,NA,MLPH,longevity_candidate_gene_selection_analysis-OG0003784-evm.model.ptg010753l.3_Prang,evm.model.ptg010753l.3_Prang,chr19,632754325,632756212
OG0003785,NA,NA,NA,paml_selected,NA,WIZ,relaxed,NA,WIZ,longevity_candidate_gene_selection_analysis-OG0003785-evm.model.ptg004326l.1_Prang,evm.model.ptg004326l.1_Prang,chr5,986053392,986059875
OG0003788,NA,NA,NA,paml_selected,NA,NA,NA,NA,GPR160,longevity_candidate_gene_selection_analysis-OG0003788-evm.model.ptg007264l.3_Prang,evm.model.ptg007264l.3_Prang,chr18,329378785,329379814
OG0003792,NA,NA,NA,NA,NA,TCF20,relaxed,NA,TCF20,longevity_candidate_gene_selection_analysis-OG0003792-evm.model.ptg008194l.4_Prang,evm.model.ptg008194l.4_Prang,chr5,796423564,796429513
OG0003796,NA,NA,NA,NA,NA,EIF3H,relaxed,NA,EIF3H,longevity_candidate_gene_selection_analysis-OG0003796-evm.model.ptg003497l.1_Prang,evm.model.ptg003497l.1_Prang,chr2,439795284,439796373
OG0003803,NA,NA,NA,paml_selected,NA,PLEC,relaxed,NA,PLEC,longevity_candidate_gene_selection_analysis-OG0003803-evm.model.ptg014164l.2_Prang,evm.model.ptg014164l.2_Prang,chr2,3511774725,3511792419
OG0003804,NA,NA,NA,NA,NA,UGP2,relaxed,NA,UGP2,longevity_candidate_gene_selection_analysis-OG0003804-evm.model.ptg007451l.1_Prang,evm.model.ptg007451l.1_Prang,chr4,846275554,846277153
OG0003805,NA,NA,NA,paml_selected,NA,NA,NA,NA,MARCKSL1,longevity_candidate_gene_selection_analysis-OG0003805-evm.model.ptg040885l.1_Prang,evm.model.ptg040885l.1_Prang,scaffold6884,14063,14618
OG0003808,NA,NA,NA,NA,NA,ST6GAL1,relaxed,NA,ST6GAL1,longevity_candidate_gene_selection_analysis-OG0003808-evm.model.ptg010489l.2_Prang,evm.model.ptg010489l.2_Prang,chr18,646698466,646699744
OG0003812,NA,NA,NA,NA,NA,CLN8,relaxed,NA,CLN8,longevity_candidate_gene_selection_analysis-OG0003812-evm.model.ptg016631l.1_Prang,evm.model.ptg016631l.1_Prang,chr4,1278368095,1278368965
OG0003813,NA,NA,NA,paml_selected,NA,PRKCE,relaxed,NA,PRKCE,longevity_candidate_gene_selection_analysis-OG0003813-evm.model.ptg004022l.8_Prang,evm.model.ptg004022l.8_Prang,chr4,598078776,598081014
OG0003816,NA,NA,NA,paml_selected,NA,NA,NA,NA,KIRREL3,longevity_candidate_gene_selection_analysis-OG0003816-evm.model.ptg009029l.2_Prang,evm.model.ptg009029l.2_Prang,chr5,616032154,616034461
OG0003819,NA,TPCN2,intensified,paml_selected,NA,NA,NA,NA,TPCN2,longevity_candidate_gene_selection_analysis-OG0003819-evm.model.ptg003426l.5_Prang,evm.model.ptg003426l.5_Prang,chr1,3128576284,3128577439
OG0003822,NA,NA,NA,paml_selected,NA,COL6A1,relaxed,NA,COL6A1,longevity_candidate_gene_selection_analysis-OG0003822-evm.model.ptg023506l.1_Prang,evm.model.ptg023506l.1_Prang,chr19,763492576,763494844
OG0003824,NA,NA,NA,NA,NA,PAQR3,relaxed,NA,PAQR3,longevity_candidate_gene_selection_analysis-OG0003824-evm.model.ptg001713l.2_Prang,evm.model.ptg001713l.2_Prang,chr1,2036000459,2036001395
OG0003826,NA,NA,NA,NA,NA,NOD1,relaxed,NA,NOD1,longevity_candidate_gene_selection_analysis-OG0003826-evm.model.ptg000945l.2_Prang,evm.model.ptg000945l.2_Prang,chr16,467609976,467612808
OG0003827,NA,NA,NA,NA,NA,HSPA14,relaxed,NA,HSPA14,longevity_candidate_gene_selection_analysis-OG0003827-evm.model.ptg006277l.4_Prang,evm.model.ptg006277l.4_Prang,chr7,908999688,909001218
OG0003829,NA,NA,NA,NA,NA,FAM135B,relaxed,NA,FAM135B,longevity_candidate_gene_selection_analysis-OG0003829-evm.model.ptg003798l.1_Prang,evm.model.ptg003798l.1_Prang,chr2,3472009274,3472010045
OG0003831,NA,NA,NA,NA,NA,PHB,relaxed,NA,PHB,longevity_candidate_gene_selection_analysis-OG0003831-evm.model.ptg005091l.5_Prang,evm.model.ptg005091l.5_Prang,chr9,1077938684,1077939506
OG0003834,NA,NA,NA,NA,NA,ABCC5,relaxed,NA,ABCC5,longevity_candidate_gene_selection_analysis-OG0003834-evm.model.ptg006785l.1_Prang,evm.model.ptg006785l.1_Prang,chr18,118522615,118526950
OG0003835,NA,NA,NA,NA,NA,THOC2,relaxed,NA,THOC2,longevity_candidate_gene_selection_analysis-OG0003835-evm.model.ptg000726l.1_Prang,evm.model.ptg000726l.1_Prang,chr2,3153204954,3153208908
OG0003836,NA,NA,NA,paml_selected,NA,NA,NA,NA,SLAIN1,longevity_candidate_gene_selection_analysis-OG0003836-evm.model.ptg006493l.1_Prang,evm.model.ptg006493l.1_Prang,chr3,1554445339,1554447112
OG0003840,NA,NA,NA,NA,NA,TGM1,relaxed,NA,TGM1,longevity_candidate_gene_selection_analysis-OG0003840-evm.model.ptg009285l.1_Prang,evm.model.ptg009285l.1_Prang,chr9,834553371,834555870
OG0003842,NA,NA,NA,paml_selected,NA,SLC22A23,relaxed,NA,SLC22A23,longevity_candidate_gene_selection_analysis-OG0003842-evm.model.ptg005232l.1_Prang,evm.model.ptg005232l.1_Prang,chr2,2192781928,2192782615
OG0003843,NA,NA,NA,NA,NA,HPD,relaxed,NA,HPD,longevity_candidate_gene_selection_analysis-OG0003843-evm.model.ptg003074l.3_Prang,evm.model.ptg003074l.3_Prang,chr6,750730018,750731200
OG0003845,NA,NA,NA,NA,NA,MAGI2,relaxed,NA,MAGI2,longevity_candidate_gene_selection_analysis-OG0003845-evm.model.ptg011087l.1_Prang,evm.model.ptg011087l.1_Prang,chr7,1040840051,1040844029
OG0003848,NA,NA,NA,paml_selected,NA,ADCY9,relaxed,NA,ADCY9,longevity_candidate_gene_selection_analysis-OG0003848-evm.model.ptg008967l.1_Prang,evm.model.ptg008967l.1_Prang,chr10,349422657,349426251
OG0003851,NA,NA,NA,paml_selected,NA,NA,NA,NA,DDX11,longevity_candidate_gene_selection_analysis-OG0003851-evm.model.ptg001041l.1_Prang,evm.model.ptg001041l.1_Prang,chr7,475028758,475029289
OG0003853,NA,NA,NA,NA,NA,NACC1,relaxed,NA,NACC1,longevity_candidate_gene_selection_analysis-OG0003853-evm.model.ptg003454l.4_Prang,evm.model.ptg003454l.4_Prang,chr5,1271248462,1271249986
OG0003854,NA,NA,NA,paml_selected,NA,NA,NA,NA,TMEM230,longevity_candidate_gene_selection_analysis-OG0003854-evm.model.ptg009683l.4_Prang,evm.model.ptg009683l.4_Prang,chr7,1826513365,1826513728
OG0003855,NA,NA,NA,paml_selected,NA,NR3C1,relaxed,NA,NR3C1,longevity_candidate_gene_selection_analysis-OG0003855-evm.model.ptg003207l.3_Prang,evm.model.ptg003207l.3_Prang,chr3,550246228,550248658
OG0003858,NA,NA,NA,NA,NA,RIPK2,relaxed,NA,RIPK2,longevity_candidate_gene_selection_analysis-OG0003858-evm.model.ptg015806l.1_Prang,evm.model.ptg015806l.1_Prang,chr2,650792736,650793231
OG0003862,NA,NA,NA,NA,NA,PDAP1,relaxed,NA,PDAP1,longevity_candidate_gene_selection_analysis-OG0003862-evm.model.ptg000764l.2_Prang,evm.model.ptg000764l.2_Prang,chr8,879613871,879614447
OG0003863,NA,NA,NA,NA,NA,KIAA1958,relaxed,NA,KIAA1958,longevity_candidate_gene_selection_analysis-OG0003863-evm.model.ptg004218l.1_Prang,evm.model.ptg004218l.1_Prang,chr1,1940411983,1940414119
OG0003865,NA,NA,NA,NA,NA,MCL1,relaxed,NA,MCL1,longevity_candidate_gene_selection_analysis-OG0003865-evm.model.ptg007175l.2_Prang,evm.model.ptg007175l.2_Prang,chr10,722104393,722105104
OG0003867,NA,NA,NA,NA,NA,KCTD15,relaxed,NA,KCTD15,longevity_candidate_gene_selection_analysis-OG0003867-evm.model.ptg003181l.4_Prang,evm.model.ptg003181l.4_Prang,chr6,1945703165,1945703966
OG0003868,NA,NA,NA,paml_selected,NA,SAP130,relaxed,NA,SAP130,longevity_candidate_gene_selection_analysis-OG0003868-evm.model.ptg031549l.1_Prang,evm.model.ptg031549l.1_Prang,chr18,641082645,641085855
OG0003869,NA,NA,NA,paml_selected,NA,NA,NA,NA,DIDO1,longevity_candidate_gene_selection_analysis-OG0003869-evm.model.ptg001577l.6_Prang,evm.model.ptg001577l.6_Prang,chr5,2154013686,2154019455
OG0003870,NA,NA,NA,paml_selected,NA,NA,NA,NA,THBD,longevity_candidate_gene_selection_analysis-OG0003870-evm.model.ptg006965l.2_Prang,evm.model.ptg006965l.2_Prang,chr4,807102562,807104266
OG0003873,NA,CUL1,intensified,paml_selected,NA,NA,NA,NA,CUL1,longevity_candidate_gene_selection_analysis-OG0003873-evm.model.ptg003611l.1_Prang,evm.model.ptg003611l.1_Prang,chr16,402598515,402599880
OG0003874,NA,NA,NA,NA,NA,CAMSAP2,relaxed,NA,CAMSAP2,longevity_candidate_gene_selection_analysis-OG0003874-evm.model.ptg002004l.3_Prang,evm.model.ptg002004l.3_Prang,chr12,1112351168,1112355635
OG0003875,NA,NA,NA,paml_selected,NA,NA,NA,NA,PECAM1,longevity_candidate_gene_selection_analysis-OG0003875-evm.model.ptg000629l.2_Prang,evm.model.ptg000629l.2_Prang,chr13,877991331,877993566
OG0003876,NA,F11R,intensified,paml_selected,NA,NA,NA,NA,F11R,longevity_candidate_gene_selection_analysis-OG0003876-evm.model.ptg004950l.1_Prang,evm.model.ptg004950l.1_Prang,chr9,402250603,402251461
OG0003879,NA,NA,NA,paml_selected,NA,NA,NA,NA,MAN1B1,longevity_candidate_gene_selection_analysis-OG0003879-evm.model.ptg009258l.5_Prang,evm.model.ptg009258l.5_Prang,chr11,344477142,344479110
OG0003886,NA,NA,NA,paml_selected,NA,CMAS,relaxed,NA,CMAS,longevity_candidate_gene_selection_analysis-OG0003886-evm.model.ptg001774l.2_Prang,evm.model.ptg001774l.2_Prang,chr18,417913166,417914432
OG0003892,NA,TMEM258,intensified,NA,NA,NA,NA,NA,TMEM258,longevity_candidate_gene_selection_analysis-OG0003892-evm.model.ptg000495l.5_Prang,evm.model.ptg000495l.5_Prang,chr6,1495296134,1495296374
OG0003916,NA,NA,NA,NA,NA,NPEPL1,relaxed,NA,NPEPL1,longevity_candidate_gene_selection_analysis-OG0003916-evm.model.ptg010076l.2_Prang,evm.model.ptg010076l.2_Prang,chr5,2285697369,2285698026
OG0003917,NA,NA,NA,paml_selected,NA,NA,NA,NA,SUSD3,longevity_candidate_gene_selection_analysis-OG0003917-evm.model.ptg005558l.1_Prang,evm.model.ptg005558l.1_Prang,chr17,699018840,699019659
OG0003919,NA,NA,NA,paml_selected,NA,NA,NA,NA,ARMC5,longevity_candidate_gene_selection_analysis-OG0003919-evm.model.ptg007690l.2_Prang,evm.model.ptg007690l.2_Prang,chr11,434828512,434828977
OG0003920,NA,NA,NA,paml_selected,NA,NA,NA,NA,SASS6,longevity_candidate_gene_selection_analysis-OG0003920-evm.model.ptg000319l.1_Prang,evm.model.ptg000319l.1_Prang,chr12,748232715,748234653
OG0003922,NA,NA,NA,paml_selected,NA,PRG4,relaxed,NA,PRG4,longevity_candidate_gene_selection_analysis-OG0003922-evm.model.ptg002890l.2_Prang,evm.model.ptg002890l.2_Prang,chr12,895516687,895518112
OG0003924,NA,C5orf42,intensified,paml_selected,NA,NA,NA,NA,C5orf42,longevity_candidate_gene_selection_analysis-OG0003924-evm.model.ptg000005l.3_Prang,evm.model.ptg000005l.3_Prang,chr2,2694143524,2694153580
OG0003926,NA,NA,NA,NA,NA,MLLT4,relaxed,NA,MLLT4,longevity_candidate_gene_selection_analysis-OG0003926-evm.model.ptg007378l.1_Prang,evm.model.ptg007378l.1_Prang,chr4,1504508010,1504510773
OG0003928,NA,NA,NA,paml_selected,NA,KCMF1,relaxed,NA,KCMF1,longevity_candidate_gene_selection_analysis-OG0003928-evm.model.ptg012691l.1_Prang,evm.model.ptg012691l.1_Prang,chr1,1997449784,1997450810
OG0003930,NA,NA,NA,paml_selected,NA,REV3L,relaxed,NA,REV3L,longevity_candidate_gene_selection_analysis-OG0003930-evm.model.ptg013656l.1_Prang,evm.model.ptg013656l.1_Prang,chr4,1185092254,1185093943
OG0003933,NA,NA,NA,NA,NA,PEX5L,relaxed,NA,PEX5L,longevity_candidate_gene_selection_analysis-OG0003933-evm.model.ptg003887l.1_Prang,evm.model.ptg003887l.1_Prang,chr18,61121637,61123500
OG0003938,NA,NA,NA,NA,NA,FBXL19,relaxed,NA,FBXL19,longevity_candidate_gene_selection_analysis-OG0003938-evm.model.ptg012593l.1_Prang,evm.model.ptg012593l.1_Prang,chr11,635598817,635600275
OG0003942,NA,NA,NA,NA,NA,SAMD12,relaxed,NA,SAMD12,longevity_candidate_gene_selection_analysis-OG0003942-evm.model.ptg015454l.1_Prang,evm.model.ptg015454l.1_Prang,chr2,451318622,451319111
OG0003948,NA,PDXK,intensified,paml_selected,NA,NA,NA,NA,PDXK,longevity_candidate_gene_selection_analysis-OG0003948-evm.model.ptg029687l.1_Prang,evm.model.ptg029687l.1_Prang,chr11,46818287,46819238
OG0003951,NA,NA,NA,paml_selected,NA,NA,NA,NA,CEP162,longevity_candidate_gene_selection_analysis-OG0003951-evi.model.ptg006310l.93_Prang,evi.model.ptg006310l.93_Prang,chr4,2256604648,2256608869
OG0003953,NA,CNTLN,intensified,paml_selected,NA,NA,NA,NA,CNTLN,longevity_candidate_gene_selection_analysis-OG0003953-evm.model.ptg007945l.2_Prang,evm.model.ptg007945l.2_Prang,chr1,2562034981,2562038908
OG0003954,NA,NA,NA,NA,NA,RD3,relaxed,NA,RD3,longevity_candidate_gene_selection_analysis-OG0003954-evm.model.ptg008440l.6_Prang,evm.model.ptg008440l.6_Prang,chr4,546317099,546317693
OG0003956,NA,NA,NA,paml_selected,NA,NA,NA,NA,SPEF2,longevity_candidate_gene_selection_analysis-OG0003956-evm.model.ptg007198l.1_Prang,evm.model.ptg007198l.1_Prang,chr1,3759793895,3759799079
OG0003957,NA,NA,NA,NA,NA,SLC25A17,relaxed,NA,SLC25A17,longevity_candidate_gene_selection_analysis-OG0003957-evm.model.ptg007214l.4_Prang,evm.model.ptg007214l.4_Prang,chr5,768911588,768912563
OG0003962,NA,NA,NA,NA,NA,EI24,relaxed,NA,EI24,longevity_candidate_gene_selection_analysis-OG0003962-evm.model.ptg023387l.1_Prang,evm.model.ptg023387l.1_Prang,scaffold28,1975096,1975333
OG0003964,NA,NA,NA,paml_selected,NA,C6orf106,relaxed,NA,C6orf106,longevity_candidate_gene_selection_analysis-OG0003964-evm.model.ptg009208l.2_Prang,evm.model.ptg009208l.2_Prang,chr9,85879445,85880321
OG0003968,NA,NA,NA,NA,NA,PHB2,relaxed,NA,PHB2,longevity_candidate_gene_selection_analysis-OG0003968-evm.model.ptg002518l.3_Prang,evm.model.ptg002518l.3_Prang,chr18,235443064,235443994
OG0003969,NA,NA,NA,NA,NA,EIF2S1,relaxed,NA,EIF2S1,longevity_candidate_gene_selection_analysis-OG0003969-evm.model.ptg007443l.1_Prang,evm.model.ptg007443l.1_Prang,chr9,492377092,492378115
OG0003970,NA,NA,NA,paml_selected,NA,SNX18,relaxed,NA,SNX18,longevity_candidate_gene_selection_analysis-OG0003970-evm.model.ptg004190l.1_Prang,evm.model.ptg004190l.1_Prang,chr1,3618149566,3618151357
OG0003971,NA,COL6A2,intensified,paml_selected,NA,NA,NA,NA,COL6A2,longevity_candidate_gene_selection_analysis-OG0003971-evm.model.ptg006972l.1_Prang,evm.model.ptg006972l.1_Prang,scaffold765,47753,48170
OG0003973,NA,LMO7,intensified,paml_selected,NA,NA,NA,NA,LMO7,longevity_candidate_gene_selection_analysis-OG0003973-evm.model.ptg016454l.1_Prang,evm.model.ptg016454l.1_Prang,chr3,1712536326,1712537166
OG0003975,NA,NA,NA,paml_selected,NA,NA,NA,NA,Wash1,longevity_candidate_gene_selection_analysis-OG0003975-evm.model.ptg001041l.2_Prang,evm.model.ptg001041l.2_Prang,chr7,474367674,474369213
OG0003977,NA,NA,NA,NA,NA,MMGT1,relaxed,NA,MMGT1,longevity_candidate_gene_selection_analysis-OG0003977-evm.model.ptg001498l.4_Prang,evm.model.ptg001498l.4_Prang,chr1,3425432170,3425432569
OG0003978,NA,NA,NA,paml_selected,NA,GRAMD1B,relaxed,NA,GRAMD1B,longevity_candidate_gene_selection_analysis-OG0003978-evm.model.ptg004783l.2_Prang,evm.model.ptg004783l.2_Prang,chr5,728763664,728765851
OG0003979,NA,NA,NA,NA,NA,CHAF1A,relaxed,NA,CHAF1A,longevity_candidate_gene_selection_analysis-OG0003979-evm.model.ptg004265l.4_Prang,evm.model.ptg004265l.4_Prang,chr13,617484513,617485524
OG0003981,NA,NA,NA,paml_selected,NA,CCSER2,relaxed,NA,CCSER2,longevity_candidate_gene_selection_analysis-OG0003981-evm.model.ptg004410l.1_Prang,evm.model.ptg004410l.1_Prang,chr15,352269955,352271698
OG0003982,NA,NA,NA,paml_selected,NA,NA,NA,NA,CEP70,longevity_candidate_gene_selection_analysis-OG0003982-evm.model.ptg005571l.2_Prang,evm.model.ptg005571l.2_Prang,chr2,2912483110,2912485006
OG0003984,NA,NA,NA,paml_selected,NA,NA,NA,NA,PHF12,longevity_candidate_gene_selection_analysis-OG0003984-evm.model.ptg002971l.6_Prang,evm.model.ptg002971l.6_Prang,chr5,391285737,391288758
OG0003986,NA,WDR19,intensified,NA,NA,NA,NA,NA,WDR19,longevity_candidate_gene_selection_analysis-OG0003986-evm.model.ptg006314l.9_Prang,evm.model.ptg006314l.9_Prang,chr1,709016160,709020195
OG0003987,NA,NA,NA,NA,NA,AIMP1,relaxed,NA,AIMP1,longevity_candidate_gene_selection_analysis-OG0003987-evm.model.ptg003147l.7_Prang,evm.model.ptg003147l.7_Prang,chr1,1689742215,1689743517
OG0003989,NA,NA,NA,NA,NA,CBX6,relaxed,NA,CBX6,longevity_candidate_gene_selection_analysis-OG0003989-evm.model.ptg009611l.3_Prang,evm.model.ptg009611l.3_Prang,chr5,885011824,885013003
OG0003991,NA,SLC25A38,intensified,NA,NA,NA,NA,NA,SLC25A38,longevity_candidate_gene_selection_analysis-OG0003991-evm.model.ptg000271l.9_Prang,evm.model.ptg000271l.9_Prang,chr3,1187536933,1187537146
OG0003995,NA,NA,NA,paml_selected,NA,NA,NA,NA,SYT7,longevity_candidate_gene_selection_analysis-OG0003995-evm.model.ptg007666l.1_Prang,evm.model.ptg007666l.1_Prang,chr6,1488832101,1488832974
OG0003998,NA,NA,NA,paml_selected,NA,KIFC1,relaxed,NA,KIFC1,longevity_candidate_gene_selection_analysis-OG0003998-evm.model.ptg005752l.2_Prang,evm.model.ptg005752l.2_Prang,chr9,1363323588,1363325658
OG0003999,NA,NA,NA,NA,NA,CHTOP,relaxed,NA,CHTOP,longevity_candidate_gene_selection_analysis-OG0003999-evm.model.ptg001599l.1_Prang,evm.model.ptg001599l.1_Prang,chr9,515175471,515176320
OG0004002,NA,NA,NA,paml_selected,NA,NA,NA,NA,SCEL,longevity_candidate_gene_selection_analysis-OG0004002-evm.model.ptg006493l.2_Prang,evm.model.ptg006493l.2_Prang,chr3,1554943229,1554945104
OG0004006,NA,AFTPH,intensified,paml_selected,NA,NA,NA,NA,AFTPH,longevity_candidate_gene_selection_analysis-OG0004006-evm.model.ptg000071l.7_Prang,evm.model.ptg000071l.7_Prang,chr4,851647762,851650384
OG0004009,NA,NA,NA,paml_selected,NA,FGD5,relaxed,NA,FGD5,longevity_candidate_gene_selection_analysis-OG0004009-evm.model.ptg004663l.6_Prang,evm.model.ptg004663l.6_Prang,chr17,576246961,576251725
OG0004013,NA,NA,NA,NA,NA,TNNC2,relaxed,NA,TNNC2,longevity_candidate_gene_selection_analysis-OG0004013-evm.model.ptg003369l.7_Prang,evm.model.ptg003369l.7_Prang,chr5,2495553720,2495554206
OG0004014,NA,NA,NA,paml_selected,NA,B4GALNT1,relaxed,NA,B4GALNT1,longevity_candidate_gene_selection_analysis-OG0004014-evm.model.ptg002431l.6_Prang,evm.model.ptg002431l.6_Prang,chr5,586849959,586851651
OG0004015,NA,NA,NA,paml_selected,NA,NA,NA,NA,FAM129A,longevity_candidate_gene_selection_analysis-OG0004015-evm.model.ptg002913l.1_Prang,evm.model.ptg002913l.1_Prang,chr12,1049182297,1049185300
OG0004016,NA,NA,NA,paml_selected,NA,NA,NA,NA,RAB11FIP4,longevity_candidate_gene_selection_analysis-OG0004016-evm.model.ptg001918l.5_Prang,evm.model.ptg001918l.5_Prang,chr13,893915939,893917592
OG0004018,NA,NA,NA,NA,NA,EXOC3L2,relaxed,NA,EXOC3L2,longevity_candidate_gene_selection_analysis-OG0004018-evm.model.ptg000907l.1_Prang,evm.model.ptg000907l.1_Prang,chr17,284298031,284300629
OG0004020,NA,NA,NA,NA,NA,CREB5,relaxed,NA,CREB5,longevity_candidate_gene_selection_analysis-OG0004020-evm.model.ptg000563l.1_Prang,evm.model.ptg000563l.1_Prang,chr16,347794927,347796412
OG0004022,NA,NA,NA,paml_selected,NA,RHBDD2,relaxed,NA,RHBDD2,longevity_candidate_gene_selection_analysis-OG0004022-evm.model.ptg017288l.1_Prang,evm.model.ptg017288l.1_Prang,chr5,59491116,59492262
OG0004025,NA,NA,NA,paml_selected,NA,ITGB3,relaxed,NA,ITGB3,longevity_candidate_gene_selection_analysis-OG0004025-evm.model.ptg011011l.2_Prang,evm.model.ptg011011l.2_Prang,chr9,986705819,986708177
OG0004026,NA,NF1,intensified,NA,NA,NA,NA,NA,NF1,longevity_candidate_gene_selection_analysis-OG0004026-evm.model.ptg000914l.12_Prang,evm.model.ptg000914l.12_Prang,chr5,239396956,239401543
OG0004027,NA,NA,NA,NA,NA,INHBB,relaxed,NA,INHBB,longevity_candidate_gene_selection_analysis-OG0004027-evm.model.ptg012402l.1_Prang,evm.model.ptg012402l.1_Prang,chr19,178109260,178110418
OG0004031,NA,NA,NA,paml_selected,NA,NA,NA,NA,PHC2,longevity_candidate_gene_selection_analysis-OG0004031-evm.model.ptg005812l.1_Prang,evm.model.ptg005812l.1_Prang,chr10,140065959,140068623
OG0004032,NA,DHRS13,intensified,paml_selected,NA,NA,NA,NA,DHRS13,longevity_candidate_gene_selection_analysis-OG0004032-evm.model.ptg002971l.5_Prang,evm.model.ptg002971l.5_Prang,chr5,392171293,392172250
OG0004034,NA,NA,NA,paml_selected,NA,NA,NA,NA,PLCE1,longevity_candidate_gene_selection_analysis-OG0004034-evm.model.ptg001152l.3_Prang,evm.model.ptg001152l.3_Prang,chr15,657283897,657284671
